chr,start,end,dmr_id,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,old-young
chr10,75662811,75662823,chr10-75662811-75662823,0.71,0.55,0.49,chr10,75644110,75766357,ENSMUSG00000020196.9,-,Cabin1,protein_coding,-0.21999999999999997
chr10,75861160,75861184,chr10-75861160-75861184,0.49,0.7,0.63,chr10,75857353,75862250,ENSMUSG00000033307.6,-,Mif,protein_coding,0.14
chr10,76255453,76255464,chr10-76255453-76255464,0.72,0.54,0.48,chr10,76251853,76263159,ENSMUSG00000033208.7,+,S100b,protein_coding,-0.24
chr10,76318089,76318120,chr10-76318089-76318120,0.58,0.5,0.36,chr10,76257429,76347291,ENSMUSG00000020231.11,-,Dip2a,protein_coding,-0.21999999999999997
chr10,76324097,76324100,chr10-76324097-76324100,0.44,0.3,0.22,chr10,76257429,76347291,ENSMUSG00000020231.11,-,Dip2a,protein_coding,-0.22
chr10,76537899,76537915,chr10-76537899-76537915,0.49,0.68,0.7,chr10,76529588,76559138,ENSMUSG00000033105.8,+,Lss,protein_coding,0.20999999999999996
chr10,77159765,77159790,chr10-77159765-77159790,0.37,0.54,0.57,chr10,77050178,77168548,ENSMUSG00000001435.10,-,Col18a1,protein_coding,0.19999999999999996
chr10,78297730,78297737,chr10-78297730-78297737,0.51,0.4,0.31,chr10,78267178,78354489,ENSMUSG00000001211.10,-,Agpat3,protein_coding,-0.2
chr10,79932857,79932908,chr10-79932857-79932908,0.33,0.18,0.12,chr10,79925043,79957018,ENSMUSG00000019564.8,+,Arid3a,protein_coding,-0.21000000000000002
chr10,79991234,79991297,chr10-79991234-79991297,0.51,0.65,0.71,chr10,79986584,79998062,ENSMUSG00000004665.6,+,Cnn2,protein_coding,0.19999999999999996
chr10,80013893,80013899,chr10-80013893-80013899,0.21,0.33,0.41,chr10,79994494,80017572,ENSMUSG00000035722.11,+,Abca7,protein_coding,0.19999999999999998
chr10,80035237,80035259,chr10-80035237-80035259,0.48,0.37,0.26,chr10,80033949,80041795,ENSMUSG00000004667.14,-,Polr2e,protein_coding,-0.21999999999999997
chr10,80088443,80088448,chr10-80088443-80088448,0.76,0.47,0.75,chr10,80055416,80104698,ENSMUSG00000035673.9,-,Sbno2,protein_coding,-0.010000000000000009
chr10,80151802,80151904,chr10-80151802-80151904,0.56,0.71,0.79,chr10,80146272,80160368,ENSMUSG00000035621.9,+,Midn,protein_coding,0.22999999999999998
chr10,80177459,80177643,chr10-80177459-80177643,0.43,0.25,0.22,chr10,80177482,80192010,ENSMUSG00000003070.6,+,Efna2,protein_coding,-0.21
chr10,80432379,80432382,chr10-80432379-80432382,0.42,0.42,0.63,chr10,80407514,80435647,ENSMUSG00000020167.10,-,Tcf3,protein_coding,0.21000000000000002
chr10,80513384,80513406,chr10-80513384-80513406,0.55,0.74,0.77,chr10,80492835,80519276,ENSMUSG00000045518.8,+,Onecut3,protein_coding,0.21999999999999997
chr10,80775892,80775998,chr10-80775892-80775998,0.69,0.53,0.45,chr10,80753206,80797461,ENSMUSG00000061589.10,+,Dot1l,protein_coding,-0.23999999999999994
chr10,80962759,80962926,chr10-80962759-80962926,0.61,0.48,0.4,chr10,80946624,81016945,ENSMUSG00000048240.10,-,Gng7,protein_coding,-0.20999999999999996
chr10,81056199,81056232,chr10-81056199-81056232,0.41,0.31,0.16,chr10,81042075,81062178,ENSMUSG00000004937.5,-,Sgta,protein_coding,-0.24999999999999997
chr10,81240004,81240030,chr10-81240004-81240030,0.45,0.66,0.6,chr10,81231155,81254123,ENSMUSG00000034949.14,+,Zfr2,protein_coding,0.14999999999999997
chr10,81364127,81364145,chr10-81364127-81364145,0.3,0.46,0.51,chr10,81355491,81368225,ENSMUSG00000034854.8,+,Mfsd12,protein_coding,0.21000000000000002
chr10,81364127,81364145,chr10-81364127-81364145,0.3,0.46,0.51,chr10,81361067,81367816,ENSMUSG00000020234.6,-,4930404N11Rik,protein_coding,0.21000000000000002
chr10,81418065,81418169,chr10-81418065-81418169,0.65,0.46,0.42,chr10,81394186,81433005,ENSMUSG00000055053.13,-,Nfic,protein_coding,-0.23000000000000004
chr10,81477517,81477583,chr10-81477517-81477583,0.29,0.42,0.49,chr10,81457227,81484709,ENSMUSG00000034818.12,-,Celf5,protein_coding,0.2
chr10,83109781,83109792,chr10-83109781-83109792,0.68,0.49,0.43,chr10,82983498,83197900,ENSMUSG00000034612.7,+,Chst11,protein_coding,-0.25000000000000006
chr10,83636125,83636189,chr10-83636125-83636189,0.5,0.35,0.28,chr10,83598033,83650738,ENSMUSG00000020263.10,-,Appl2,protein_coding,-0.21999999999999997
chr10,83642047,83642056,chr10-83642047-83642056,0.44,0.24,0.2,chr10,83598033,83650738,ENSMUSG00000020263.10,-,Appl2,protein_coding,-0.24
chr10,83642587,83642624,chr10-83642587-83642624,0.63,0.55,0.4,chr10,83598033,83650738,ENSMUSG00000020263.10,-,Appl2,protein_coding,-0.22999999999999998
chr10,84372172,84372284,chr10-84372172-84372284,0.59,0.73,0.8,chr10,84368905,84442597,ENSMUSG00000020032.10,-,Nuak1,protein_coding,0.21000000000000008
chr10,84392936,84393119,chr10-84392936-84393119,0.75,0.53,0.52,chr10,84368905,84442597,ENSMUSG00000020032.10,-,Nuak1,protein_coding,-0.22999999999999998
chr10,84686951,84687033,chr10-84686951-84687033,0.75,0.54,0.41,chr10,84620437,84729177,ENSMUSG00000034453.7,+,Polr3b,protein_coding,-0.34
chr10,85949415,85949441,chr10-85949415-85949441,0.6,0.73,0.81,chr10,85936637,85959823,ENSMUSG00000001783.3,-,Rtcb,protein_coding,0.21000000000000008
chr10,86025829,86026047,chr10-86025829-86026047,0.58,0.39,0.37,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.20999999999999996
chr10,86027271,86027295,chr10-86027271-86027295,0.65,0.45,0.39,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.26
chr10,86027930,86028344,chr10-86027930-86028344,0.65,0.5,0.44,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.21000000000000002
chr10,86029900,86030297,chr10-86029900-86030297,0.47,0.33,0.27,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.19999999999999996
chr10,86031279,86031297,chr10-86031279-86031297,0.71,0.61,0.51,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.19999999999999996
chr10,86035060,86035149,chr10-86035060-86035149,0.71,0.58,0.39,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.31999999999999995
chr10,86043785,86044144,chr10-86043785-86044144,0.5,0.32,0.3,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.2
chr10,86044478,86044488,chr10-86044478-86044488,0.73,0.53,0.53,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.19999999999999996
chr10,86047979,86048168,chr10-86047979-86048168,0.72,0.6,0.49,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.22999999999999998
chr10,86053380,86053443,chr10-86053380-86053443,0.53,0.34,0.31,chr10,86019972,86053873,ENSMUSG00000001786.10,+,Fbxo7,protein_coding,-0.22000000000000003
chr10,86053380,86053443,chr10-86053380-86053443,0.53,0.34,0.31,chr10,86053125,86500896,ENSMUSG00000059602.10,-,Syn3,protein_coding,-0.22000000000000003
chr10,86100621,86100968,chr10-86100621-86100968,0.37,0.19,0.15,chr10,86053125,86500896,ENSMUSG00000059602.10,-,Syn3,protein_coding,-0.22
chr10,86100621,86100968,chr10-86100621-86100968,0.37,0.19,0.15,chr10,86093885,86115580,ENSMUSG00000085435.1,+,4930486F22Rik,antisense,-0.22
chr10,86151467,86151470,chr10-86151467-86151470,0.55,0.34,0.22,chr10,86053125,86500896,ENSMUSG00000059602.10,-,Syn3,protein_coding,-0.33000000000000007
chr10,86342793,86342828,chr10-86342793-86342828,0.32,0.15,0.11,chr10,86298372,86351506,ENSMUSG00000020044.9,+,Timp3,protein_coding,-0.21000000000000002
chr10,86342793,86342828,chr10-86342793-86342828,0.32,0.15,0.11,chr10,86053125,86500896,ENSMUSG00000059602.10,-,Syn3,protein_coding,-0.21000000000000002
chr10,89114319,89114350,chr10-89114319-89114350,0.74,0.62,0.5,chr10,88946994,89346762,ENSMUSG00000035189.12,-,Ano4,protein_coding,-0.24
chr10,89255954,89256286,chr10-89255954-89256286,0.54,0.4,0.31,chr10,88946994,89346762,ENSMUSG00000035189.12,-,Ano4,protein_coding,-0.23000000000000004
chr10,89435342,89435390,chr10-89435342-89435390,0.23,0.39,0.45,chr10,89406823,89445967,ENSMUSG00000074802.6,-,Gas2l3,protein_coding,0.22
chr10,90576204,90576271,chr10-90576204-90576271,0.25,0.33,0.48,chr10,89871509,90975300,ENSMUSG00000058589.10,+,Anks1b,protein_coding,0.22999999999999998
chr10,92297104,92297215,chr10-92297104-92297215,0.23,0.44,0.36,chr10,92169301,92377373,ENSMUSG00000098040.1,-,Gm20757,lincRNA,0.12999999999999998
chr10,93032120,93032124,chr10-93032120-93032124,0.34,0.53,0.59,chr10,92773619,93083618,ENSMUSG00000020014.11,-,Cfap54,protein_coding,0.24999999999999994
chr10,93283011,93283075,chr10-93283011-93283075,0.46,0.61,0.69,chr10,93245414,93313135,ENSMUSG00000008398.10,-,Elk3,protein_coding,0.22999999999999993
chr10,94464155,94464266,chr10-94464155-94464266,0.51,0.28,0.25,chr10,94309949,94592956,ENSMUSG00000020023.13,+,Tmcc3,protein_coding,-0.26
chr10,94532860,94533366,chr10-94532860-94533366,0.53,0.42,0.31,chr10,94309949,94592956,ENSMUSG00000020023.13,+,Tmcc3,protein_coding,-0.22000000000000003
chr10,95258830,95258914,chr10-95258830-95258914,0.67,0.68,0.87,chr10,95172746,95326097,ENSMUSG00000045867.9,-,Cradd,protein_coding,0.19999999999999996
chr10,95266101,95266127,chr10-95266101-95266127,0.56,0.69,0.49,chr10,95172746,95326097,ENSMUSG00000045867.9,-,Cradd,protein_coding,-0.07000000000000006
chr10,95541266,95541271,chr10-95541266-95541271,0.64,0.88,0.75,chr10,95513162,95547658,ENSMUSG00000074781.4,+,Ube2n,protein_coding,0.10999999999999999
chr10,105570233,105570253,chr10-105570233-105570253,0.6,0.49,0.37,chr10,105185663,105576451,ENSMUSG00000036019.8,-,Tmtc2,protein_coding,-0.22999999999999998
chr10,105580713,105580777,chr10-105580713-105580777,0.45,0.3,0.24,chr10,105571953,105585874,ENSMUSG00000085282.4,+,Gm15663,processed_transcript,-0.21000000000000002
chr10,107305242,107305318,chr10-107305242-107305318,0.57,0.66,0.78,chr10,107269843,107427143,ENSMUSG00000019906.10,+,Lin7a,protein_coding,0.21000000000000008
chr10,107867812,107867878,chr10-107867812-107867878,0.43,0.65,0.63,chr10,107760223,107914134,ENSMUSG00000091455.3,-,Otogl,protein_coding,0.2
chr10,108264788,108264805,chr10-108264788-108264805,0.72,0.8,0.55,chr10,108160400,108279575,ENSMUSG00000019907.9,+,Ppp1r12a,protein_coding,-0.16999999999999993
chr10,108364213,108364282,chr10-108364213-108364282,0.64,0.77,0.86,chr10,108361665,108365798,ENSMUSG00000065653.1,+,Gm23105,snoRNA,0.21999999999999997
chr10,108364213,108364282,chr10-108364213-108364282,0.64,0.77,0.86,chr10,108330189,108416391,ENSMUSG00000035873.7,+,Pawr,protein_coding,0.21999999999999997
chr10,110273303,110273474,chr10-110273303-110273474,0.55,0.61,0.79,chr10,109680660,110458204,ENSMUSG00000020181.11,-,Nav3,protein_coding,0.24
chr10,110384010,110384033,chr10-110384010-110384033,0.47,0.61,0.7,chr10,109680660,110458204,ENSMUSG00000020181.11,-,Nav3,protein_coding,0.22999999999999998
chr10,110938369,110938389,chr10-110938369-110938389,0.54,0.39,0.33,chr10,110918177,110941599,ENSMUSG00000020186.6,+,Csrp2,protein_coding,-0.21000000000000002
chr10,110944257,110944312,chr10-110944257-110944312,0.68,0.78,0.91,chr10,110939782,111012066,ENSMUSG00000035798.9,-,Zdhhc17,protein_coding,0.22999999999999998
chr10,114695406,114695411,chr10-114695406-114695411,0.36,0.11,0.05,chr10,114396823,114804307,ENSMUSG00000050663.7,-,Trhde,protein_coding,-0.31
chr10,115113799,115113805,chr10-115113799-115113805,0.18,0.34,0.39,chr10,115076641,115187022,ENSMUSG00000006764.8,-,Tph2,protein_coding,0.21000000000000002
chr10,115170292,115170297,chr10-115170292-115170297,0.38,0.63,0.36,chr10,115076641,115187022,ENSMUSG00000006764.8,-,Tph2,protein_coding,-0.020000000000000018
chr10,115833963,115833970,chr10-115833963-115833970,0.47,0.52,0.7,chr10,115815284,115851893,ENSMUSG00000034127.10,+,Tspan8,protein_coding,0.22999999999999998
chr10,116353713,116353716,chr10-116353713-116353716,0.94,0.99,0.7,chr10,116299374,116391538,ENSMUSG00000020154.9,+,Ptprb,protein_coding,-0.24
chr10,116809555,116809601,chr10-116809555-116809601,0.66,0.83,0.63,chr10,116774545,116898879,ENSMUSG00000034057.7,-,Myrfl,protein_coding,-0.030000000000000027
chr10,116934879,116934910,chr10-116934879-116934910,0.54,0.66,0.76,chr10,116903784,116952380,ENSMUSG00000064181.5,-,Rab3ip,protein_coding,0.21999999999999997
chr10,117250211,117250273,chr10-117250211-117250273,0.39,0.48,0.62,chr10,117246024,117252265,ENSMUSG00000078430.2,+,Gm10936,protein_coding,0.22999999999999998
chr10,117702224,117702287,chr10-117702224-117702287,0.52,0.62,0.74,chr10,117686888,117712758,ENSMUSG00000020184.10,-,Mdm2,protein_coding,0.21999999999999997
chr10,117823427,117823487,chr10-117823427-117823487,0.35,0.45,0.56,chr10,117812471,117847935,ENSMUSG00000052681.7,-,Rap1b,protein_coding,0.21000000000000008
chr10,119232456,119232468,chr10-119232456-119232468,0.48,0.69,0.76,chr10,119197255,119242055,ENSMUSG00000020114.8,-,Cand1,protein_coding,0.28
chr10,119615785,119615896,chr10-119615785-119615896,0.76,0.75,0.53,chr10,119452034,120089261,ENSMUSG00000034813.12,+,Grip1,protein_coding,-0.22999999999999998
chr10,119673080,119673135,chr10-119673080-119673135,0.54,0.49,0.29,chr10,119452034,120089261,ENSMUSG00000034813.12,+,Grip1,protein_coding,-0.25000000000000006
chr10,121432460,121432532,chr10-121432460-121432532,0.64,0.44,0.46,chr10,121408350,121478250,ENSMUSG00000025795.7,-,Rassf3,protein_coding,-0.18
chr10,121849655,121849682,chr10-121849655-121849682,0.36,0.26,0.16,chr10,121778991,122049315,ENSMUSG00000020121.11,-,Srgap1,protein_coding,-0.19999999999999998
chr10,121864671,121864757,chr10-121864671-121864757,0.41,0.22,0.17,chr10,121778991,122049315,ENSMUSG00000020121.11,-,Srgap1,protein_coding,-0.23999999999999996
chr10,121899538,121899541,chr10-121899538-121899541,0.87,0.67,0.63,chr10,121778991,122049315,ENSMUSG00000020121.11,-,Srgap1,protein_coding,-0.24
chr10,121918141,121918306,chr10-121918141-121918306,0.68,0.53,0.43,chr10,121778991,122049315,ENSMUSG00000020121.11,-,Srgap1,protein_coding,-0.25000000000000006
chr10,121926537,121926588,chr10-121926537-121926588,0.34,0.18,0.07,chr10,121778991,122049315,ENSMUSG00000020121.11,-,Srgap1,protein_coding,-0.27
chr10,121971892,121971940,chr10-121971892-121971940,0.44,0.24,0.21,chr10,121778991,122049315,ENSMUSG00000020121.11,-,Srgap1,protein_coding,-0.23
chr10,122851705,122851758,chr10-122851705-122851758,0.5,0.28,0.25,chr10,122676762,122947795,ENSMUSG00000034613.8,+,Ppm1h,protein_coding,-0.25
chr10,123035834,123035849,chr10-123035834-123035849,0.27,0.14,0.07,chr10,122990061,123078505,ENSMUSG00000034602.9,-,Mon2,protein_coding,-0.2
chr10,123426621,123427051,chr10-123426621-123427051,0.23,0.5,0.48,chr10,123262076,123743204,ENSMUSG00000044071.7,+,Fam19a2,protein_coding,0.24999999999999997
chr10,126991159,126991219,chr10-126991159-126991219,0.72,0.55,0.51,chr10,126976717,127001975,ENSMUSG00000078429.4,+,Ctdsp2,protein_coding,-0.20999999999999996
chr10,127287428,127287439,chr10-127287428-127287439,0.46,0.37,0.57,chr10,127279956,127291018,ENSMUSG00000025409.10,-,Mbd6,protein_coding,0.10999999999999993
chr10,127287428,127287439,chr10-127287428-127287439,0.46,0.37,0.57,chr10,127286514,127291681,ENSMUSG00000092593.1,+,Gm20492,processed_transcript,0.10999999999999993
chr10,127449479,127449693,chr10-127449479-127449693,0.54,0.75,0.77,chr10,127378327,127501384,ENSMUSG00000025404.11,+,R3hdm2,protein_coding,0.22999999999999998
chr10,127524783,127524788,chr10-127524783-127524788,0.36,0.5,0.61,chr10,127523473,127536559,ENSMUSG00000040258.6,-,Nxph4,protein_coding,0.25
chr10,127538286,127538311,chr10-127538286-127538311,0.73,0.62,0.53,chr10,127536161,127623148,ENSMUSG00000040249.11,-,Lrp1,protein_coding,-0.19999999999999996
chr10,127661924,127662009,chr10-127661924-127662009,0.2,0.4,0.44,chr10,127640986,127662957,ENSMUSG00000002147.14,+,Stat6,protein_coding,0.24
chr10,127661924,127662009,chr10-127661924-127662009,0.2,0.4,0.44,chr10,127658918,127670568,ENSMUSG00000025402.8,-,Nab2,protein_coding,0.24
chr10,127661924,127662009,chr10-127661924-127662009,0.2,0.4,0.44,chr10,127661839,127667484,ENSMUSG00000085731.1,+,Gm16229,antisense,0.24
chr10,127664514,127664612,chr10-127664514-127664612,0.49,0.66,0.73,chr10,127658918,127670568,ENSMUSG00000025402.8,-,Nab2,protein_coding,0.24
chr10,127664514,127664612,chr10-127664514-127664612,0.49,0.66,0.73,chr10,127661839,127667484,ENSMUSG00000085731.1,+,Gm16229,antisense,0.24
chr10,128204372,128204382,chr10-128204372-128204382,0.68,0.49,0.39,chr10,128192457,128212004,ENSMUSG00000044005.9,+,Gls2,protein_coding,-0.29000000000000004
chr10,128581907,128581964,chr10-128581907-128581964,0.27,0.39,0.49,chr10,128565523,128591652,ENSMUSG00000018166.8,-,Erbb3,protein_coding,0.21999999999999997
chr11,3135011,3135047,chr11-3135011-3135047,0.22,0.46,0.5,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.28
chr11,3140186,3140227,chr11-3140186-3140227,0.56,0.78,0.8,chr11,3140048,3145363,ENSMUSG00000087111.1,+,Gm11399,antisense,0.24
chr11,3140186,3140227,chr11-3140186-3140227,0.56,0.78,0.8,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.24
chr11,3143064,3143227,chr11-3143064-3143227,0.23,0.52,0.48,chr11,3140048,3145363,ENSMUSG00000087111.1,+,Gm11399,antisense,0.24999999999999997
chr11,3143064,3143227,chr11-3143064-3143227,0.23,0.52,0.48,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.24999999999999997
chr11,3144477,3144640,chr11-3144477-3144640,0.53,0.74,0.76,chr11,3140048,3145363,ENSMUSG00000087111.1,+,Gm11399,antisense,0.22999999999999998
chr11,3144477,3144640,chr11-3144477-3144640,0.53,0.74,0.76,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.22999999999999998
chr11,3148196,3148570,chr11-3148196-3148570,0.54,0.72,0.77,chr11,3147742,3152955,ENSMUSG00000081208.1,-,Gm11400,processed_pseudogene,0.22999999999999998
chr11,3148196,3148570,chr11-3148196-3148570,0.54,0.72,0.77,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.22999999999999998
chr11,3149767,3149957,chr11-3149767-3149957,0.4,0.68,0.75,chr11,3147742,3152955,ENSMUSG00000081208.1,-,Gm11400,processed_pseudogene,0.35
chr11,3149767,3149957,chr11-3149767-3149957,0.4,0.68,0.75,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.35
chr11,3152846,3152865,chr11-3152846-3152865,0.37,0.6,0.68,chr11,3147742,3152955,ENSMUSG00000081208.1,-,Gm11400,processed_pseudogene,0.31000000000000005
chr11,3152846,3152865,chr11-3152846-3152865,0.37,0.6,0.68,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.31000000000000005
chr11,3156833,3156957,chr11-3156833-3156957,0.45,0.64,0.67,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.22000000000000003
chr11,3157881,3157903,chr11-3157881-3157903,0.5,0.72,0.78,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.28
chr11,3175913,3175997,chr11-3175913-3175997,0.21,0.38,0.41,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.19999999999999998
chr11,3176982,3177169,chr11-3176982-3177169,0.31,0.45,0.52,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.21000000000000002
chr11,3178211,3178252,chr11-3178211-3178252,0.49,0.75,0.76,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.27
chr11,3183501,3183591,chr11-3183501-3183591,0.53,0.72,0.74,chr11,3129850,3195463,ENSMUSG00000023764.14,-,Sfi1,protein_coding,0.20999999999999996
chr11,3334512,3334518,chr11-3334512-3334518,0.45,0.32,0.21,chr11,3328401,3344971,ENSMUSG00000034614.10,+,Pik3ip1,protein_coding,-0.24000000000000002
chr11,3505289,3505385,chr11-3505289-3505385,0.67,0.54,0.43,chr11,3492375,3506821,ENSMUSG00000034570.8,-,Inpp5j,protein_coding,-0.24000000000000005
chr11,3515927,3515982,chr11-3515927-3515982,0.9,0.75,0.69,chr11,3512684,3519351,ENSMUSG00000075702.9,+,Selm,protein_coding,-0.21000000000000008
chr11,3515927,3515982,chr11-3515927-3515982,0.9,0.75,0.69,chr11,3515523,3542612,ENSMUSG00000020439.13,-,Smtn,protein_coding,-0.21000000000000008
chr11,3516982,3517002,chr11-3516982-3517002,0.43,0.42,0.63,chr11,3512684,3519351,ENSMUSG00000075702.9,+,Selm,protein_coding,0.2
chr11,3516982,3517002,chr11-3516982-3517002,0.43,0.42,0.63,chr11,3515523,3542612,ENSMUSG00000020439.13,-,Smtn,protein_coding,0.2
chr11,3528235,3528483,chr11-3528235-3528483,0.69,0.55,0.46,chr11,3528157,3538856,ENSMUSG00000087291.1,+,Gm11946,processed_transcript,-0.22999999999999993
chr11,3528235,3528483,chr11-3528235-3528483,0.69,0.55,0.46,chr11,3515523,3542612,ENSMUSG00000020439.13,-,Smtn,protein_coding,-0.22999999999999993
chr11,3533222,3533292,chr11-3533222-3533292,0.37,0.15,0.13,chr11,3528157,3538856,ENSMUSG00000087291.1,+,Gm11946,processed_transcript,-0.24
chr11,3533222,3533292,chr11-3533222-3533292,0.37,0.15,0.13,chr11,3532238,3536907,ENSMUSG00000084962.1,+,Gm11947,processed_transcript,-0.24
chr11,3533222,3533292,chr11-3533222-3533292,0.37,0.15,0.13,chr11,3515523,3542612,ENSMUSG00000020439.13,-,Smtn,protein_coding,-0.24
chr11,3754845,3754916,chr11-3754845-3754916,0.25,0.12,0.05,chr11,3701731,3865903,ENSMUSG00000020435.13,-,Osbp2,protein_coding,-0.2
chr11,4725195,4725243,chr11-4725195-4725243,0.19,0.34,0.4,chr11,4702678,4739669,ENSMUSG00000009076.6,+,Zmat5,protein_coding,0.21000000000000002
chr11,5016136,5016231,chr11-5016136-5016231,0.37,0.2,0.11,chr11,4984824,5044791,ENSMUSG00000009090.13,+,Ap1b1,protein_coding,-0.26
chr11,5061484,5061499,chr11-5061484-5061499,0.3,0.36,0.5,chr11,5056128,5062385,ENSMUSG00000034209.4,+,Rasl10a,protein_coding,0.2
chr11,5061484,5061499,chr11-5061484-5061499,0.3,0.36,0.5,chr11,5052132,5067327,ENSMUSG00000034201.9,-,Gas2l1,protein_coding,0.2
chr11,5141254,5141454,chr11-5141254-5141454,0.63,0.54,0.42,chr11,5104265,5154257,ENSMUSG00000034164.13,-,Emid1,protein_coding,-0.21000000000000002
chr11,5860107,5860326,chr11-5860107-5860326,0.8,0.44,0.36,chr11,5859947,5874088,ENSMUSG00000020473.9,+,Aebp1,protein_coding,-0.44000000000000006
chr11,6006699,6006856,chr11-6006699-6006856,0.8,0.86,0.62,chr11,5967644,6068362,ENSMUSG00000057897.10,-,Camk2b,protein_coding,-0.18000000000000005
chr11,6171129,6171307,chr11-6171129-6171307,0.32,0.46,0.53,chr11,6170644,6175036,ENSMUSG00000083022.1,-,Rps15a-ps6,processed_pseudogene,0.21000000000000002
chr11,6171129,6171307,chr11-6171129-6171307,0.32,0.46,0.53,chr11,6103691,6202415,ENSMUSG00000053838.10,-,Nudcd3,protein_coding,0.21000000000000002
chr11,6405084,6405358,chr11-6405084-6405358,0.73,0.59,0.52,chr11,6387074,6408158,ENSMUSG00000041164.11,+,Zmiz2,protein_coding,-0.20999999999999996
chr11,6406904,6406934,chr11-6406904-6406934,0.57,0.37,0.34,chr11,6387074,6408158,ENSMUSG00000041164.11,+,Zmiz2,protein_coding,-0.22999999999999993
chr11,7111998,7112046,chr11-7111998-7112046,0.64,0.84,0.78,chr11,7061489,7180506,ENSMUSG00000020431.5,+,Adcy1,protein_coding,0.14
chr11,7197247,7197266,chr11-7197247-7197266,0.47,0.65,0.7,chr11,7195782,7204546,ENSMUSG00000020429.7,+,Igfbp1,protein_coding,0.22999999999999998
chr11,8524601,8524613,chr11-8524601-8524613,0.59,0.28,0.24,chr11,8429652,8666535,ENSMUSG00000020422.9,-,Tns3,protein_coding,-0.35
chr11,8587487,8587502,chr11-8587487-8587502,0.23,0.06,0.02,chr11,8429652,8666535,ENSMUSG00000020422.9,-,Tns3,protein_coding,-0.21000000000000002
chr11,8618669,8618697,chr11-8618669-8618697,0.53,0.32,0.47,chr11,8429652,8666535,ENSMUSG00000020422.9,-,Tns3,protein_coding,-0.06000000000000005
chr11,8629698,8629715,chr11-8629698-8629715,0.74,0.61,0.53,chr11,8429652,8666535,ENSMUSG00000020422.9,-,Tns3,protein_coding,-0.20999999999999996
chr11,8632376,8632417,chr11-8632376-8632417,0.52,0.36,0.3,chr11,8429652,8666535,ENSMUSG00000020422.9,-,Tns3,protein_coding,-0.22000000000000003
chr11,8656290,8656942,chr11-8656290-8656942,0.51,0.32,0.27,chr11,8429652,8666535,ENSMUSG00000020422.9,-,Tns3,protein_coding,-0.24
chr11,11888223,11888288,chr11-11888223-11888288,0.53,0.43,0.3,chr11,11812101,11900144,ENSMUSG00000020182.12,-,Ddc,protein_coding,-0.23000000000000004
chr11,12383068,12383113,chr11-12383068-12383113,0.72,0.6,0.51,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.20999999999999996
chr11,12396917,12397980,chr11-12396917-12397980,0.59,0.45,0.36,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.22999999999999998
chr11,12409596,12409659,chr11-12409596-12409659,0.32,0.09,0.11,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.21000000000000002
chr11,12425173,12425355,chr11-12425173-12425355,0.3,0.08,0.06,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.24
chr11,12426759,12427011,chr11-12426759-12427011,0.44,0.2,0.18,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.26
chr11,12442398,12442512,chr11-12442398-12442512,0.52,0.45,0.32,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.2
chr11,12446567,12447275,chr11-12446567-12447275,0.68,0.51,0.45,chr11,12234608,12466960,ENSMUSG00000020173.13,-,Cobl,protein_coding,-0.23000000000000004
