gene_name,gene_length,gene_type,gene_chr
Pigk,266308.0,protein_coding,chr3
Phrf1,33966.0,protein_coding,chr7
Ccnt1,32234.0,protein_coding,chr15
Bbs5,20400.0,,
Ovol2,26971.0,protein_coding,chr2
Cox6b1,9290.0,protein_coding,chr7
Acp2,11213.0,,
Fto,354914.0,protein_coding,chr8
Tyw1,85944.0,protein_coding,chr5
Actn1,92824.0,,
Napg,21619.0,,
Angel2,21850.0,protein_coding,chr1
Unk,30892.0,protein_coding,chr11
Tmem108,278890.0,protein_coding,chr9
Por,65293.0,protein_coding,chr5
Wdr47,54440.0,,
Emc3,16778.0,,
Hip1r,31930.0,protein_coding,chr5
Abca5,68347.0,,
Nars2,113253.0,protein_coding,chr7
Kdm3b,61613.0,,
Add1,58644.0,,
Smarca2,173272.0,,
Hadhb,29345.0,protein_coding,chr5
Armc2,103452.0,protein_coding,chr10
Sike1,12751.0,,
Dhx36,38991.0,protein_coding,chr3
Dffb,10677.0,protein_coding,chr4
Glrb,70061.0,,
BC005624,10024.0,,
Lmtk2,87768.0,protein_coding,chr5
Rpl19,3782.0,protein_coding,chr11
D230025D16Rik,27908.0,,
Ccdc85a,198639.0,protein_coding,chr11
Eaf2,82119.0,,
Sdhc,23438.0,,
Mthfsd,16764.0,protein_coding,chr8
Clns1a,24162.0,protein_coding,chr7
Sf3a3,17684.0,,
Mia3,42828.0,,
Nup160,59113.0,,
A230004M16Rik,262775.0,processed_transcript,chr11
Grhl1,45108.0,protein_coding,chr12
Rpl18a,2690.0,,
Ddx3x,13082.0,,
Slain1,54679.0,protein_coding,chr14
Mllt6,22049.0,protein_coding,chr11
Rnf146,18266.0,protein_coding,chr10
G630016G05Rik,18686.0,lincRNA,chr2
Stard7,28714.0,,
Rnf121,46332.0,protein_coding,chr7
Hsd17b4,68068.0,,
Ipo13,20513.0,protein_coding,chr4
Zbtb18,8413.0,protein_coding,chr1
Shisa4,4180.0,,
Prmt2,30643.0,,
Nvl,57066.0,,
Spred1,60905.0,protein_coding,chr2
Nit1,7638.0,,
Impdh1,15930.0,,
Sec61a2,24445.0,,
Spryd3,19706.0,,
Tmem56,81337.0,protein_coding,chr3
Bnip2,18851.0,protein_coding,chr9
Lin7b,2692.0,protein_coding,chr7
Cc2d1a,15108.0,protein_coding,chr8
St13,36408.0,,
Syn3,443771.0,protein_coding,chr10
Hdac2,27345.0,protein_coding,chr10
Sirt7,6868.0,protein_coding,chr11
Rpl37,2495.0,,
Mapre1,32036.0,,
Zbtb44,45241.0,,
Neo1,161754.0,,
Cenpv,14315.0,,
Ddrgk1,10699.0,,
Adk,395995.0,protein_coding,chr14
Farp1,248544.0,protein_coding,chr14
Mat2a,6759.0,,
Rad17,33887.0,,
Gm28294,5105.0,antisense,chr1
Cttn,35276.0,protein_coding,chr7
Srsf12,24349.0,,
Maml3,419169.0,protein_coding,chr3
Prpf6,63792.0,protein_coding,chr2
C530008M17Rik,217042.0,protein_coding,chr5
Fbxo31,29366.0,protein_coding,chr8
Cdc40,51690.0,protein_coding,chr10
Ash2l,31698.0,,
Taldo1,10769.0,protein_coding,chr7
Hnrnpll,32847.0,,
Arhgap5,68003.0,,
Ppp1r7,30635.0,protein_coding,chr1
Bbs7,40335.0,protein_coding,chr3
Trim3,29108.0,protein_coding,chr7
Vps36,28034.0,,
Rlim,24121.0,protein_coding,chrX
Samm50,25026.0,protein_coding,chr15
Rab40b,32126.0,,
Zw10,23162.0,,
Vezt,96652.0,,
Rrnad1,8116.0,,
Ankrd13a,31523.0,protein_coding,chr5
Lhfp,220151.0,protein_coding,chr3
B4galt3,6568.0,,
Psmc3,12360.0,,
Pdia6,18225.0,,
Prpf3,25761.0,,
Nfx1,55087.0,protein_coding,chr4
Cfp,6101.0,,
Pggt1b,45642.0,,
Fzd3,70014.0,protein_coding,chr14
Psmd7,8083.0,,
Acot7,93721.0,protein_coding,chr4
Wdr44,112974.0,protein_coding,chrX
Ift88,93874.0,protein_coding,chr14
Alg13,56646.0,,
Fars2,608868.0,protein_coding,chr13
Caap1,56715.0,protein_coding,chr4
Dvl2,11706.0,protein_coding,chr11
Ppib,6401.0,,
Hmgn3,36737.0,protein_coding,chr9
Tnks,139230.0,,
Lsm14b,10478.0,protein_coding,chr2
Jakmip3,143247.0,protein_coding,chr7
Kansl2,16606.0,,
Map4,152495.0,protein_coding,chr9
Snx10,66778.0,protein_coding,chr6
Kdm6b,15167.0,protein_coding,chr11
Serac1,37545.0,protein_coding,chr17
Fam135a,89248.0,,
Gm14169,4216.0,,
Dhx35,63407.0,,
Plk3,5308.0,,
Vwa3a,66424.0,,
Ak1,13300.0,,
Nipbl,153846.0,,
Rgs7,433413.0,protein_coding,chr1
Wrn,151143.0,protein_coding,chr8
Lta4h,31464.0,protein_coding,chr10
Plch1,203238.0,protein_coding,chr3
Rell1,60000.0,protein_coding,chr5
Grin2a,427662.0,protein_coding,chr16
Med16,14215.0,protein_coding,chr10
Gm10558,6520.0,antisense,chr1
Chic2,46786.0,,
Tshz3,75435.0,protein_coding,chr7
Slc9a6,54473.0,protein_coding,chrX
Syt12,31539.0,protein_coding,chr19
Hif1an,13424.0,,
Numb,127900.0,protein_coding,chr12
Scfd1,72591.0,protein_coding,chr12
Lrp11,35683.0,,
Kif16b,284057.0,protein_coding,chr2
Hid1,20049.0,protein_coding,chr11
Il1rap,148413.0,protein_coding,chr16
Nav1,253525.0,protein_coding,chr1
Gm13963,53987.0,,
Nkiras1,12867.0,,
Agrp,70695.0,,
Lrsam1,36398.0,protein_coding,chr2
Fra10ac1,35675.0,,
Ctnnbip1,48201.0,protein_coding,chr4
Thada,276129.0,protein_coding,chr17
Ncl,14681.0,,
Phldb1,48894.0,protein_coding,chr9
Rapgef1,121258.0,protein_coding,chr2
Smap2,48930.0,protein_coding,chr4
Maz,4907.0,protein_coding,chr7
Dclk2,134701.0,protein_coding,chr3
Hmgn1,7111.0,,
Rtn2,13536.0,protein_coding,chr7
Dgcr8,35298.0,,
Atp8b2,24027.0,,
Rab12,25217.0,protein_coding,chr17
Rpl17,4823.0,protein_coding,chr18
Tdrd7,69427.0,,
Nsmce2,227437.0,protein_coding,chr15
Rfwd3,29278.0,,
Slc15a4,37233.0,protein_coding,chr5
Saraf,16246.0,,
Arpc5,9055.0,,
Tasp1,233325.0,protein_coding,chr2
Rpl13,2894.0,protein_coding,chr8
Aig1,221926.0,protein_coding,chr10
Satb2,184669.0,protein_coding,chr1
Slc35b1,7084.0,protein_coding,chr11
Cpeb2,56554.0,,
Spats2,87299.0,protein_coding,chr15
Arhgef7,107498.0,protein_coding,chr8
Trappc4,3902.0,,
Eya3,85778.0,protein_coding,chr4
Cdon,86524.0,protein_coding,chr9
Sf3a1,22191.0,,
Iws1,36587.0,,
Fbxo41,33420.0,protein_coding,chr6
Pik3c2b,63020.0,protein_coding,chr1
Cfap69,84961.0,protein_coding,chr5
Fam184a,117978.0,protein_coding,chr10
Ist1,21935.0,,
Ppm1k,28966.0,protein_coding,chr6
Rnf11,33630.0,,
Pmm1,9822.0,,
Crmp1,50193.0,protein_coding,chr5
Bmpr2,115614.0,,
Specc1,266250.0,protein_coding,chr11
Rnf8,30201.0,protein_coding,chr17
Dnajc1,197176.0,protein_coding,chr2
Rnf41,29784.0,protein_coding,chr10
Ipo7,38335.0,protein_coding,chr7
Txnrd1,63761.0,,
Rabif,14126.0,,
Ski,68517.0,protein_coding,chr4
Mcoln1,14775.0,protein_coding,chr8
Tmem178b,381879.0,protein_coding,chr6
Wdr35,54955.0,,
Bcl9l,29071.0,protein_coding,chr9
Mt1,1245.0,,
Fam160a2,28843.0,protein_coding,chr7
Zgpat,18700.0,protein_coding,chr2
Amn1,31565.0,,
Gm17036,13411.0,,
Daglb,41358.0,protein_coding,chr5
Arcn1,26281.0,protein_coding,chr9
Plk2,5798.0,protein_coding,chr13
Eef2k,64619.0,protein_coding,chr7
Cse1l,40349.0,protein_coding,chr2
Prep,99995.0,protein_coding,chr10
Taf6,8834.0,protein_coding,chr5
Brf1,40619.0,protein_coding,chr12
Zfp612,12995.0,,
Mrpl38,7051.0,protein_coding,chr11
Eif2ak1,86463.0,protein_coding,chr5
Pak2,63052.0,,
Lrig2,115500.0,,
Sergef,196653.0,protein_coding,chr7
Prkcsh,11416.0,,
Zmym6,46989.0,,
Foxg1,4201.0,protein_coding,chr12
Kif3a,34588.0,protein_coding,chr11
Mtch2,19655.0,,
Macf1,334727.0,protein_coding,chr4
Gm9801,114973.0,,
Dcaf11,10059.0,,
Ube4a,42473.0,protein_coding,chr9
Prepl,26771.0,,
Eny2,10214.0,protein_coding,chr15
Aacs,41596.0,protein_coding,chr5
Smarcd1,11862.0,,
Nme7,133604.0,protein_coding,chr1
Rcor1,76550.0,,
Mcc,387122.0,protein_coding,chr18
Krr1,15768.0,,
Cog5,282761.0,protein_coding,chr12
Zfp811,14255.0,,
Mal2,31655.0,,
Narf,18603.0,,
Cog1,17885.0,,
Fndc4,3838.0,protein_coding,chr5
Ctps,30408.0,,
Dgcr2,59080.0,,
Rapgef4os1,51193.0,antisense,chr2
Meaf6,28104.0,protein_coding,chr4
Unc5a,56607.0,protein_coding,chr13
Zfyve27,30639.0,protein_coding,chr19
Samd8,48195.0,,
Tpk1,321277.0,protein_coding,chr6
Hnrnph3,9553.0,,
Gtf3c3,42967.0,,
Tex264,27181.0,protein_coding,chr9
Eif2b3,67904.0,protein_coding,chr4
Tacc2,187347.0,protein_coding,chr7
Lrp8,74971.0,protein_coding,chr4
Fam114a2,35624.0,,
Rasa2,92317.0,,
Acrbp,13578.0,,
Ppil4,30244.0,,
Mau2,26611.0,,
Nkain3,659992.0,protein_coding,chr4
H13,39209.0,,
Adam19,91351.0,protein_coding,chr11
Apmap,25487.0,,
Nsg1,22715.0,protein_coding,chr5
Sdcbp,42773.0,,
Fbxo34,81541.0,,
Tmem131,151475.0,,
Setd7,45560.0,,
Sfxn2,24701.0,,
Ccpg1,30911.0,protein_coding,chr9
Agpat3,83311.0,protein_coding,chr10
Rps2,3813.0,,
Tab2,50577.0,protein_coding,chr10
Fem1b,20113.0,protein_coding,chr9
Tmem8,9955.0,protein_coding,chr17
Rsrc1,377006.0,,
Slc1a1,78911.0,protein_coding,chr19
Pou6f1,24666.0,protein_coding,chr15
Uba5,16535.0,,
Tor1b,6056.0,,
Adarb2,565881.0,protein_coding,chr13
Morn1,58928.0,protein_coding,chr4
Dusp7,7092.0,,
Tbcel,95493.0,protein_coding,chr9
Hspa5,5577.0,protein_coding,chr2
Actr3,42822.0,protein_coding,chr1
Zfp157,19226.0,,
Nol11,22718.0,,
Stau1,48750.0,protein_coding,chr2
Stxbp5l,270020.0,,
Uqcr10,2369.0,protein_coding,chr11
Slc12a9,19039.0,,
Sema4f,27884.0,,
Lypd6b,161161.0,protein_coding,chr2
Rpl8,2236.0,,
Cdk7,28308.0,,
Crat,15342.0,protein_coding,chr2
Ythdf2,27391.0,protein_coding,chr4
Cog8,10400.0,,
Dars2,30057.0,,
Cd200,26918.0,protein_coding,chr16
Kdm3a,44018.0,,
Rprd2,58522.0,,
Atp6v1f,2794.0,,
Ltbp4,32556.0,protein_coding,chr7
Copg2,149240.0,,
Bax,5201.0,protein_coding,chr7
Immt,46057.0,,
Doc2a,5289.0,protein_coding,chr7
Olfml2b,38257.0,,
Chd1,67643.0,protein_coding,chr17
Osbpl5,68223.0,protein_coding,chr7
Grik2,693933.0,protein_coding,chr10
Rp9,58696.0,,
Xkr6,214306.0,protein_coding,chr14
Naa30,18805.0,,
4931406C07Rik,23111.0,,
Abcd1,21937.0,,
Rnf126,8437.0,protein_coding,chr10
Cntn1,290802.0,protein_coding,chr15
Clcn6,34562.0,protein_coding,chr4
Rasl11b,4195.0,protein_coding,chr5
1810013L24Rik,28822.0,,
Slc38a9,77998.0,,
Rbbp7,18690.0,,
Chchd10,4617.0,,
Usp37,108773.0,,
Grm3,239629.0,protein_coding,chr5
Ccdc149,96870.0,protein_coding,chr5
Tiam2,204771.0,protein_coding,chr17
Atxn7l3,7331.0,protein_coding,chr11
Klhl22,33764.0,,
Tnrc18,93001.0,protein_coding,chr5
Megf9,107930.0,protein_coding,chr4
Mief1,19353.0,protein_coding,chr15
Trhde,403484.0,protein_coding,chr10
Rexo2,12111.0,protein_coding,chr9
Gpaa1,3676.0,protein_coding,chr15
Lemd2,14869.0,protein_coding,chr17
Amfr,41254.0,protein_coding,chr8
Setd3,72883.0,,
Cand1,40800.0,,
Cbl,91073.0,,
Tex10,42601.0,,
Lgi2,32945.0,protein_coding,chr5
Ttc28,409977.0,protein_coding,chr5
Ndufv3,11216.0,protein_coding,chr17
Capza1,41726.0,protein_coding,chr3
Coq9,16574.0,protein_coding,chr8
Apba1,190709.0,protein_coding,chr19
Galnt11,44014.0,,
Pnn,7114.0,protein_coding,chr12
Slc50a1,2324.0,,
Gda,82138.0,,
Ppp1r1b,9392.0,protein_coding,chr11
Abcc8,75510.0,protein_coding,chr7
Pnma3,3404.0,,
Ncam1,296789.0,,
Hnrnpc,30651.0,,
Fam184b,109909.0,protein_coding,chr5
Col24a1,259539.0,protein_coding,chr3
Shc2,19867.0,,
Ints9,89787.0,,
Pcyox1,11148.0,,
Fkbp15,60206.0,,
Kdelr1,10960.0,,
Cep164,61745.0,protein_coding,chr9
Usp14,52053.0,,
Ing4,9505.0,,
Mtx2,52628.0,protein_coding,chr2
Bbx,240546.0,protein_coding,chr16
Gak,60344.0,protein_coding,chr5
Mphosph8,29182.0,protein_coding,chr14
Cyhr1,16722.0,protein_coding,chr15
Tmod1,77097.0,protein_coding,chr4
Fdft1,34428.0,protein_coding,chr14
Aars2,14002.0,protein_coding,chr17
Frrs1l,33218.0,protein_coding,chr4
Gm17106,122747.0,processed_transcript,chr16
Sidt1,93016.0,protein_coding,chr16
Lrrc73,3784.0,,
Ptprr,256719.0,protein_coding,chr10
Stag2,127868.0,,
Phtf2,123461.0,protein_coding,chr5
Itga10,18935.0,,
Pfn2,6184.0,,
Mtcl1,112768.0,protein_coding,chr17
Cox6a1,3339.0,protein_coding,chr5
Kremen1,70006.0,,
Rsbn1,52516.0,,
Ptdss2,35224.0,protein_coding,chr7
Bri3bp,18802.0,protein_coding,chr5
Arntl2,37474.0,,
Cox4i1,5985.0,protein_coding,chr8
Mllt3,263439.0,protein_coding,chr4
Sdhb,17990.0,protein_coding,chr4
Azin1,31839.0,,
Bub3,11673.0,protein_coding,chr7
Jdp2,40851.0,protein_coding,chr12
Prdm11,81016.0,protein_coding,chr2
Gtf2ird2,40336.0,,
Snap25,68975.0,protein_coding,chr2
Mettl17,8197.0,protein_coding,chr14
Vps16,19930.0,,
Upf3b,18644.0,,
Ube2r2,57637.0,protein_coding,chr4
Cntn2,33829.0,,
Ache,6947.0,protein_coding,chr5
Ppfia2,465613.0,protein_coding,chr10
Sos1,86702.0,,
Ly6h,15987.0,protein_coding,chr15
Rnf32,32465.0,,
Vps13a,165567.0,protein_coding,chr19
Uqcrc1,12990.0,protein_coding,chr9
Atp5o,124528.5,protein_coding,chr16
Pmepa1,52075.0,protein_coding,chr2
Got1,24853.0,protein_coding,chr19
Col4a3bp,97549.0,protein_coding,chr13
Kif5c,155480.0,protein_coding,chr2
Lias,19196.0,,
Rpl27,3231.0,protein_coding,chr11
Tspyl2,5573.0,protein_coding,chrX
Ddhd1,69676.0,,
Clpx,36398.0,,
Ppme1,45570.0,protein_coding,chr7
Zfp942,35504.0,,
Taf8,18928.0,protein_coding,chr17
Mast3,26937.0,,
Cttnbp2,148365.0,protein_coding,chr6
Wrap73,25048.0,protein_coding,chr4
Spsb1,58760.0,protein_coding,chr4
Lats1,35246.0,,
Dnajc14,15384.0,,
Taf1a,21217.0,,
Lonp2,99830.0,protein_coding,chr8
Zfp592,51483.0,protein_coding,chr7
Dmpk,9972.0,protein_coding,chr7
Ttpal,16699.0,protein_coding,chr2
Atxn7l2,8712.0,protein_coding,chr3
Pogz,44759.0,protein_coding,chr3
Stk32c,109669.0,protein_coding,chr7
Rtf1,60339.0,protein_coding,chr2
Egfem1,609186.0,protein_coding,chr3
Fam216a,7784.0,protein_coding,chr5
Upp2,225673.0,protein_coding,chr2
Znfx1,27222.0,protein_coding,chr2
Lmf1,83741.0,protein_coding,chr17
Cap1,27009.0,protein_coding,chr4
Cdkal1,663928.0,protein_coding,chr13
Vps35,39410.0,protein_coding,chr8
Ube2z,17956.0,,
Prkaca,23450.0,protein_coding,chr8
Galns,33221.0,,
Utp20,80197.0,protein_coding,chr10
Tmem151b,7725.0,protein_coding,chr17
Cdh10,195289.0,protein_coding,chr15
Gm17276,28432.0,lincRNA,chr17
Rhbdd3,7167.0,protein_coding,chr11
Mxi1,65292.0,protein_coding,chr19
Usp20,41307.0,protein_coding,chr2
Slc6a8,9352.0,,
Prkar2a,61122.0,protein_coding,chr9
Phc3,70044.0,,
Gm26936,40851.0,lincRNA,chr1
Sap30bp,33443.0,protein_coding,chr11
Ptov1,6721.0,protein_coding,chr7
Kcnd2,514302.0,protein_coding,chr6
Ap3m1,21066.0,,
Tomm70a,35002.0,protein_coding,chr16
Lrfn4,3882.0,protein_coding,chr19
Arhgef17,62355.0,protein_coding,chr7
Kat8,13321.0,,
Rbm34,23899.0,,
Akirin1,15786.0,protein_coding,chr4
Thoc7,12840.0,,
Heatr5b,82466.0,,
Rab28,83181.0,protein_coding,chr5
Uba1,24853.0,,
Bcl9,94255.0,,
Rif1,49551.0,,
Ppp3cc,71606.0,,
Pdlim7,17881.0,protein_coding,chr13
Tspan33,24337.0,,
Jup,28805.0,protein_coding,chr11
Mmp24,43024.0,protein_coding,chr2
Ddx42,32213.0,,
Wdr90,16730.0,protein_coding,chr17
Maea,37787.0,,
Lzts1,51556.0,protein_coding,chr8
Arrb2,8193.0,,
Rab14,20915.0,,
Bag6,12144.0,protein_coding,chr17
Scap,51662.0,,
Ccdc39,31948.0,,
Stx2,24017.0,,
Zfp354c,16638.0,,
Gm15965,3330.0,,
Tbk1,40332.0,,
Pank4,16815.0,protein_coding,chr4
Cxxc1,5372.0,,
Alkbh8,56014.0,,
Bcas2,7511.0,,
Rpia,26512.0,protein_coding,chr6
Phb2,4614.0,,
Psmc5,6966.0,,
Hnrnpa3,10146.0,protein_coding,chr2
Dlg5,111967.0,protein_coding,chr14
Mboat7,15734.0,protein_coding,chr7
Psmb3,10101.0,,
Lamp2,55097.0,,
Nprl3,42079.0,protein_coding,chr11
Cbfa2t3,73968.0,protein_coding,chr8
Adnp,26126.0,,
Vwa8,353258.0,protein_coding,chr14
Mfsd10,3570.0,,
Zfp251,19826.0,protein_coding,chr15
Qsox2,28888.0,protein_coding,chr2
Zfp667,21304.0,protein_coding,chr7
Zfp651,12412.0,protein_coding,chr9
5031439G07Rik,44615.0,protein_coding,chr15
Ccdc112,29777.0,protein_coding,chr18
Zfp710,69359.0,protein_coding,chr7
Rab24,2203.0,protein_coding,chr13
Ypel4,4597.0,,
Pde8b,225882.0,protein_coding,chr13
Rbl2,53787.0,protein_coding,chr8
Syap1,31390.0,,
Mif,,,
Clpp,5883.0,,
Ssbp3,138993.0,protein_coding,chr4
Spast,52128.0,protein_coding,chr17
Zcchc8,22806.0,protein_coding,chr5
Eif2ak3,60730.0,protein_coding,chr6
Igf2bp3,129734.0,,
Zbtb48,7897.0,protein_coding,chr4
Med25,15947.0,protein_coding,chr7
Zscan22,11268.0,protein_coding,chr7
Snrnp48,22727.0,,
P4htm,18805.0,protein_coding,chr9
Ina,10629.0,protein_coding,chr19
Naa25,46442.0,protein_coding,chr5
Stub1,2899.0,protein_coding,chr17
Man2b1,15012.0,,
Glud1,34538.0,,
Dvl3,17028.0,protein_coding,chr16
Fez1,57060.0,,
Smap1,77471.0,,
Atad1,68148.0,,
Akap7,138780.0,protein_coding,chr10
Ubn1,36232.0,protein_coding,chr16
Dpy19l4,60822.0,protein_coding,chr4
Ern1,93202.0,,
Psmb2,32084.0,,
Nbea,558506.0,protein_coding,chr3
Lcorl,160434.0,protein_coding,chr5
Gm27032,1115.0,lincRNA,chr2
Rps5,4396.0,protein_coding,chr7
Rce1,3050.0,protein_coding,chr19
1810030O07Rik,18789.0,,
Gabpb1,48895.0,,
Rrp15,28380.0,,
Acss1,50395.0,protein_coding,chr2
Ube2k,61755.0,,
Smarce1,21970.0,,
Mtmr7,83702.0,,
9130024F11Rik,78672.0,processed_transcript,chr1
Map3k3,70833.0,,
Wbp1,2515.0,,
Klhl2,110342.0,protein_coding,chr8
Med13l,204759.0,protein_coding,chr5
Brd2,10611.0,protein_coding,chr17
Rps15a,11816.0,protein_coding,chr7
Nus1,22636.0,,
Strip2,42669.0,protein_coding,chr6
Zbtb9,35209.0,,
Cdip1,39944.0,,
Nap1l4,35527.0,protein_coding,chr7
Bfar,31754.0,,
Pik3ip1,12570.0,,
Macrod2os1,56560.0,,
Pantr1,104060.0,lincRNA,chr1
B3galt2,13950.0,protein_coding,chr1
Stard9,102774.0,protein_coding,chr2
Commd2,7366.0,protein_coding,chr3
Brsk2,54496.0,protein_coding,chr7
Zswim4,26377.0,,
Cops8,10360.0,,
Ddx46,46229.0,,
Hspa12a,147904.0,protein_coding,chr19
Ctns,15446.0,protein_coding,chr11
9430015G10Rik,17283.0,,
Arsa,4949.0,,
Cul2,53389.0,,
Tmem86b,3382.0,,
Dnajb5,9611.0,,
Rpl3,14077.0,protein_coding,chr15
Slc16a11,3665.0,protein_coding,chr11
Srr,19589.0,protein_coding,chr11
Ywhag,26207.0,protein_coding,chr5
Qpctl,9589.0,protein_coding,chr7
Ncoa6,83238.0,,
Ss18l1,27692.0,,
Crtc2,9962.0,,
Ssbp1,13348.0,,
Raf1,58568.0,,
Pla2g4e,78923.0,protein_coding,chr2
Arl5a,26950.0,,
Stmn4,17384.0,,
Aldh2,27797.0,protein_coding,chr5
Rps8,2416.0,protein_coding,chr4
Ubap2,80831.0,,
Cap2,148433.0,,
Zdhhc13,38437.0,protein_coding,chr7
Erlec1,23561.0,,
Arl8a,9445.0,protein_coding,chr1
Ddx50,35323.0,protein_coding,chr10
Cxxc5,32291.0,protein_coding,chr18
Chchd2,6314.0,,
Gps1,4830.0,protein_coding,chr11
Pfn1,2794.0,protein_coding,chr11
Shc3,138378.0,protein_coding,chr13
Adam9,67316.0,,
Ak2,19571.0,,
Rnf214,43486.0,protein_coding,chr9
Arhgef18,63595.0,,
Fam49a,118826.0,protein_coding,chr12
Sema4d,108218.0,protein_coding,chr13
Usp25,103074.0,protein_coding,chr16
Ccnyl1,35189.0,,
Ube2m,3155.0,protein_coding,chr7
Snx4,48827.0,,
Fbxl12,26649.0,,
Snrpa1,15584.0,protein_coding,chr7
B4galt6,61805.0,protein_coding,chr18
Tmem128,9449.0,protein_coding,chr5
Hip1,138589.0,protein_coding,chr5
Atp5d,7186.0,protein_coding,chr10
Mpc1,14757.0,protein_coding,chr17
Cog4,35627.0,,
U2af2,17795.0,protein_coding,chr7
Fnbp1,115802.0,,
Nfatc3,71697.0,,
Bcl2,176096.0,protein_coding,chr1
Rbm27,66189.0,,
Gas8,17816.0,,
Naa35,50663.0,,
Prdm15,60383.0,,
Agrn,32198.0,,
Eprs,65316.0,,
Gsg1l,203991.0,protein_coding,chr7
Fam189b,6152.0,,
Pafah1b2,49831.0,protein_coding,chr9
Cdk2ap1,17665.0,protein_coding,chr5
Polr2h,4602.0,,
Slc35a3,43361.0,,
Slc16a10,108726.0,protein_coding,chr10
Nfu1,19225.0,,
Lgmn,45729.0,,
Drg2,14163.0,,
Zfp407,461698.0,,
Abcf2,12122.0,,
Pcgf1,2986.0,,
Gnb1l,67966.0,,
Cep19,8269.0,,
Cebpz,18060.0,,
Atp5j2,8364.0,protein_coding,chr5
4930578G10Rik,110703.0,,
Rbx1,10073.0,,
Cnnm4,37144.0,,
Adrb1,10914.0,,
Tm9sf2,52566.0,,
Pigs,14367.0,protein_coding,chr11
A730056A06Rik,61771.0,lincRNA,chr7
Rgl1,249591.0,protein_coding,chr1
Zmat1,37837.0,,
Ndufb8,6868.0,protein_coding,chr19
Rbbp4,28270.0,protein_coding,chr4
Cep162,65959.0,protein_coding,chr9
Gtpbp6,4222.0,,
Adamtsl1,914213.0,protein_coding,chr4
Wsb2,21297.0,protein_coding,chr5
Sf3b2,21523.0,protein_coding,chr19
Pitpnm2,131070.0,protein_coding,chr5
Lonp1,12590.0,protein_coding,chr17
Arhgef15,14325.0,,
Hax1,3334.0,,
Tgs1,41744.0,,
Wdhd1,35913.0,,
1700024B18Rik,28049.0,,
Ccnd1,9994.0,,
Lsm6,16275.0,,
Evi5l,44690.0,protein_coding,chr8
Sec11a,42891.0,protein_coding,chr7
Invs,152194.0,protein_coding,chr4
Ttc4,16688.0,protein_coding,chr4
Cops4,29494.0,,
Snapc3,49952.0,protein_coding,chr4
Ptpre,148812.0,protein_coding,chr7
Ctdsp2,21258.0,,
Hs2st1,140475.0,protein_coding,chr3
Cpeb1,108439.0,protein_coding,chr7
Ubxn7,61490.0,,
Pbrm1,102454.0,protein_coding,chr14
Sars2,11879.0,protein_coding,chr7
Ppp3r1,41112.0,,
Ppp2r5e,145364.0,protein_coding,chr12
Plcb1,689191.0,protein_coding,chr2
Trmu,18082.0,,
Slc25a32,21485.0,,
Cnih2,5653.0,,
Man1a2,123295.0,protein_coding,chr3
Chid1,46721.0,protein_coding,chr7
Map3k1,62565.0,,
Nr2c1,49188.0,,
Traf5,95354.0,,
Desi1,41339.0,,
Gm14827,4995.0,,
Abhd17a,6687.0,,
Rae1,15622.0,,
Mgat5b,68085.0,,
Pip4k2c,14518.0,protein_coding,chr10
Usp22,23270.0,protein_coding,chr11
Gclc,39950.0,,
Vps33a,44379.0,protein_coding,chr5
1700019D03Rik,97855.0,protein_coding,chr1
Thoc5,33547.0,protein_coding,chr11
Nrf1,105470.0,,
Brap,26693.0,protein_coding,chr5
9530059O14Rik,107097.0,lincRNA,chr9
Gpr26,27945.0,protein_coding,chr7
Gm9866,109683.0,lincRNA,chr12
Pik3r4,44679.0,,
Ttc39b,103955.0,protein_coding,chr4
Rps7,5099.0,,
Bap1,8494.0,protein_coding,chr14
Gm15577,16917.0,,
Trim2,146438.0,protein_coding,chr3
Nup188,57869.0,protein_coding,chr2
Amph,202716.0,protein_coding,chr13
Plekha5,173056.0,protein_coding,chr6
Stradb,22193.0,protein_coding,chr1
Pik3cd,53403.0,protein_coding,chr4
A930015D03Rik,43982.0,antisense,chr17
Usp29,236641.0,,
Map1s,11597.0,protein_coding,chr8
Mbnl1,156920.0,protein_coding,chr3
Ncoa7,174327.0,protein_coding,chr10
Mas1,27064.0,protein_coding,chr17
Slk,65568.0,,
Rsf1os1,46763.0,,
Rpl39,2882.0,,
Gm28375,128209.0,antisense,chr1
Tcof1,35216.0,protein_coding,chr18
2410018L13Rik,56287.0,lincRNA,chr12
Adcy5,150861.0,protein_coding,chr16
Cnnm2,118596.0,protein_coding,chr19
Golga1,49386.0,protein_coding,chr2
4930447C04Rik,59665.0,,
Cacna1b,159265.0,protein_coding,chr2
Ipo4,10557.0,,
Sp4,66507.0,,
Vdac1,28537.0,,
Zpr1,9579.0,,
Fbxo8,42849.0,protein_coding,chr8
Ilkap,24954.0,protein_coding,chr1
Tardbp,14637.0,protein_coding,chr4
Rpp21,2424.0,,
Ankle2,25647.0,protein_coding,chr5
Slitrk4,12111.0,protein_coding,chrX
Nadk,28623.0,protein_coding,chr4
Dcaf7,22452.0,protein_coding,chr11
Ntmt1,15207.0,protein_coding,chr2
Tmed4,4501.0,protein_coding,chr11
Nup205,70175.0,,
Med14,86704.0,,
Acbd4,10518.0,protein_coding,chr11
Dixdc1,76765.0,,
Snap47,44052.0,,
Rsph9,22181.0,protein_coding,chr17
Rnf215,5970.0,,
