chr,start,end,dmr_id,2mo,9mo,18mo,gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,old-young
chr1,180739005,180739129,chr1-180739005-180739129,0.45,0.26,0.15,chr1,180724043,180756204,ENSMUSG00000026499.5,+,Acbd3,protein_coding,-0.30000000000000004
chr1,181203308,181203317,chr1-181203308-181203317,0.51,0.35,0.27,chr1,181171228,181213552,ENSMUSG00000038733.9,-,Wdr26,protein_coding,-0.24
chr1,181403160,181403188,chr1-181403160-181403188,0.52,0.72,0.6,chr1,181350628,181462641,ENSMUSG00000026514.9,+,Cnih3,protein_coding,0.07999999999999996
chr1,181764206,181764319,chr1-181764206-181764319,0.68,0.56,0.43,chr1,181736988,181771674,ENSMUSG00000047369.10,+,Dnah14,protein_coding,-0.25000000000000006
chr1,181922238,181922439,chr1-181922238-181922439,0.72,0.58,0.44,chr1,181894384,182021990,ENSMUSG00000022995.12,-,Enah,protein_coding,-0.27999999999999997
chr1,182444825,182445001,chr1-182444825-182445001,0.73,0.58,0.51,chr1,182407172,182464432,ENSMUSG00000026510.10,+,Trp53bp2,protein_coding,-0.21999999999999997
chr1,182799607,182799676,chr1-182799607-182799676,0.74,0.59,0.52,chr1,182761860,182898591,ENSMUSG00000038576.11,+,Susd4,protein_coding,-0.21999999999999997
chr1,182856606,182856617,chr1-182856606-182856617,0.51,0.72,0.66,chr1,182761860,182898591,ENSMUSG00000038576.11,+,Susd4,protein_coding,0.15000000000000002
chr1,182953865,182953879,chr1-182953865-182953879,0.42,0.34,0.19,chr1,182952788,182978044,ENSMUSG00000079164.4,+,Tlr5,protein_coding,-0.22999999999999998
chr1,182972376,182972420,chr1-182972376-182972420,0.68,0.58,0.44,chr1,182952788,182978044,ENSMUSG00000079164.4,+,Tlr5,protein_coding,-0.24000000000000005
chr1,183086009,183086033,chr1-183086009-183086033,0.5,0.44,0.3,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.2
chr1,183086835,183086894,chr1-183086835-183086894,0.66,0.6,0.45,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.21000000000000002
chr1,183097426,183097511,chr1-183097426-183097511,0.47,0.32,0.23,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.23999999999999996
chr1,183117204,183117234,chr1-183117204-183117234,0.67,0.65,0.45,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.22000000000000003
chr1,183151537,183151576,chr1-183151537-183151576,0.8,0.69,0.58,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.22000000000000008
chr1,183183816,183183829,chr1-183183816-183183829,0.43,0.35,0.23,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.19999999999999998
chr1,183218447,183218665,chr1-183218447-183218665,0.63,0.39,0.31,chr1,183084266,183223522,ENSMUSG00000030768.8,-,Disp1,protein_coding,-0.32
chr1,183282238,183282404,chr1-183282238-183282404,0.6,0.48,0.37,chr1,183274352,183299269,ENSMUSG00000046836.9,-,Brox,protein_coding,-0.22999999999999998
chr1,183290022,183290154,chr1-183290022-183290154,0.84,0.71,0.62,chr1,183274352,183299269,ENSMUSG00000046836.9,-,Brox,protein_coding,-0.21999999999999997
chr1,183399161,183399208,chr1-183399161-183399208,0.78,0.96,0.98,chr1,183386981,183412198,ENSMUSG00000072258.6,+,Taf1a,protein_coding,0.19999999999999996
chr1,183410431,183410605,chr1-183410431-183410605,0.65,0.51,0.4,chr1,183386981,183412198,ENSMUSG00000072258.6,+,Taf1a,protein_coding,-0.25
chr1,183779237,183779342,chr1-183779237-183779342,0.05,0.25,0.15,chr1,183746977,183811746,ENSMUSG00000103305.1,+,RP23-352D14.1,lincRNA,0.09999999999999999
chr1,184857281,184857380,chr1-184857281-184857380,0.55,0.31,0.21,chr1,184856138,184860412,ENSMUSG00000088562.2,-,Gm23780,misc_RNA,-0.3400000000000001
chr1,185255336,185255370,chr1-185255336-185255370,0.74,0.6,0.52,chr1,185202117,185288759,ENSMUSG00000039318.8,+,Rab3gap2,protein_coding,-0.21999999999999997
chr1,185264026,185264069,chr1-185264026-185264069,0.73,0.59,0.48,chr1,185202117,185288759,ENSMUSG00000039318.8,+,Rab3gap2,protein_coding,-0.25
chr1,185354118,185354304,chr1-185354118-185354304,0.82,0.69,0.6,chr1,185330149,185359777,ENSMUSG00000026617.11,+,Bpnt1,protein_coding,-0.21999999999999997
chr1,186345695,186345858,chr1-186345695-186345858,0.67,0.44,0.33,chr1,186345315,186350425,ENSMUSG00000102217.1,+,RP23-258C20.1,TEC,-0.34
chr1,186516077,186516219,chr1-186516077-186516219,0.72,0.57,0.51,chr1,186509838,186560681,ENSMUSG00000103690.1,-,RP23-28F18.1,lincRNA,-0.20999999999999996
chr1,186676335,186676405,chr1-186676335-186676405,0.54,0.38,0.27,chr1,186674742,186678876,ENSMUSG00000089045.1,+,Gm26169,snoRNA,-0.27
chr1,186676335,186676405,chr1-186676335-186676405,0.54,0.38,0.27,chr1,186620792,186707989,ENSMUSG00000039239.10,-,Tgfb2,protein_coding,-0.27
chr1,186752894,186752949,chr1-186752894-186752949,0.74,0.54,0.46,chr1,186747396,186754921,ENSMUSG00000097784.1,+,A430105J06Rik,lincRNA,-0.27999999999999997
chr1,187226180,187226224,chr1-187226180-187226224,0.69,0.48,0.34,chr1,187213508,187353704,ENSMUSG00000039210.12,+,Gpatch2,protein_coding,-0.3499999999999999
chr1,187238463,187238657,chr1-187238463-187238657,0.56,0.46,0.35,chr1,187237193,187242357,ENSMUSG00000104196.1,+,RP23-306B14.2,TEC,-0.21000000000000008
chr1,187238463,187238657,chr1-187238463-187238657,0.56,0.46,0.35,chr1,187234457,187240718,ENSMUSG00000104394.1,+,RP23-306B14.3,TEC,-0.21000000000000008
chr1,187238463,187238657,chr1-187238463-187238657,0.56,0.46,0.35,chr1,187213508,187353704,ENSMUSG00000039210.12,+,Gpatch2,protein_coding,-0.21000000000000008
chr1,187270145,187270318,chr1-187270145-187270318,0.76,0.62,0.44,chr1,187213508,187353704,ENSMUSG00000039210.12,+,Gpatch2,protein_coding,-0.32
chr1,187270591,187270627,chr1-187270591-187270627,0.55,0.44,0.32,chr1,187213508,187353704,ENSMUSG00000039210.12,+,Gpatch2,protein_coding,-0.23000000000000004
chr1,187280301,187280358,chr1-187280301-187280358,0.5,0.36,0.26,chr1,187213508,187353704,ENSMUSG00000039210.12,+,Gpatch2,protein_coding,-0.24
chr1,187734859,187735011,chr1-187734859-187735011,0.44,0.64,0.58,chr1,187606791,188216885,ENSMUSG00000026610.9,+,Esrrg,protein_coding,0.13999999999999996
chr1,187910850,187910867,chr1-187910850-187910867,0.51,0.32,0.28,chr1,187606791,188216885,ENSMUSG00000026610.9,+,Esrrg,protein_coding,-0.22999999999999998
chr1,188088434,188088439,chr1-188088434-188088439,0.42,0.62,0.48,chr1,187606791,188216885,ENSMUSG00000026610.9,+,Esrrg,protein_coding,0.06
chr1,188088476,188088483,chr1-188088476-188088483,0.34,0.57,0.45,chr1,187606791,188216885,ENSMUSG00000026610.9,+,Esrrg,protein_coding,0.10999999999999999
chr1,188774643,188774683,chr1-188774643-188774683,0.76,0.6,0.47,chr1,188260023,188967041,ENSMUSG00000026609.11,+,Ush2a,protein_coding,-0.29000000000000004
chr1,188815328,188815378,chr1-188815328-188815378,0.38,0.6,0.53,chr1,188260023,188967041,ENSMUSG00000026609.11,+,Ush2a,protein_coding,0.15000000000000002
chr1,189314903,189315082,chr1-189314903-189315082,0.62,0.45,0.34,chr1,189205930,189404273,ENSMUSG00000037624.11,-,Kcnk2,protein_coding,-0.27999999999999997
chr1,189880407,189880433,chr1-189880407-189880433,0.52,0.39,0.31,chr1,189877935,189886652,ENSMUSG00000104435.1,+,RP24-288J3.2,antisense,-0.21000000000000002
chr1,189880407,189880433,chr1-189880407-189880433,0.52,0.39,0.31,chr1,189878492,189924363,ENSMUSG00000026603.9,-,Smyd2,protein_coding,-0.21000000000000002
chr1,190596233,190596293,chr1-190596233-190596293,0.55,0.33,0.24,chr1,190592326,190606548,ENSMUSG00000103963.1,+,RP24-511E9.1,lincRNA,-0.31000000000000005
chr1,190882946,190883071,chr1-190882946-190883071,0.74,0.57,0.52,chr1,190698202,190913770,ENSMUSG00000089872.6,-,Rps6kc1,protein_coding,-0.21999999999999997
chr1,191003305,191003321,chr1-191003305-191003321,0.31,0.5,0.52,chr1,190999425,191003851,ENSMUSG00000103964.1,-,RP23-399N18.1,processed_pseudogene,0.21000000000000002
chr1,191106071,191106174,chr1-191106071-191106174,0.35,0.24,0.15,chr1,191095847,191110945,ENSMUSG00000026630.5,+,Batf3,protein_coding,-0.19999999999999998
chr1,191162784,191162788,chr1-191162784-191162788,0.7,0.6,0.47,chr1,191160584,191166817,ENSMUSG00000091017.1,-,Fam71a,protein_coding,-0.22999999999999998
chr1,191213586,191213591,chr1-191213586-191213591,0.75,0.55,0.46,chr1,191168296,191220039,ENSMUSG00000026628.9,-,Atf3,protein_coding,-0.29
chr1,191213759,191213781,chr1-191213759-191213781,0.66,0.49,0.44,chr1,191168296,191220039,ENSMUSG00000026628.9,-,Atf3,protein_coding,-0.22000000000000003
chr1,191610335,191610425,chr1-191610335-191610425,0.52,0.37,0.29,chr1,191573636,191625688,ENSMUSG00000037461.6,+,Ints7,protein_coding,-0.23000000000000004
chr1,191610618,191610640,chr1-191610618-191610640,0.85,0.72,0.6,chr1,191573636,191625688,ENSMUSG00000037461.6,+,Ints7,protein_coding,-0.25
chr1,191623001,191623074,chr1-191623001-191623074,0.49,0.34,0.29,chr1,191573636,191625688,ENSMUSG00000037461.6,+,Ints7,protein_coding,-0.2
chr1,191833617,191833683,chr1-191833617-191833683,0.8,0.63,0.49,chr1,191819444,191835050,ENSMUSG00000026622.11,+,Nek2,protein_coding,-0.31000000000000005
chr1,192281694,192281706,chr1-192281694-192281706,0.73,0.54,0.48,chr1,192188774,192512159,ENSMUSG00000058248.8,+,Kcnh1,protein_coding,-0.25
chr1,192473385,192473396,chr1-192473385-192473396,0.57,0.44,0.3,chr1,192188774,192512159,ENSMUSG00000058248.8,+,Kcnh1,protein_coding,-0.26999999999999996
chr1,192525841,192525890,chr1-192525841-192525890,0.57,0.45,0.3,chr1,192494711,192773223,ENSMUSG00000037375.12,-,Hhat,protein_coding,-0.26999999999999996
chr1,192604435,192604445,chr1-192604435-192604445,0.7,0.61,0.48,chr1,192494711,192773223,ENSMUSG00000037375.12,-,Hhat,protein_coding,-0.21999999999999997
chr1,192967906,192967917,chr1-192967906-192967917,0.78,0.67,0.55,chr1,192889233,193037775,ENSMUSG00000016200.9,-,Syt14,protein_coding,-0.22999999999999998
chr1,193128300,193128489,chr1-193128300-193128489,0.46,0.29,0.24,chr1,193089104,193132272,ENSMUSG00000016181.5,-,Diexf,protein_coding,-0.22000000000000003
chr1,193130875,193130955,chr1-193130875-193130955,0.48,0.35,0.26,chr1,193089104,193132272,ENSMUSG00000016181.5,-,Diexf,protein_coding,-0.21999999999999997
chr1,193131087,193131141,chr1-193131087-193131141,0.67,0.58,0.46,chr1,193089104,193132272,ENSMUSG00000016181.5,-,Diexf,protein_coding,-0.21000000000000002
chr1,193333129,193333170,chr1-193333129-193333170,0.8,0.7,0.6,chr1,193205699,193345878,ENSMUSG00000026639.14,+,Lamb3,protein_coding,-0.20000000000000007
chr1,194655645,194655663,chr1-194655645-194655663,0.19,0.42,0.09,chr1,194616218,194818869,ENSMUSG00000026640.8,+,Plxna2,protein_coding,-0.1
chr1,194949481,194949551,chr1-194949481-194949551,0.43,0.3,0.19,chr1,194936819,194963279,ENSMUSG00000016494.5,+,Cd34,protein_coding,-0.24
chr10,3967329,3967343,chr10-3967329-3967343,0.77,0.57,0.39,chr10,3738364,3969303,ENSMUSG00000040624.13,+,Plekhg1,protein_coding,-0.38
chr10,4395461,4395637,chr10-4395461-4395637,0.41,0.25,0.19,chr10,4389587,4398424,ENSMUSG00000095123.1,+,Gm21781,lincRNA,-0.21999999999999997
chr10,4422655,4422702,chr10-4422655-4422702,0.7,0.53,0.43,chr10,4399915,4434388,ENSMUSG00000019763.7,-,Rmnd1,protein_coding,-0.26999999999999996
chr10,4422655,4422702,chr10-4422655-4422702,0.7,0.53,0.43,chr10,4407033,4425369,ENSMUSG00000085687.1,+,Gm16153,processed_transcript,-0.26999999999999996
chr10,5110829,5111010,chr10-5110829-5111010,0.69,0.55,0.45,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.23999999999999994
chr10,5182015,5182154,chr10-5182015-5182154,0.67,0.53,0.42,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.25000000000000006
chr10,5182898,5182953,chr10-5182898-5182953,0.63,0.55,0.43,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.2
chr10,5212686,5212738,chr10-5212686-5212738,0.5,0.29,0.17,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.32999999999999996
chr10,5288080,5288254,chr10-5288080-5288254,0.63,0.45,0.35,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.28
chr10,5289702,5289808,chr10-5289702-5289808,0.57,0.34,0.21,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.36
chr10,5499684,5499701,chr10-5499684-5499701,0.76,0.63,0.49,chr10,5018203,5552692,ENSMUSG00000096054.2,-,Syne1,protein_coding,-0.27
chr10,5846232,5846280,chr10-5846232-5846280,0.6,0.38,0.26,chr10,5823663,5924400,ENSMUSG00000019775.13,-,Rgs17,protein_coding,-0.33999999999999997
chr10,8366742,8366853,chr10-8366742-8366853,0.7,0.52,0.43,chr10,8202753,8520825,ENSMUSG00000047712.7,-,Ust,protein_coding,-0.26999999999999996
chr10,8434180,8434195,chr10-8434180-8434195,0.78,0.62,0.57,chr10,8202753,8520825,ENSMUSG00000047712.7,-,Ust,protein_coding,-0.21000000000000008
chr10,8779497,8779504,chr10-8779497-8779504,0.68,0.57,0.43,chr10,8720219,8888070,ENSMUSG00000015305.5,-,Sash1,protein_coding,-0.25000000000000006
chr10,8875382,8875527,chr10-8875382-8875527,0.88,0.68,0.63,chr10,8720219,8888070,ENSMUSG00000015305.5,-,Sash1,protein_coding,-0.25
chr10,9804962,9805011,chr10-9804962-9805011,0.39,0.19,0.16,chr10,9753547,9903079,ENSMUSG00000019790.12,-,Stxbp5,protein_coding,-0.23
chr10,10688541,10688603,chr10-10688541-10688603,0.68,0.55,0.48,chr10,10684059,11084356,ENSMUSG00000019828.9,-,Grm1,protein_coding,-0.20000000000000007
chr10,10740352,10740497,chr10-10740352-10740497,0.49,0.38,0.29,chr10,10684059,11084356,ENSMUSG00000019828.9,-,Grm1,protein_coding,-0.2
chr10,10930422,10930435,chr10-10930422-10930435,0.89,0.79,0.67,chr10,10684059,11084356,ENSMUSG00000019828.9,-,Grm1,protein_coding,-0.21999999999999997
chr10,10964849,10964861,chr10-10964849-10964861,0.61,0.5,0.41,chr10,10684059,11084356,ENSMUSG00000019828.9,-,Grm1,protein_coding,-0.2
chr10,16981800,16981902,chr10-16981800-16981902,0.4,0.3,0.18,chr10,16949294,17097782,ENSMUSG00000101969.1,-,Gm20125,lincRNA,-0.22000000000000003
chr10,17012655,17012688,chr10-17012655-17012688,0.7,0.56,0.42,chr10,16949294,17097782,ENSMUSG00000101969.1,-,Gm20125,lincRNA,-0.27999999999999997
chr10,17034885,17035205,chr10-17034885-17035205,0.64,0.49,0.41,chr10,16949294,17097782,ENSMUSG00000101969.1,-,Gm20125,lincRNA,-0.23000000000000004
chr10,18077061,18077306,chr10-18077061-18077306,0.78,0.67,0.56,chr10,18053861,18127155,ENSMUSG00000019854.12,+,Reps1,protein_coding,-0.21999999999999997
chr10,18101610,18101630,chr10-18101610-18101630,0.77,0.64,0.56,chr10,18053861,18127155,ENSMUSG00000019854.12,+,Reps1,protein_coding,-0.20999999999999996
chr10,18616695,18616699,chr10-18616695-18616699,0.12,0.33,0.18,chr10,18586011,18745758,ENSMUSG00000019852.6,-,D10Bwg1379e,protein_coding,0.06
chr10,20255793,20255837,chr10-20255793-20255837,0.49,0.32,0.25,chr10,20146471,20283589,ENSMUSG00000019996.12,+,Map7,protein_coding,-0.24
chr10,20278977,20279054,chr10-20278977-20279054,0.83,0.59,0.45,chr10,20146471,20283589,ENSMUSG00000019996.12,+,Map7,protein_coding,-0.37999999999999995
chr10,20628164,20628193,chr10-20628164-20628193,0.69,0.64,0.48,chr10,20623635,20631576,ENSMUSG00000091730.1,+,Gm17230,processed_pseudogene,-0.20999999999999996
chr10,20628164,20628193,chr10-20628164-20628193,0.69,0.64,0.48,chr10,20396004,20727078,ENSMUSG00000019990.10,-,Pde7b,protein_coding,-0.20999999999999996
chr10,21354001,21354147,chr10-21354001-21354147,0.64,0.5,0.37,chr10,21293979,21370889,ENSMUSG00000019977.11,+,Hbs1l,protein_coding,-0.27
chr10,21839460,21839495,chr10-21839460-21839495,0.59,0.46,0.35,chr10,21828499,21846851,ENSMUSG00000097107.1,-,Gm6846,lincRNA,-0.24
chr10,22697003,22697117,chr10-22697003-22697117,0.65,0.51,0.41,chr10,22643011,22706285,ENSMUSG00000037490.5,+,Slc2a12,protein_coding,-0.24000000000000005
chr10,22699103,22699195,chr10-22699103-22699195,0.67,0.44,0.34,chr10,22643011,22706285,ENSMUSG00000037490.5,+,Slc2a12,protein_coding,-0.33
chr10,24777558,24777613,chr10-24777558-24777613,0.81,0.69,0.57,chr10,24771814,24838195,ENSMUSG00000019989.7,-,Enpp3,protein_coding,-0.2400000000000001
chr10,24778867,24778952,chr10-24778867-24778952,0.57,0.43,0.34,chr10,24771814,24838195,ENSMUSG00000019989.7,-,Enpp3,protein_coding,-0.22999999999999993
chr10,24911415,24911653,chr10-24911415-24911653,0.64,0.48,0.4,chr10,24908664,24912733,ENSMUSG00000099181.1,+,Mir6905,miRNA,-0.24
chr10,24911415,24911653,chr10-24911415-24911653,0.64,0.48,0.4,chr10,24867986,24915681,ENSMUSG00000019984.12,+,Med23,protein_coding,-0.24
chr10,25437720,25437783,chr10-25437720-25437783,0.77,0.55,0.49,chr10,25357798,25525519,ENSMUSG00000019978.11,+,Epb4.1l2,protein_coding,-0.28
chr10,26275504,26275669,chr10-26275504-26275669,0.5,0.4,0.27,chr10,26272468,26377185,ENSMUSG00000039089.10,-,L3mbtl3,protein_coding,-0.22999999999999998
chr10,27384024,27384087,chr10-27384024-27384087,0.62,0.48,0.36,chr10,26978036,27621758,ENSMUSG00000019899.11,-,Lama2,protein_coding,-0.26
chr10,32038426,32038461,chr10-32038426-32038461,0.48,0.32,0.28,chr10,31687310,32892462,ENSMUSG00000069670.3,-,Nkain2,protein_coding,-0.19999999999999996
chr10,32448453,32448538,chr10-32448453-32448538,0.63,0.87,0.86,chr10,31687310,32892462,ENSMUSG00000069670.3,-,Nkain2,protein_coding,0.22999999999999998
chr10,33157764,33157816,chr10-33157764-33157816,0.57,0.31,0.28,chr10,33081483,33478709,ENSMUSG00000019787.8,+,Trdn,protein_coding,-0.2899999999999999
chr10,34001889,34002161,chr10-34001889-34002161,0.52,0.73,0.56,chr10,33994555,34021624,ENSMUSG00000019782.9,-,Rwdd1,protein_coding,0.040000000000000036
chr10,34013594,34013651,chr10-34013594-34013651,0.68,0.53,0.41,chr10,33994555,34021624,ENSMUSG00000019782.9,-,Rwdd1,protein_coding,-0.2700000000000001
chr10,39488333,39488342,chr10-39488333-39488342,0.21,0.41,0.31,chr10,39366855,39567381,ENSMUSG00000019843.10,+,Fyn,protein_coding,0.1
chr10,40080732,40080757,chr10-40080732-40080757,0.73,0.65,0.53,chr10,40031535,40144254,ENSMUSG00000019838.10,-,Slc16a10,protein_coding,-0.19999999999999996
chr10,40448629,40448998,chr10-40448629-40448998,0.66,0.49,0.41,chr10,40347308,40485818,ENSMUSG00000038481.8,+,Cdk19,protein_coding,-0.25000000000000006
chr10,40717649,40717681,chr10-40717649-40717681,0.63,0.53,0.4,chr10,40681282,40813083,ENSMUSG00000045555.3,+,Mettl24,protein_coding,-0.22999999999999998
chr10,40721862,40721997,chr10-40721862-40721997,0.77,0.66,0.55,chr10,40681282,40813083,ENSMUSG00000045555.3,+,Mettl24,protein_coding,-0.21999999999999997
chr10,40831352,40831363,chr10-40831352-40831363,0.69,0.37,0.26,chr10,40829626,40885143,ENSMUSG00000038446.7,-,Cdc40,protein_coding,-0.42999999999999994
chr10,41249159,41249263,chr10-41249159-41249263,0.84,0.68,0.57,chr10,41186172,41305241,ENSMUSG00000038417.3,-,Fig4,protein_coding,-0.27
chr10,41587373,41587428,chr10-41587373-41587428,0.7,0.52,0.43,chr10,41536846,41711300,ENSMUSG00000075225.7,-,Ccdc162,protein_coding,-0.26999999999999996
chr10,41623655,41623771,chr10-41623655-41623771,0.73,0.61,0.52,chr10,41621182,41649149,ENSMUSG00000100181.1,-,Gm29096,protein_coding,-0.20999999999999996
chr10,41623655,41623771,chr10-41623655-41623771,0.73,0.61,0.52,chr10,41536846,41711300,ENSMUSG00000075225.7,-,Ccdc162,protein_coding,-0.20999999999999996
chr10,41741865,41741930,chr10-41741865-41741930,0.45,0.28,0.21,chr10,41716840,41811871,ENSMUSG00000019813.11,-,Cep57l1,protein_coding,-0.24000000000000002
chr10,41760648,41760732,chr10-41760648-41760732,0.83,0.68,0.62,chr10,41716840,41811871,ENSMUSG00000019813.11,-,Cep57l1,protein_coding,-0.20999999999999996
chr10,41838087,41838098,chr10-41838087-41838098,0.54,0.42,0.29,chr10,41808574,41910424,ENSMUSG00000038332.8,+,Sesn1,protein_coding,-0.25000000000000006
chr10,41898173,41898221,chr10-41898173-41898221,0.61,0.37,0.28,chr10,41808574,41910424,ENSMUSG00000038332.8,+,Sesn1,protein_coding,-0.32999999999999996
chr10,41898333,41898424,chr10-41898333-41898424,0.73,0.49,0.4,chr10,41808574,41910424,ENSMUSG00000038332.8,+,Sesn1,protein_coding,-0.32999999999999996
chr10,41939464,41939491,chr10-41939464-41939491,0.84,0.76,0.6,chr10,41912990,42020442,ENSMUSG00000071324.7,-,Armc2,protein_coding,-0.24
chr10,41984309,41984549,chr10-41984309-41984549,0.79,0.64,0.5,chr10,41912990,42020442,ENSMUSG00000071324.7,-,Armc2,protein_coding,-0.29000000000000004
chr10,42263286,42263453,chr10-42263286-42263453,0.77,0.56,0.48,chr10,42179841,42278755,ENSMUSG00000048756.7,-,Foxo3,protein_coding,-0.29000000000000004
chr10,42266734,42266894,chr10-42266734-42266894,0.78,0.65,0.5,chr10,42179841,42278755,ENSMUSG00000048756.7,-,Foxo3,protein_coding,-0.28
chr10,42700640,42700856,chr10-42700640-42700856,0.55,0.69,0.76,chr10,42581822,42704459,ENSMUSG00000038280.8,+,Ostm1,protein_coding,0.20999999999999996
chr10,43058244,43058324,chr10-43058244-43058324,0.75,0.56,0.46,chr10,43000500,43176530,ENSMUSG00000038248.8,-,Sobp,protein_coding,-0.29
chr10,44500103,44500161,chr10-44500103-44500161,0.26,0.47,0.42,chr10,44435177,44530501,ENSMUSG00000038151.8,-,Prdm1,protein_coding,0.15999999999999998
chr10,49746667,49746732,chr10-49746667-49746732,0.77,0.64,0.52,chr10,49097460,49790766,ENSMUSG00000056073.10,-,Grik2,protein_coding,-0.25
chr10,53321294,53321449,chr10-53321294-53321449,0.63,0.52,0.41,chr10,53276081,53381851,ENSMUSG00000038594.8,-,Cep85l,protein_coding,-0.22000000000000003
chr10,53688058,53688132,chr10-53688058-53688132,0.71,0.59,0.45,chr10,53631145,53752909,ENSMUSG00000019856.9,-,Fam184a,protein_coding,-0.25999999999999995
chr10,53708983,53709025,chr10-53708983-53709025,0.79,0.64,0.57,chr10,53631145,53752909,ENSMUSG00000019856.9,-,Fam184a,protein_coding,-0.22000000000000008
chr10,53984715,53984749,chr10-53984715-53984749,0.67,0.88,0.9,chr10,53902788,54077796,ENSMUSG00000003746.11,-,Man1a,protein_coding,0.22999999999999998
chr10,58378822,58378866,chr10-58378822-58378866,0.42,0.24,0.19,chr10,58321466,58426691,ENSMUSG00000019920.13,+,Lims1,protein_coding,-0.22999999999999998
chr10,58392507,58392616,chr10-58392507-58392616,0.71,0.57,0.51,chr10,58321466,58426691,ENSMUSG00000019920.13,+,Lims1,protein_coding,-0.19999999999999996
chr10,58400410,58401033,chr10-58400410-58401033,0.81,0.67,0.56,chr10,58321466,58426691,ENSMUSG00000019920.13,+,Lims1,protein_coding,-0.25
chr10,59818560,59818710,chr10-59818560-59818710,0.78,0.64,0.51,chr10,59815666,59819797,ENSMUSG00000094824.1,-,Gm23803,snoRNA,-0.27
chr10,59818560,59818710,chr10-59818560-59818710,0.78,0.64,0.51,chr10,59700477,59866132,ENSMUSG00000020111.11,+,Micu1,protein_coding,-0.27
chr10,59841492,59841712,chr10-59841492-59841712,0.75,0.57,0.5,chr10,59700477,59866132,ENSMUSG00000020111.11,+,Micu1,protein_coding,-0.25
chr10,61497953,61498192,chr10-61497953-61498192,0.7,0.55,0.5,chr10,61473833,61584226,ENSMUSG00000037151.7,+,Lrrc20,protein_coding,-0.19999999999999996
chr10,61499767,61499782,chr10-61499767-61499782,0.69,0.59,0.46,chr10,61473833,61584226,ENSMUSG00000037151.7,+,Lrrc20,protein_coding,-0.22999999999999993
chr10,61661998,61662002,chr10-61661998-61662002,0.76,0.61,0.55,chr10,61646552,61676168,ENSMUSG00000020089.8,+,Ppa1,protein_coding,-0.20999999999999996
chr10,61663478,61663614,chr10-61663478-61663614,0.61,0.54,0.37,chr10,61646552,61676168,ENSMUSG00000020089.8,+,Ppa1,protein_coding,-0.24
chr10,61850604,61850756,chr10-61850604-61850756,0.66,0.54,0.39,chr10,61836236,61981108,ENSMUSG00000058806.10,-,Col13a1,protein_coding,-0.27
chr10,62115649,62115668,chr10-62115649-62115668,0.69,0.48,0.34,chr10,62105655,62145920,ENSMUSG00000020083.9,-,2010107G23Rik,protein_coding,-0.3499999999999999
chr10,62190860,62191038,chr10-62190860-62191038,0.65,0.51,0.38,chr10,62183396,62233218,ENSMUSG00000037031.9,-,Tspan15,protein_coding,-0.27
chr10,62191255,62191372,chr10-62191255-62191372,0.54,0.29,0.19,chr10,62183396,62233218,ENSMUSG00000037031.9,-,Tspan15,protein_coding,-0.35000000000000003
chr10,62208499,62208732,chr10-62208499-62208732,0.59,0.43,0.38,chr10,62183396,62233218,ENSMUSG00000037031.9,-,Tspan15,protein_coding,-0.20999999999999996
chr10,64023420,64023598,chr10-64023420-64023598,0.77,0.57,0.49,chr10,63428098,65005667,ENSMUSG00000060843.7,+,Ctnna3,protein_coding,-0.28
chr10,64023420,64023598,chr10-64023420-64023598,0.77,0.57,0.49,chr10,63926472,64092277,ENSMUSG00000042846.8,-,Lrrtm3,protein_coding,-0.28
chr10,64522347,64522398,chr10-64522347-64522398,0.77,0.62,0.56,chr10,63428098,65005667,ENSMUSG00000060843.7,+,Ctnna3,protein_coding,-0.20999999999999996
chr10,68485992,68485998,chr10-68485992-68485998,0.62,0.53,0.4,chr10,68428953,68543896,ENSMUSG00000019945.5,-,1700040L02Rik,protein_coding,-0.21999999999999997
chr10,68519408,68519423,chr10-68519408-68519423,0.77,1.0,0.84,chr10,68428953,68543896,ENSMUSG00000019945.5,-,1700040L02Rik,protein_coding,0.06999999999999995
chr10,68531276,68531302,chr10-68531276-68531302,0.41,0.61,0.54,chr10,68428953,68543896,ENSMUSG00000019945.5,-,1700040L02Rik,protein_coding,0.13000000000000006
