gene_name,gene_length,gene_type,gene_chr
Klhl32,238570.0,protein_coding,chr4
Etv6,234458.0,protein_coding,chr6
Rapgef6,176438.0,,
Cpne1,40123.0,,
Cyb5r4,55760.0,protein_coding,chr9
Slc35b2,3797.0,,
Prkd3,71411.0,,
Desi2,69884.0,,
Vldlr,37747.0,,
Osbpl1a,186527.0,,
Ppp1r13b,79653.0,,
Bcas3,472891.0,,
Cox5a,11152.0,,
Phkb,220417.0,,
Colec12,175049.0,protein_coding,chr18
Pde1c,499299.0,,
Tanc1,234107.0,protein_coding,chr2
Cep128,385917.0,,
Stk3,303425.0,,
Fxr1,50379.0,,
Peli2,160752.0,protein_coding,chr14
Galnt2,114333.0,,
Rapgef5,243258.0,,
Gdap2,44600.0,,
Slc7a14,107520.0,protein_coding,chr3
Creb5,413106.0,protein_coding,chr6
Cuta,5750.0,,
Stox2,266314.0,protein_coding,chr8
Gm26691,409973.0,,
Nr3c1,108876.0,,
Mpdz,164315.0,,
Rpl30,3135.0,,
Phldb1,48894.0,protein_coding,chr9
Tshz2,438803.0,protein_coding,chr2
Mical3,199292.0,protein_coding,chr6
Gucd1,166861.0,,
N4bp2l2,58176.0,,
Cfdp1,85800.0,protein_coding,chr8
Nek1,138151.0,,
Clic4,58845.0,,
Ythdf3,33825.0,,
Hebp1,60500.0,,
Lcorl,160434.0,protein_coding,chr5
Hsbp1,4434.0,,
Baz2a,37726.0,,
Ntsr2,6845.0,,
Hmg20a,78327.0,protein_coding,chr9
Cfap20,14620.0,,
St3gal3,202760.0,,
Zc3h6,51161.0,,
Wnk1,114703.0,,
Nt5c2,131836.0,,
Nwd1,71165.0,,
Cpne8,191950.0,protein_coding,chr15
Ccnd1,9994.0,protein_coding,chr7
Gm14399,12519.0,,
Dlc1,385392.0,protein_coding,chr8
Chic2,46786.0,,
Arhgef4,135121.0,protein_coding,chr1
Cntnap4,312674.0,,
Atraid,6311.0,,
Sparcl1,34622.0,protein_coding,chr5
Neu4,7883.0,protein_coding,chr1
Pgbd5,70609.0,protein_coding,chr8
Rps21,1068.0,,
Fth1,4500.0,,
Rps15,1661.0,,
Btrc,166279.0,protein_coding,chr19
Adcy1,115017.0,,
Ep300,66726.0,,
Hmgxb4,38622.0,,
Tnks2,59245.0,,
Map2k6,126400.0,protein_coding,chr11
Cyp27a1,24318.0,protein_coding,chr1
Calm2,13523.0,,
Rnf182,55235.0,,
Dph6,138548.0,,
Bcl9,94255.0,,
Ube2d1,30282.0,protein_coding,chr10
Mrpl1,57234.0,,
Lypd6b,161161.0,,
Tns1,214218.0,protein_coding,chr1
Dynll1,3889.0,,
Pcca,356776.0,,
Grm8,860059.0,protein_coding,chr6
Parp4,84175.0,,
Usp31,65232.0,,
Acaca,271979.0,,
Gas5,4117.0,,
Rimbp2,195695.0,protein_coding,chr5
Sec24d,98186.0,,
6030443J06Rik,257418.0,lincRNA,chr5
Atxn7,145862.0,,
Cd63,11833.0,protein_coding,chr10
Atxn2,105156.0,protein_coding,chr5
Mapk8,69260.0,,
Oaz1,2634.0,,
Gpr149,76063.0,protein_coding,chr3
B830012L14Rik,7001.0,,
Plek,81175.0,protein_coding,chr11
Gmcl1,41615.0,,
Vegfa,15376.0,,
Fam173a,2821.0,,
Sgk3,102738.0,protein_coding,chr1
Usp4,44692.0,,
Cyp7b1,171388.0,,
Stk32b,270346.0,protein_coding,chr5
Ctnnal1,54253.0,,
Zmat1,37837.0,,
Lrrc28,131858.0,,
Rpl17,4823.0,,
Ppp1r14b,2356.0,protein_coding,chr19
Plekha8,50728.0,,
Lrig2,115500.0,protein_coding,chr3
Comtd1,3122.0,,
Cast,116442.0,protein_coding,chr13
Cs,24745.0,,
Slc22a4,44967.0,protein_coding,chr11
Cdc27,47875.0,,
Gm21814,17566.0,,
Ppp2r5a,51297.0,,
Usp32,155719.0,,
Clasp1,223620.0,protein_coding,chr1
Ick,62915.0,protein_coding,chr9
Zfhx3,1018986.0,protein_coding,chr8
Hpcal1,101077.0,,
Slc22a15,68677.0,,
Mbp,110491.0,protein_coding,chr18
Pank1,72515.0,,
Slc6a11,118711.0,protein_coding,chr6
Rbbp6,36871.0,,
Enox2,278552.0,,
4930517O19Rik,32197.0,,
Lama2,639722.0,,
Ncoa7,174327.0,,
Fcho2,92046.0,,
Rpl10a,2562.0,,
Pdxdc1,69983.0,,
Kcnn2,417164.0,protein_coding,chr18
Gm11867,484493.0,,
Tatdn1,43583.0,,
A330076H08Rik,52221.0,,
Zfp2,17453.0,,
Parm1,109279.0,,
Hnrnpd,23003.0,,
Phf20,113486.0,,
Reps1,69294.0,,
Npdc1,10143.0,,
Sbf1,27075.0,,
Atad2b,130041.0,protein_coding,chr12
Car8,95679.0,protein_coding,chr4
Dst,400436.0,protein_coding,chr1
Hcfc2,46268.0,,
Tmod2,45704.0,,
Vkorc1,2554.0,,
Fam228b,29379.0,,
Mark2,66464.0,,
Slc12a6,97338.0,,
Fndc9,4341.0,,
Smox,34426.0,protein_coding,chr2
Pik3c2a,106184.0,,
Crebbp,132669.0,protein_coding,chr16
Ghr,265732.0,,
Xkr6,214306.0,,
Rusc2,45109.0,protein_coding,chr4
Cers5,38004.0,,
Chst11,210402.0,protein_coding,chr10
Dennd5b,113609.0,,
Cacna1g,65807.0,,
Rap1gap,65135.0,protein_coding,chr4
Sez6l,158034.0,,
Rb1,142149.0,,
Zdhhc23,14758.0,,
Cox16,126101.0,,
Afap1l1,56441.0,protein_coding,chr18
Tsc22d3,61131.0,,
Wdr41,46970.0,,
Mthfs,167037.0,,
Pam16,8524.0,,
Ubp1,46268.0,,
Cadps2,576648.0,,
Tiparp,27108.0,,
Actg1,2852.0,,
Gca,29824.0,,
Mpp5,91807.0,,
Dpf3,273971.0,protein_coding,chr12
Mettl15,188451.0,protein_coding,chr2
St8sia1,142907.0,protein_coding,chr6
March7,40789.0,,
Zfp609,135173.0,protein_coding,chr9
Senp7,141674.0,,
Prpf18,30055.0,,
Slc10a7,224657.0,,
Olig2,3220.0,protein_coding,chr16
Asrgl1,25768.0,,
Acbd5,47391.0,,
Rap1a,74069.0,,
Cdip1,39944.0,,
Pkn2,91102.0,,
Pcdh17,95439.0,protein_coding,chr14
Rnf19a,43214.0,,
Ndufs1,33237.0,,
Glis1,200470.0,protein_coding,chr4
Stat3,54442.0,,
Firre,79577.0,processed_transcript,chrX
Gpr176,96309.0,protein_coding,chr2
Mb21d2,103497.0,protein_coding,chr16
Ap2a1,29123.0,,
Cep70,57037.0,,
Srpk2,181353.0,,
Smap1,77471.0,,
Runx2,318810.0,protein_coding,chr17
Arhgap12,111671.0,protein_coding,chr18
Macrod1,141247.0,protein_coding,chr19
Mif,,,
AI480526,7943.0,lincRNA,chr5
Trdmt1,35654.0,,
Malt1,48129.0,,
Sppl3,87653.0,protein_coding,chr5
Emc4,5016.0,,
2900076A07Rik,7948.0,,
Pip5k1a,48400.0,,
Hs2st1,140475.0,protein_coding,chr3
Ppargc1a,113476.0,,
Grcc10,2191.0,,
Pdia6,18225.0,,
Slc9a7,186053.0,,
Myrf,32476.0,protein_coding,chr19
Bcl6,23800.0,protein_coding,chr16
Slc25a4,4487.0,,
Wnk2,111711.0,,
Gpr155,45066.0,,
Ldb2,327548.0,,
Tceal3,77536.0,,
Gpr137c,63008.0,,
Rab30,102932.0,protein_coding,chr7
March6,75162.0,,
Eef1a1,10702.0,,
Rad18,76836.0,,
Arid1b,353324.0,protein_coding,chr17
Zfp407,461698.0,protein_coding,chr18
Atf6,163097.0,,
Pcdhga6,134834.0,protein_coding,chr18
Zhx2,145167.0,protein_coding,chr15
Jakmip2,156366.0,protein_coding,chr18
Smurf2,100649.0,,
Ptpdc1,47792.0,,
Cox7c,2088.0,,
Fip1l1,63351.0,,
Rps19,5435.0,,
Rgl1,249591.0,protein_coding,chr1
Ubr1,110446.0,,
Plekhh2,110243.0,,
Rpl32,3242.0,,
Mbnl1,156920.0,protein_coding,chr3
Tfcp2,53996.0,,
Prpf40a,56580.0,,
Pcx,111280.0,,
Fbxo11,74432.0,,
Pmp22,30565.0,protein_coding,chr11
Atp5o,124528.5,protein_coding,chr16
Sec11c,17169.0,,
Cit,163669.0,protein_coding,chr5
Ubr2,82261.0,,
Lonp2,99830.0,,
Marcks,5545.0,,
Nckap1,80868.0,,
Usp37,108773.0,,
Cnr1,24238.0,protein_coding,chr4
Dcun1d1,45340.0,,
Scn8a,176080.0,protein_coding,chr15
Hibch,76057.0,,
Pdss2,243396.0,,
Cisd2,17513.0,,
Nr1d2,35073.0,,
Akap7,138780.0,protein_coding,chr10
Glce,65407.0,,
Osbpl10,253656.0,,
D130040H23Rik,43127.0,,
Pola1,327388.0,,
Bin1,58507.0,,
Dym,268183.0,,
Rps7,5099.0,,
Smoc1,159606.0,protein_coding,chr12
Sema5a,451531.0,protein_coding,chr15
Lrp12,73405.0,protein_coding,chr15
Stau1,48750.0,,
Tpm1,26816.0,protein_coding,chr9
Tsc22d2,52068.0,,
Apbb1ip,101559.0,,
Pak7,306863.0,protein_coding,chr2
Cep104,33538.0,,
Sfxn5,120373.0,protein_coding,chr6
Yif1b,9268.0,,
Ola1,126123.0,,
Tmem132c,323985.0,protein_coding,chr5
Reep1,103149.0,protein_coding,chr6
Rnf220,225589.0,protein_coding,chr4
Slc38a2,12338.0,,
Atg2b,69075.0,protein_coding,chr12
Dab2,140924.0,protein_coding,chr15
Galnt11,44014.0,,
Atp5j,7759.0,,
Kcnb1,94186.0,protein_coding,chr2
Rpl37,2495.0,protein_coding,chr15
Ago2,89091.0,protein_coding,chr15
Acadl,32438.0,protein_coding,chr1
Chmp2a,2797.0,,
Pdcd6ip,56515.0,,
Cherp,14737.0,protein_coding,chr8
Zmym3,16465.0,,
Tango6,168371.0,protein_coding,chr8
Fbxl5,77023.0,,
Ubap2l,52488.0,,
Zfp438,124778.0,,
Zfp423,297785.0,protein_coding,chr8
Pxdn,80050.0,,
Mtm1,104924.0,,
Gmps,46473.0,protein_coding,chr3
Cul3,75557.0,,
8030462N17Rik,82989.0,protein_coding,chr18
Mlxip,63134.0,,
Gpc6,1051229.0,protein_coding,chr14
Wdfy2,123831.0,,
Evi5,130312.0,protein_coding,chr5
Itm2c,14394.0,protein_coding,chr1
Mrfap1,1905.0,,
Unc50,8985.0,,
Parp6,33001.0,,
Smchd1,130854.0,,
Rmdn2,81329.0,,
Hsp90b1,15300.0,,
Rnf20,24881.0,,
Btbd10,53766.0,,
Sec63,71018.0,,
Tmem164,162088.0,,
Chtop,10542.0,,
Rims3,41763.0,,
March3,163832.0,,
9430041J12Rik,46603.0,,
Gramd3,103455.0,,
Scai,124520.0,,
Uimc1,72420.0,,
Slc2a13,305565.0,protein_coding,chr15
Tbc1d12,83344.0,,
Baz2b,310476.0,,
Atp13a5,146881.0,,
Lars2,95739.0,,
Rnf121,46332.0,,
Aftph,56505.0,,
Acer3,114819.0,,
H2afz,2435.0,,
Heatr5a,95450.0,,
Hspa8,9103.0,,
Sos1,86702.0,,
Dera,102794.0,,
Ccnl1,12098.0,protein_coding,chr3
Depdc5,130535.0,,
Camk2g,59213.0,,
Vps41,149525.0,protein_coding,chr13
Chsy1,64283.0,protein_coding,chr7
Maoa,68120.0,,
Myo10,191148.0,,
Leng8,11138.0,,
Ttyh1,17300.0,,
Slmap,121763.0,,
Clcn5,165548.0,protein_coding,chrX
Myef2,39033.0,protein_coding,chr2
Ppp6r3,120821.0,,
Psmd11,44633.0,,
Cep85l,106504.0,,
Dtx4,35116.0,,
Anapc1,77287.0,,
Zmynd11,80497.0,,
Scrn1,65316.0,protein_coding,chr6
Plcxd3,200062.0,,
Srr,19589.0,,
Cep83,102199.0,,
Flrt1,13728.0,,
Yap1,72597.0,protein_coding,chr9
Smarcal1,49883.0,,
Mast3,26937.0,,
Tgfbr3l,3209.0,,
Mgat4a,101676.0,,
Inhba,19770.0,protein_coding,chr13
Nkain4,19927.0,,
Lonrf3,33988.0,,
Snrpn,157724.0,,
Cdc123,50870.0,protein_coding,chr2
Smc4,29885.0,protein_coding,chr3
Gm15155,721146.0,,
Cfl2,4068.0,protein_coding,chr12
Glud1,34538.0,,
Fkbp15,60206.0,protein_coding,chr4
Tcf7l2,191834.0,protein_coding,chr19
Rpl36al,1352.0,protein_coding,chr12
Ssbp1,13348.0,,
Rarb,388317.0,,
Magi3,207115.0,protein_coding,chr3
Nubpl,215007.0,,
1700112D23Rik,78441.0,,
Amph,202716.0,,
Usp3,78505.0,,
Atp1a1,28465.0,,
Wipi2,42890.0,,
Bmp2k,94178.0,,
Timmdc1,24316.0,,
Lhfp,220151.0,protein_coding,chr3
Slc30a9,51488.0,,
Sulf2,82574.0,protein_coding,chr2
Acot9,35211.0,,
Gng7,66321.0,,
Acyp2,143596.0,,
Rasa3,110655.0,protein_coding,chr8
Tom1l2,126191.0,,
Ppm1b,67250.0,,
Gm12216,75838.0,,
Angptl1,22516.0,,
Mbd2,57942.0,,
Mbip,17591.0,protein_coding,chr12
Gatm,16836.0,,
Nsg1,22715.0,,
Tax1bp1,53051.0,,
Nup98,90778.0,,
Dtd1,168861.0,,
Slain1,54679.0,,
Smarcc2,31234.0,,
Trp53bp2,53260.0,,
Arglu1,25446.0,,
Arid4b,136371.0,,
Rnf213,94318.0,,
Kcnd3,221672.0,protein_coding,chr3
Thada,276129.0,protein_coding,chr17
Gm11266,39276.0,antisense,chr4
Psmd14,88682.0,,
Kdm4d,37934.0,,
Bin3,38101.0,,
Rph3a,69593.0,,
Tbcd,165215.0,,
Jpx,72140.0,,
Sugct,838081.0,protein_coding,chr13
Lrch1,193201.0,protein_coding,chr14
Specc1l,100670.0,,
Usp16,28814.0,protein_coding,chr16
Sf1,14340.0,,
Tbck,157544.0,,
Gatad2b,70229.0,,
Wdr13,9591.0,,
Hapln2,5833.0,,
Atxn7l1,225492.0,protein_coding,chr12
Mier1,51364.0,,
Trf,26443.0,,
Praf2,2625.0,,
Lima1,96986.0,protein_coding,chr15
Agrn,32198.0,,
Slc23a2,92612.0,,
Gpr37,24851.0,,
9330182L06Rik,215707.0,,
Fa2h,48689.0,,
Cab39l,144792.0,,
Sema6a,133272.0,protein_coding,chr18
Sec62,28388.0,,
Vti1a,311014.0,protein_coding,chr19
Tmem9b,17041.0,,
Dennd4c,102048.0,,
Erp29,23916.0,,
Tmem170b,35448.0,protein_coding,chr13
Rnf38,107579.0,,
Dennd6a,60466.0,,
4930599N23Rik,29839.0,,
Tasp1,233325.0,protein_coding,chr2
Ubc,4237.0,,
Chga,10059.0,,
Nipal2,106413.0,,
Rasa1,74350.0,,
Tmc7,48895.0,,
Smad2,69383.0,,
Clstn1,62431.0,protein_coding,chr4
Pja2,50911.0,protein_coding,chr17
Tox3,101303.0,protein_coding,chr8
Nktr,37674.0,,
Peli1,59032.0,protein_coding,chr11
Dbt,36911.0,,
Gtf2a1,35225.0,,
Degs1,7032.0,,
Akap17b,37081.0,,
Klhl2,110342.0,,
Plec,61600.0,protein_coding,chr15
1810013L24Rik,28822.0,,
Tnfrsf21,72634.0,protein_coding,chr17
Kat2b,105859.0,protein_coding,chr17
Ptp4a2,38784.0,,
Mrps26,4953.0,,
Znrf2,76584.0,,
Nmd3,34388.0,,
Senp5,43615.0,,
Suclg2,245791.0,protein_coding,chr6
Rras2,70999.0,,
Abhd5,29916.0,,
Zfp945,20437.0,,
Agmo,340561.0,protein_coding,chr12
Nip7,4054.0,,
Snx27,85172.0,,
Gm2115,54577.0,lincRNA,chr7
Npepps,74796.0,,
A230072C01Rik,25053.0,,
Golgb1,57945.0,,
Polr2f,10765.0,,
Col11a1,190178.0,protein_coding,chr3
Map3k13,139093.0,,
Mog,12655.0,,
Adcy3,80422.0,,
Prdm2,105604.0,,
Lrch2,83706.0,,
Kdm5a,80450.0,,
Gigyf1,9387.0,,
Slc30a7,68433.0,,
Atp6v1f,2794.0,,
Fancl,85741.0,protein_coding,chr11
Agk,71590.0,,
Wdr11,43875.0,,
Mgat5,283321.0,,
Bex2,1672.0,,
Gm12089,2269.0,,
Clk4,20036.0,,
Kctd1,182761.0,protein_coding,chr18
Rbms1,212999.0,,
Cyp2j6,37523.0,protein_coding,chr4
Gm16168,72950.0,antisense,chr17
Cycs,3975.0,,
Gpbp1l1,36224.0,,
Frmd4b,330674.0,protein_coding,chr6
Vps13c,155242.0,,
Rpl31,4069.0,,
Cipc,18319.0,,
Stxbp4,161592.0,,
Elfn2,51440.0,protein_coding,chr15
Arid2,117474.0,,
Arhgap17,90697.0,protein_coding,chr7
Rsrp1,4079.0,protein_coding,chr4
Rbpj,191210.0,,
Kdm3a,44018.0,,
Uvrag,256120.0,,
Dhrs7,14556.0,,
Pxylp1,69333.0,,
Lamp1,16177.0,,
Elovl7,71279.0,,
Kras,33540.0,,
Gm4221,89149.0,lincRNA,chr18
Ppig,31467.0,,
Zfp74,23274.0,,
Ctnnbl1,154213.0,protein_coding,chr2
Lnpep,103640.0,,
Cox5b,2232.0,,
Secisbp2l,45884.0,protein_coding,chr2
Slc20a2,92824.0,protein_coding,chr8
Ttc5,20104.0,,
Strn,87283.0,,
Bcap31,29997.0,,
Rgs9,72774.0,,
Jakmip1,62980.5,protein_coding,chr5
Ttc4,16688.0,,
Ppm1l,243941.0,protein_coding,chr3
Rpl7,3367.0,protein_coding,chr1
Tfg,27118.0,,
Sox11,8310.0,protein_coding,chr12
Pcdhb16,5224.0,,
Pdk1,30634.0,protein_coding,chr2
4833420G17Rik,23352.0,,
Rab5b,19089.0,,
Gng12,124953.0,protein_coding,chr6
Spats2,87299.0,,
Sfi1,61613.0,,
Sdc3,33782.0,protein_coding,chr4
Wwc1,142127.0,protein_coding,chr11
Abcb7,133199.0,protein_coding,chrX
Nrn1,9770.0,,
Kcna2,13859.0,,
Ccdc66,27370.0,,
Uchl3,42158.0,,
Tmem80,9417.0,,
Stat1,42425.0,,
Vopp1,97352.0,,
Tle2,16284.0,,
Atg16l2,39217.0,,
Rnf169,60194.0,,
Aco2,42824.0,protein_coding,chr15
Tank,75586.0,,
Rpn1,20822.0,,
Dancr,2346.0,,
Impad1,30871.0,,
Rpl35a,3736.0,,
Rbm12b1,6467.0,,
Nars2,113253.0,,
Adamtsl3,278756.0,protein_coding,chr7
Crlf3,34498.0,,
Rpl27,3231.0,,
Eps15l1,80461.0,,
Inf2,26773.0,protein_coding,chr12
Foxo3,94914.0,,
Mt3,1539.0,,
Serbp1,59560.0,,
Paip1,29617.0,,
Ube3c,106850.0,,
Mlec,15198.0,,
Dync1li2,25367.0,,
Ap3b2,33526.0,,
1110019D14Rik,172859.0,,
E2f3,79488.0,protein_coding,chr13
Adra1a,135917.0,,
Rpl37a,2523.0,,
Fbxl3,19327.0,,
Mtmr10,53153.0,protein_coding,chr7
Wars2,98118.0,,
Hmgcr,21969.0,,
Uqcrh,8106.0,,
Cadm4,22516.0,,
Fam184b,109909.0,protein_coding,chr5
Mrpl53,,,
Pabpc4,36574.0,,
Tpr,57097.0,,
D3Ertd751e,60709.0,,
Sox8,4794.0,protein_coding,chr17
Arhgef6,107244.0,protein_coding,chrX
Smpd3,85440.0,,
Ccdc43,13096.0,,
0610040J01Rik,87262.0,protein_coding,chr5
Chrna7,113877.0,,
Arhgap23,86869.0,protein_coding,chr11
Insc,106689.0,,
Prex2,310216.0,,
Styx,71727.0,,
Zfp948,21691.0,protein_coding,chr17
Mob4,23668.0,,
Rrp1,12659.0,,
Mapk4,136873.0,protein_coding,chr18
Eya3,85778.0,,
Sipa1l3,198269.0,protein_coding,chr7
Myo16,480831.0,protein_coding,chr8
Opalin,15403.0,,
Nol10,81637.0,,
Fam117b,72340.0,,
Zcwpw2,164259.0,,
Snx13,100293.0,,
Tcaim,30795.0,,
Taf1a,21217.0,,
Khnyn,13828.0,protein_coding,chr14
Upf2,105234.0,,
March5,14608.0,,
Ctif,266330.0,protein_coding,chr18
Prkdc,204369.0,,
Syt6,70338.0,protein_coding,chr3
Ptgds,3337.0,,
Mapkapk2,44126.0,protein_coding,chr1
Nkain1,42571.0,,
Ercc6l2,85062.0,,
Nkd1,73530.0,protein_coding,chr8
Dlg5,111967.0,,
Hibadh,94161.0,,
Tgfbr1,61709.0,,
Sh3bgrl3,1383.0,,
Col9a3,24399.0,protein_coding,chr2
Hipk3,67965.0,protein_coding,chr2
Ndufb11,2293.0,,
Sfxn4,24202.0,,
Atp5c1,24494.0,,
Uhrf2,63209.0,,
Marf1,54178.0,,
Ndufaf7,10916.0,,
Fam118a,33882.0,protein_coding,chr15
Fbxo8,42849.0,,
Atp6v1a,54303.0,,
Bbx,240546.0,,
Ccdc107,3021.0,,
Atg4c,65853.0,protein_coding,chr4
Uchl1,11143.0,,
Sypl,25969.0,,
Chd4,34610.0,,
Rps28,5535.0,,
Etfb,13717.0,,
Ttll7,131642.0,,
Zfp943,108616.0,,
Cpne7,17808.0,,
Ctnna1,135920.0,protein_coding,chr18
Arsg,99956.0,,
Slc4a4,352835.0,protein_coding,chr5
Rps13,2690.0,,
Lyst,188406.0,protein_coding,chr13
Kdm7a,70166.0,,
Crem,71700.0,,
Nolc1,9667.0,,
Ide,69109.0,protein_coding,chr19
Arhgap42,244772.0,,
1700109H08Rik,12790.0,,
Med27,177974.0,protein_coding,chr2
Kctd3,36746.0,,
Prdm5,158022.0,protein_coding,chr6
Rgma,44390.0,,
Atp5g2,9488.0,,
Ppp4r1,59353.0,,
C2cd2l,11048.0,,
Hnrnpm,40627.0,,
Akap8,17566.0,,
Atr,94184.0,,
Polr1c,4134.0,,
Strada,38838.0,,
Trmt13,33494.0,protein_coding,chr3
Rpl23,4910.0,,
Snx12,124777.0,,
Ikzf2,156031.0,protein_coding,chr1
Fermt2,71323.0,protein_coding,chr14
Lsm7,2388.0,,
Eri1,30943.0,,
Nup88,26915.0,,
Ppp1r12b,201284.0,,
Mxi1,65292.0,protein_coding,chr19
Nr2f1,10784.0,protein_coding,chr13
Hapln1,71856.0,protein_coding,chr13
Gm16351,57763.0,,
5031439G07Rik,44615.0,,
Mpped2,175087.0,protein_coding,chr2
Fnbp1l,80996.0,protein_coding,chr3
Naa38,1193.0,protein_coding,chr11
Gm14636,10260.0,,
Mrps21,8885.0,,
Tab3,60447.0,protein_coding,chrX
Gabpb1,48895.0,,
Myh10,125073.0,protein_coding,chr11
Rpl10,2323.0,,
Nt5c,1442.0,,
Gon4l,74872.0,,
Thrap3,38678.0,,
Syn1,60493.0,,
Mettl3,10287.0,,
Ptpn9,67884.0,,
Ssr4,3802.0,,
Mcph1,208058.0,,
Rnf19b,27615.0,,
Stmn1,5523.0,,
Map2k1,67861.0,protein_coding,chr9
Sepsecs,29621.0,,
Agtpbp1,139485.0,,
Mfap3l,43902.0,,
Mrps6,53957.0,,
Lrrfip2,108076.0,,
N6amt1,14557.0,,
Smc3,45435.0,,
Sft2d3,2726.0,,
Naa16,65509.0,,
Eya4,247823.0,protein_coding,chr10
Jam3,58037.0,,
Adam10,101232.0,,
Nudcd3,94724.0,,
Pate2,120034.0,,
Rassf2,40843.0,,
Eef1b2,3661.0,,
Pkd2,46369.0,,
Pde2a,91136.0,,
Trpm7,84665.0,,
Dmxl2,136468.0,,
Fdx1,20250.0,,
Tmtc3,43448.0,,
Gstcd,110281.0,protein_coding,chr3
Plekhm3,170841.0,,
Vsnl1,111371.0,protein_coding,chr12
Cers6,252841.0,,
Sar1a,12998.0,,
Arpc2,32125.0,,
Rgs3,144154.0,protein_coding,chr4
Prox1,52679.0,,
Rps20,4331.0,,
Rab9,22614.0,,
Snrpb,7989.0,,
Sgsm2,47799.0,,
Gm15396,10656.0,,
Stim1,169513.0,,
Tab2,50577.0,,
Ckap4,7757.0,,
Dcaf8,48921.0,,
Mpp6,88698.0,protein_coding,chr6
Hira,93272.0,,
Cdk6,189523.0,protein_coding,chr5
Zfp472,13419.0,,
Gpalpp1,24524.0,,
Zfand4,66080.0,,
Ndel1,50424.0,,
Tceanc2,44961.0,,
Slc25a47,20769.0,,
Cox15,19746.0,,
9530077C05Rik,33168.0,,
Adam17,50123.0,,
Zfp738,28386.0,,
Ppp2ca,29097.0,,
Lrrc8d,132467.0,,
Cttnbp2nl,51231.0,protein_coding,chr3
Vmp1,99971.0,,
Ubn1,36232.0,,
Abhd14b,5464.0,protein_coding,chr9
Rtn4ip1,55394.0,,
Ap1s2,24649.0,protein_coding,chrX
Fan1,27337.0,,
Heatr1,45262.0,,
Rfesd,17184.0,,
Pds5a,92552.0,,
Psmc3,12360.0,protein_coding,chr2
Serinc1,16756.0,,
Gfpt1,49351.0,,
Adam12,348947.0,protein_coding,chr7
Gm7854,83669.0,lincRNA,chr5
Slc35f3,256983.0,,
Otud4,38106.0,,
Mrps11,9870.0,,
Boc,73848.0,,
Zfp715,17097.0,,
Parl,22569.0,,
Csnk2a2,43943.0,,
Uckl1,15743.0,,
Adamts2,205489.0,protein_coding,chr11
Invs,152194.0,protein_coding,chr4
Rnf138,26883.0,,
Rpl26,5406.0,,
Rps4x,4453.0,,
Zfp330,10553.0,,
Smc5,67446.0,,
Pdlim5,156106.0,,
Rftn1,198417.0,protein_coding,chr17
Ndufb4,7283.0,,
Tubb4a,7716.0,,
Atg4a,207363.0,,
Tsc1,49939.0,,
Dpy19l1,91364.0,,
Nagk,9036.0,,
Mamld1,105800.0,protein_coding,chrX
Fads6,18041.0,,
Ptma,3986.0,,
Cpd,68594.0,protein_coding,chr11
Focad,316382.0,protein_coding,chr4
Olfm2,78659.0,protein_coding,chr9
Hipk1,51748.0,,
Ivd,20955.0,,
Cpsf7,22387.0,,
Gtf2f2,113928.0,protein_coding,chr14
Luc7l3,34098.0,,
Csgalnact2,31688.0,,
Emc7,17165.0,,
Zfp395,40541.0,,
Tiam1,356658.0,protein_coding,chr16
Ndufs7,7673.0,,
Shroom2,159956.0,,
2600014E21Rik,178977.0,,
Psmb5,3903.0,,
Gm14966,8237.0,,
Pdgfc,177624.0,,
Efr3a,86782.0,protein_coding,chr15
Bmper,262124.0,,
Uprt,24672.0,,
Wwc2,166965.0,protein_coding,chr8
Lpar1,118643.0,,
Ngdn,8683.0,,
Nemf,46643.0,,
Slc12a2,68143.0,,
Hdlbp,72875.0,protein_coding,chr1
Fam102b,56610.0,,
Ptchd4,189130.0,,
Fuom,5671.0,,
Cdh11,153547.0,,
Sumf1,78554.0,,
0610010F05Rik,68678.0,,
Cp,52091.0,,
Lmo4,16690.0,,
Mipol1,266772.0,,
Smarca5,40990.0,protein_coding,chr8
Ppp1r8,16240.0,,
Zfp68,16109.0,,
Atp5j2,8364.0,,
Nln,86557.0,,
Snx3,33351.0,,
Polr3b,104886.0,protein_coding,chr10
Atf4,2357.0,,
Slc38a6,67270.0,,
Oma1,58056.0,,
Nlgn2,14662.0,protein_coding,chr11
Mtmr2,58071.0,,
Svil,198759.0,protein_coding,chr18
Bud31,7716.0,,
Brd1,47199.0,,
Pgrmc2,16720.0,,
Clasrp,23451.0,,
Tacc1,102036.0,,
Rerg,115672.0,,
Yeats2,91510.0,,
Arfgef2,92464.0,,
Arnt,62852.0,,
Mfsd2a,14338.0,protein_coding,chr4
Lekr1,165127.0,protein_coding,chr3
Golga3,49769.0,,
Enpp2,113991.0,protein_coding,chr15
Zdhhc20,57573.0,,
Tsn,16961.0,,
Fam120b,37381.0,,
Prrg1,134283.0,,
Eif3d,11815.0,,
Psmd1,74764.0,,
Ndufa3,2954.0,,
Accs,16476.0,,
Rpl9,3080.0,,
1600010M07Rik,152826.0,lincRNA,chr7
Rimklb,51465.0,,
Rps18,4002.0,,
Cyc1,2737.0,,
Zfp606,17942.0,,
1500011B03Rik,15272.0,,
Hsp90ab1,5496.0,,
Pot1a,65509.0,protein_coding,chr6
Zpbp,182782.0,,
Zfp672,15225.0,protein_coding,chr11
