chr,start,end,log2(old/young),gene_chr,gene_start,gene_end,gene_id,gene_strand,gene_name,gene_type,2mo,9mo,18mo
chr6,124756538,124757039,0.2688998240557404,chr6,124735189,124760021,ENSMUSG00000107478.1,-,Gm45234,protein_coding,19.3028867782117,23.0779541700647,23.2705510279142
chr6,124756538,124757039,0.2688998240557404,chr6,124738544,124760524,ENSMUSG00000004263.15,-,Atn1,protein_coding,19.3028867782117,23.0779541700647,23.2705510279142
chr6,124756538,124757039,0.2688998240557404,chr6,124756053,124773673,ENSMUSG00000004267.16,-,Eno2,protein_coding,19.3028867782117,23.0779541700647,23.2705510279142
chr14,55603838,55604339,0.4975129046776531,chr14,55587708,55607693,ENSMUSG00000047098.18,+,Rnf31,protein_coding,5.66582080967924,7.45666593810012,8.00390751584309
chr14,55603838,55604339,0.4975129046776531,chr14,55599571,55614030,ENSMUSG00000002325.15,+,Irf9,protein_coding,5.66582080967924,7.45666593810012,8.00390751584309
chr11,73047545,73048046,0.2592714286903735,chr11,73043783,73093317,ENSMUSG00000020783.14,+,Ncbp3,protein_coding,26.5046228676233,30.8014378301865,31.7400185435155
chr17,66448997,66449498,0.3638691511710634,chr17,66332982,66453750,ENSMUSG00000052105.17,-,Mtcl1,protein_coding,9.04793728424133,10.9288538940093,11.6501734339494
chr17,66448997,66449498,0.3638691511710634,chr17,66445854,66456599,ENSMUSG00000117003.1,+,Gm49937,lncRNA,9.04793728424133,10.9288538940093,11.6501734339494
chr7,130380674,130381175,0.4723987574645775,chr7,130158451,133127350,ENSMUSG00000030849.18,-,Fgfr2,protein_coding,5.78683231656724,7.73415636900271,8.03370335582762
chr16,16146609,16147110,0.2721095603438176,chr16,15885224,16150851,ENSMUSG00000041974.10,-,Spidr,protein_coding,16.0386789513866,17.0763342093896,19.3784694299356
chr18,10706513,10707014,0.2576382924766228,chr18,10638092,10710771,ENSMUSG00000002475.16,-,Abhd3,protein_coding,17.8817772870654,18.3179260091973,21.3896886288911
chr18,10706513,10707014,0.2576382924766228,chr18,10702860,10715832,ENSMUSG00000097387.1,+,4930563E18Rik,lncRNA,17.8817772870654,18.3179260091973,21.3896886288911
chr11,109473072,109473573,0.3496399210516909,chr11,109446855,109477598,ENSMUSG00000041920.14,-,Slc16a6,protein_coding,12.727928237297,15.6248458015915,16.2275593515721
chr11,109473072,109473573,0.3496399210516909,chr11,109469374,109577330,ENSMUSG00000020604.13,+,Arsg,protein_coding,12.727928237297,15.6248458015915,16.2275593515721
chr6,84577835,84578336,0.3476971192760153,chr6,84567414,84597908,ENSMUSG00000063415.12,-,Cyp26b1,protein_coding,14.8161524459027,17.2470975514835,18.8644911902025
chr6,90763926,90764427,0.6307294345195711,chr6,90652088,90992685,ENSMUSG00000034312.14,-,Iqsec1,protein_coding,3.24248781276824,4.47542259071086,5.02432351739057
chr10,81430201,81430702,0.2691654318858325,chr10,81392186,81459635,ENSMUSG00000055053.18,-,Nfic,protein_coding,26.7435430222483,32.1746597061916,32.2465478232524
chr18,31957497,31957998,0.3667036541246278,chr18,31918290,31962619,ENSMUSG00000024395.9,+,Lims2,protein_coding,9.82985779028688,11.9249733895571,12.6818543934136
chr18,31957497,31957998,0.3667036541246278,chr18,31955234,32040961,ENSMUSG00000024388.10,-,Myo7b,protein_coding,9.82985779028688,11.9249733895571,12.6818543934136
chr1,92910495,92910996,0.2662565362304335,chr1,92902981,92912435,ENSMUSG00000047067.7,+,Dusp28,protein_coding,23.5693181108015,27.6458735710764,28.36191518527
chr1,92910495,92910996,0.2662565362304335,chr1,92904378,92914764,ENSMUSG00000097251.2,-,5033417F24Rik,lncRNA,23.5693181108015,27.6458735710764,28.36191518527
chr1,92910495,92910996,0.2662565362304335,chr1,92906783,92928384,ENSMUSG00000026269.14,+,Rnpepl1,protein_coding,23.5693181108015,27.6458735710764,28.36191518527
chr7,25133042,25133543,0.4363894942206507,chr7,25083344,25183726,ENSMUSG00000008496.19,-,Pou2f2,protein_coding,8.33738253866819,10.3703154625772,11.288898874137
chr7,19295738,19296239,0.3224986790779523,chr7,19278624,19300160,ENSMUSG00000030401.16,+,Rtn2,protein_coding,15.6011758110992,19.4350028720615,19.5199996698621
chr7,19295738,19296239,0.3224986790779523,chr7,19294260,19304770,ENSMUSG00000097266.1,-,Gm26802,lncRNA,15.6011758110992,19.4350028720615,19.5199996698621
chr12,8320031,8320532,0.2669036698041358,chr12,8309432,8347824,ENSMUSG00000020605.9,+,Hs1bp3,protein_coding,19.9762072139731,22.5443187260212,24.0489673475099
chr9,41376030,41376531,0.5753230058545854,chr9,41323077,41720994,ENSMUSG00000074415.14,+,3110039I08Rik,lncRNA,2.90737902446301,4.55368912250389,4.33529471774842
chr8,125733940,125734441,0.3064205293589649,chr8,125725963,125752235,ENSMUSG00000031851.14,+,Ntpcr,protein_coding,17.32326263989,20.1820924937223,21.4343823888678
chr3,79818116,79818617,0.2881763871638657,chr3,79808564,79856773,ENSMUSG00000027956.11,-,Tmem144,protein_coding,13.5563916306071,14.9631378509776,16.562762551398
chr18,23821853,23822354,0.4105421411395779,chr18,23748333,23897861,ENSMUSG00000024277.14,+,Mapre2,protein_coding,7.29792472309177,8.95796032067563,9.70599487495909
chr14,21995412,21995913,0.5429427688477864,chr14,21988436,22000100,ENSMUSG00000103160.1,+,C130012C08Rik,TEC,4.3377970930622,5.51779049140901,6.32416703671548
chr9,22389029,22389530,0.2520849063269262,chr9,22328012,22393188,ENSMUSG00000036777.8,-,Anln,protein_coding,25.930593924693,32.2315808202229,30.8982860639527
chr14,118706258,118706759,0.6570094468806779,chr14,118478692,118710219,ENSMUSG00000032849.14,-,Abcc4,protein_coding,2.50400733483634,3.10575828433273,3.95167327794766
chr1,191183296,191183797,0.2945571688324586,chr1,191166296,191222039,ENSMUSG00000026628.13,-,Atf3,protein_coding,16.9260966685653,20.5200616082832,20.7714249492122
chr15,87623974,87624475,0.2739107981550002,chr15,87540299,87763364,ENSMUSG00000054863.9,+,Tafa5,protein_coding,23.7616953781619,28.4676721549032,28.7455366250707
chr7,145187736,145188237,0.3853997614010752,chr7,145182524,145288011,ENSMUSG00000048677.9,-,Tpcn2,protein_coding,8.3125596654604,10.1034977405555,10.8643081543575
chr19,48794600,48795101,0.6677161504413546,chr19,48202025,48809505,ENSMUSG00000063434.6,+,Sorcs3,protein_coding,2.36127581389151,3.55045448770225,3.75427583805018
chr12,52412987,52413488,0.4081323084594979,chr12,52397359,52452125,ENSMUSG00000112139.1,-,Gm47431,lncRNA,6.25536404836438,7.36772669742622,8.30559039568641
chr7,105482349,105482850,0.5259460872533334,chr7,105476083,105486300,ENSMUSG00000037060.3,-,Cavin3,protein_coding,2.87945329210424,4.14101104577698,4.14907071784514
chr7,105482349,105482850,0.5259460872533334,chr7,105477927,105487242,ENSMUSG00000109735.1,+,Gm45667,TEC,2.87945329210424,4.14101104577698,4.14907071784514
chr11,100970413,100970914,0.7579781670647987,chr11,100952733,100974887,ENSMUSG00000004044.9,-,Cavin1,protein_coding,2.05719561709602,3.54333934844834,3.48238879819139
chr9,20976669,20977170,0.4732632000049296,chr9,20958361,20980781,ENSMUSG00000043895.6,-,S1pr2,protein_coding,6.3732726961014,8.43144001588611,8.85308895540206
chr12,53246480,53246981,0.531016652697575,chr12,53244677,54076175,ENSMUSG00000021010.8,+,Npas3,protein_coding,4.04923119202158,5.50356021290119,5.85488255695921
chr4,150008239,150008740,0.4608589107491584,chr4,149975475,150013023,ENSMUSG00000028980.14,-,H6pd,protein_coding,6.0226496120413,8.55239738320262,8.29441695569221
chr11,50212954,50213455,0.2808839483462526,chr11,50206890,50239103,ENSMUSG00000036620.14,+,Mgat4b,protein_coding,15.3684613747762,19.3674090491494,18.6819916702973
chr11,50212954,50213455,0.2808839483462526,chr11,50195366,50214827,ENSMUSG00000015837.15,-,Sqstm1,protein_coding,15.3684613747762,19.3674090491494,18.6819916702973
chr11,113751580,113752081,0.4150184129337075,chr11,113722850,113755881,ENSMUSG00000041598.7,-,Cdc42ep4,protein_coding,7.40652479337588,9.01132386507997,9.88104543486818
chr2,32536437,32536938,0.3007828387011872,chr2,32531332,32573756,ENSMUSG00000039157.12,+,Fam102a,protein_coding,15.0581754596787,16.7917286392331,18.5590838303612
chr7,75117953,75118454,0.6104747518664074,chr7,75110894,75313262,ENSMUSG00000053025.13,-,Sv2b,protein_coding,3.14940203823901,4.42917418556043,4.81202815750083
chr2,156332839,156333340,0.5000058077909223,chr2,156328317,156343381,ENSMUSG00000085546.1,-,Gm14252,lncRNA,5.18487764127821,6.91947292442974,7.33722559618934
chr2,156332839,156333340,0.5000058077909223,chr2,156308299,156379638,ENSMUSG00000038085.13,+,Cnbd2,protein_coding,5.18487764127821,6.91947292442974,7.33722559618934
chr3,89349771,89350272,0.2569782265109157,chr3,89333850,89351831,ENSMUSG00000097004.1,+,4731419I09Rik,lncRNA,26.8707602474382,30.6947107413778,32.1273644633143
chr3,89349771,89350272,0.2569782265109157,chr3,89334542,89353996,ENSMUSG00000028041.17,-,Adam15,protein_coding,26.8707602474382,30.6947107413778,32.1273644633143
chr3,89349771,89350272,0.2569782265109157,chr3,89346219,89369253,ENSMUSG00000042672.15,-,Dcst1,protein_coding,26.8707602474382,30.6947107413778,32.1273644633143
chr3,89349771,89350272,0.2569782265109157,chr3,89349629,89358898,ENSMUSG00000074467.4,+,Gm10702,pseudogene,26.8707602474382,30.6947107413778,32.1273644633143
chr5,113334940,113335441,0.4624344250447783,chr5,113333590,113341645,ENSMUSG00000104840.1,-,Mir7230,miRNA,6.4105070059131,8.79431211783564,8.8381910354098
chr6,5496199,5496700,0.3036570875543281,chr6,5479351,5500309,ENSMUSG00000019577.6,-,Pdk4,protein_coding,12.6968996457872,13.8282731399786,15.6800607918564
chr17,46487392,46487893,0.3198512540772241,chr17,46438448,46491675,ENSMUSG00000015599.9,-,Ttbk1,protein_coding,15.9549017543103,21.3311874832292,19.9259679896513
chr17,46487392,46487893,0.3198512540772241,chr17,46467501,46829221,ENSMUSG00000097560.1,+,Gm26904,lncRNA,15.9549017543103,21.3311874832292,19.9259679896513
chr3,152478983,152479484,0.4338694909483451,chr3,152458815,152672360,ENSMUSG00000039058.11,-,Ak5,protein_coding,7.31033615969567,10.0359039176433,9.88104543486818
chr16,92200582,92201083,0.2978186674863451,chr16,92198901,92211488,ENSMUSG00000116878.1,-,Gm29880,lncRNA,15.9673131909142,16.2972264610862,19.6391830298002
chr5,124249579,124250080,0.4433426604220473,chr5,124114690,124253760,ENSMUSG00000029406.15,-,Pitpnm2,protein_coding,6.71769006185956,9.42400194180688,9.13987391525312
chr5,124249579,124250080,0.4433426604220473,chr5,124246959,124331972,ENSMUSG00000038126.17,-,Mphosph9,protein_coding,6.71769006185956,9.42400194180688,9.13987391525312
chr17,13705379,13705880,0.4964226901569182,chr17,13485273,13765378,ENSMUSG00000117063.1,-,Gm49936,lncRNA,5.14764333146652,6.44631616404457,7.26646047622609
chr11,3527746,3528247,0.6194521703550794,chr11,3513523,3544612,ENSMUSG00000020439.17,-,Smtn,protein_coding,3.62413948833809,5.47509965588554,5.57182207710622
chr11,3527746,3528247,0.6194521703550794,chr11,3526157,3540856,ENSMUSG00000087291.1,+,Gm11946,lncRNA,3.62413948833809,5.47509965588554,5.57182207710622
chr4,154986011,154986512,0.5366085710394592,chr4,154979115,155060784,ENSMUSG00000029055.17,-,Plch2,protein_coding,5.1011004442019,7.16138765906276,7.40426623615452
chr11,94413464,94413965,0.6725470748312032,chr11,94404391,94478198,ENSMUSG00000020866.17,-,Cacna1g,protein_coding,2.61260740512044,3.93111443778656,4.16769311783547
chr7,49272410,49272911,0.4753349890200531,chr7,48904716,49614090,ENSMUSG00000052512.17,+,Nav2,protein_coding,5.34932917627985,7.12936953242016,7.44151103613518
chr19,44562536,44563037,0.2887595014651542,chr19,44558850,44580274,ENSMUSG00000036450.4,+,Hif1an,protein_coding,19.3680468203822,22.5265308778864,23.6727948677053
chr7,49256313,49256814,0.8040824849947618,chr7,48904716,49614090,ENSMUSG00000052512.17,+,Nav2,protein_coding,1.94549268766094,3.12354613246751,3.40045023823394
chr18,75654751,75655252,0.3122327505762566,chr18,75427224,75701554,ENSMUSG00000052928.9,-,Ctif,protein_coding,14.0187176441023,17.5743939571635,17.415668470955
chr18,64991102,64991603,0.2829531439888421,chr18,64974546,65005175,ENSMUSG00000117895.1,-,AC102333.1,lncRNA,12.6968996457872,14.6358414452977,15.4565919919725
chr18,64991102,64991603,0.2829531439888421,chr18,64883705,65221828,ENSMUSG00000024589.18,+,Nedd4l,protein_coding,12.6968996457872,14.6358414452977,15.4565919919725
chr11,69408489,69408990,0.3110190986495699,chr11,69394508,69417675,ENSMUSG00000018476.7,-,Kdm6b,protein_coding,15.3777699522291,19.1005913271277,19.0879599900865
chr17,10408703,10409204,0.416937483071955,chr17,10399012,10844311,ENSMUSG00000037196.6,-,Pacrg,protein_coding,7.44686196233854,10.1604188545868,9.94808607483336
chr12,21316137,21316638,0.3916904490308293,chr12,21281391,21319056,ENSMUSG00000054309.9,+,Cpsf3,protein_coding,10.9406813663357,12.8036930874152,14.3615948725412
chr12,21316137,21316638,0.3916904490308293,chr12,21312389,21327819,ENSMUSG00000062054.7,+,Iah1,protein_coding,10.9406813663357,12.8036930874152,14.3615948725412
chr7,84553676,84554177,0.4894558662440806,chr7,84550187,84561251,ENSMUSG00000109422.1,+,Gm45174,TEC,5.06386613439021,6.33247393598198,7.1137567963054
chr7,84553676,84554177,0.4894558662440806,chr7,84524954,84587531,ENSMUSG00000097789.2,+,Gm2115,protein_coding,5.06386613439021,6.33247393598198,7.1137567963054
chr10,79754829,79755330,0.3167676384405258,chr10,79751076,79762596,ENSMUSG00000020327.4,+,Fgf22,protein_coding,14.9340610936398,18.3606168447208,18.6112265503341
chr10,79754829,79755330,0.3167676384405258,chr10,79754515,79770952,ENSMUSG00000035890.9,-,Rnf126,protein_coding,14.9340610936398,18.3606168447208,18.6112265503341
chr8,110168014,110168515,0.5625546673856825,chr8,110133502,110172210,ENSMUSG00000003657.9,-,Calb2,protein_coding,4.91182603599246,6.4605464425524,7.25901151622996
chr6,113343712,113344213,0.3699521357328277,chr6,113330124,113347984,ENSMUSG00000030272.15,-,Camk1,protein_coding,11.6512361119088,14.9738105598585,15.0655215921756
chr19,36348013,36348514,0.6112489241777613,chr19,36343614,36352298,ENSMUSG00000114859.1,-,Gm47735,lncRNA,3.32316215069358,4.33311980563261,5.08019071736155
chr19,36348013,36348514,0.6112489241777613,chr19,36344309,36464970,ENSMUSG00000024805.16,+,Pcgf5,protein_coding,3.32316215069358,4.33311980563261,5.08019071736155
chr11,90390708,90391209,0.2571813600364335,chr11,90332536,90394895,ENSMUSG00000003949.16,-,Hlf,protein_coding,18.8498693421694,21.9003986235422,22.5405529482933
chr7,128611537,128612038,0.3070035316028294,chr7,128607328,128700425,ENSMUSG00000042105.18,+,Inpp5f,protein_coding,15.6011758110992,19.4599058594502,19.3114287899704
chr8,84729974,84730475,0.3296335103632048,chr8,84719007,84730844,ENSMUSG00000074203.4,+,G430095P16Rik,protein_coding,13.7084317290049,16.8095164873679,17.2368934310478
chr8,84729974,84730475,0.3296335103632048,chr8,84695876,84804344,ENSMUSG00000001911.16,-,Nfix,protein_coding,13.7084317290049,16.8095164873679,17.2368934310478
chr10,53499467,53499968,0.5350480125089239,chr10,53484222,53518547,ENSMUSG00000112733.1,+,Gm40650,lncRNA,4.20747700872128,5.83441418820811,6.10069823683154
chr10,53499467,53499968,0.5350480125089239,chr10,53494443,53522989,ENSMUSG00000112739.1,-,Gm20597,lncRNA,4.20747700872128,5.83441418820811,6.10069823683154
chr11,107982460,107982961,0.4701364657463481,chr11,107929387,108347928,ENSMUSG00000050965.14,-,Prkca,protein_coding,5.77442087996335,7.70569581198706,8.00390751584309
chr6,126740388,126740889,0.2819720225054418,chr6,126704329,126744674,ENSMUSG00000038077.7,-,Kcna6,protein_coding,16.7988794433754,19.6733600370676,20.4362217493862
chr6,126740388,126740889,0.2819720225054418,chr6,126714684,126745601,ENSMUSG00000097596.1,+,Gm26673,lncRNA,16.7988794433754,19.6733600370676,20.4362217493862
chr19,6840404,6840905,0.3495102833997958,chr19,6825085,6844636,ENSMUSG00000024952.13,-,Rps6ka4,protein_coding,13.0475227298473,16.0090633213027,16.6335276713612
chr19,6840404,6840905,0.3495102833997958,chr19,6840623,6862211,ENSMUSG00000047810.9,-,Ccdc88b,protein_coding,13.0475227298473,16.0090633213027,16.6335276713612
chr17,35897174,35897675,0.2650409911112571,chr17,35888677,35901431,ENSMUSG00000050705.15,-,2310061I04Rik,protein_coding,24.3450328985451,29.1080346877553,29.270688304798
chr17,35897174,35897675,0.2650409911112571,chr17,35892946,35916215,ENSMUSG00000084998.1,+,Gm16279,lncRNA,24.3450328985451,29.1080346877553,29.270688304798
chr17,35897174,35897675,0.2650409911112571,chr17,35893595,35914075,ENSMUSG00000024426.17,-,Atat1,protein_coding,24.3450328985451,29.1080346877553,29.270688304798
chr14,55884669,55885170,0.3366372391887651,chr14,55874913,55888392,ENSMUSG00000040380.14,-,Cbln3,protein_coding,13.7953117852322,16.1300206886193,17.4305663909473
chr14,55884669,55885170,0.3366372391887651,chr14,55880947,55902775,ENSMUSG00000047153.4,+,Khnyn,protein_coding,13.7953117852322,16.1300206886193,17.4305663909473
chr11,102026693,102027194,0.5747904705228717,chr11,102026268,102039084,ENSMUSG00000087216.1,-,E130111B04Rik,lncRNA,4.49294005061092,6.77361256972454,6.69661503652205
chr11,102026693,102027194,0.5747904705228717,chr11,101995652,102032461,ENSMUSG00000052373.14,-,Mpp3,protein_coding,4.49294005061092,6.77361256972454,6.69661503652205
chr5,33723111,33723612,0.4667346292503946,chr5,33716043,33727669,ENSMUSG00000106896.1,-,G630022F23Rik,TEC,5.79614089402017,7.41397510257665,8.01508095583729
chr5,33723111,33723612,0.4667346292503946,chr5,33717674,33741068,ENSMUSG00000054252.18,+,Fgfr3,protein_coding,5.79614089402017,7.41397510257665,8.01508095583729
chr9,48662403,48662904,0.5127583121254456,chr9,48650297,48840222,ENSMUSG00000066687.5,-,Zbtb16,protein_coding,3.99648258645502,5.43952395961598,5.70590335703658
chr7,45923419,45923920,0.2710366024165768,chr7,45914023,45925404,ENSMUSG00000040212.12,-,Emp3,protein_coding,19.1632581164179,22.722197207369,23.1364697479838
chr7,45923419,45923920,0.2710366024165768,chr7,45918215,45928174,ENSMUSG00000110208.1,-,Gm45442,lncRNA,19.1632581164179,22.722197207369,23.1364697479838
chr7,45923419,45923920,0.2710366024165768,chr7,45920072,45952963,ENSMUSG00000040189.18,+,Ccdc114,protein_coding,19.1632581164179,22.722197207369,23.1364697479838
chr8,120516284,120516785,0.6705305865342965,chr8,120516615,120525686,ENSMUSG00000097983.1,+,Gm26971,lncRNA,3.13078488333316,4.74224031273257,4.98707871740991
chr8,120516284,120516785,0.6705305865342965,chr8,120224456,120585390,ENSMUSG00000031822.20,+,Gse1,protein_coding,3.13078488333316,4.74224031273257,4.98707871740991
chr8,120516284,120516785,0.6705305865342965,chr8,119906841,124349722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,3.13078488333316,4.74224031273257,4.98707871740991
chr5,15605180,15605681,0.5502762355246464,chr5,15512489,15660679,ENSMUSG00000094230.5,+,Gm21847,lncRNA,3.45658509418547,4.40782876779869,5.06529279736929
chr5,15605180,15605681,0.5502762355246464,chr5,15534002,15609066,ENSMUSG00000105300.1,-,Gm30613,lncRNA,3.45658509418547,4.40782876779869,5.06529279736929
chr11,119126362,119126863,0.3193344974441982,chr11,119119011,119142421,ENSMUSG00000086547.1,-,Gm11755,lncRNA,15.7935530784597,19.7409538599798,19.7173971097596
chr1,189922079,189922580,0.318516268463563,chr1,189876492,189926363,ENSMUSG00000026603.13,-,Smyd2,protein_coding,16.7368222603559,19.5950935052746,20.8831593491541
chr11,53456959,53457460,0.4210692781843781,chr11,53450804,53461110,ENSMUSG00000072963.2,-,Gm10447,lncRNA,8.28463393310163,12.0174701998579,11.0989503942356
chr11,53456959,53457460,0.4210692781843781,chr11,53453205,53471766,ENSMUSG00000018387.12,+,Shroom1,protein_coding,8.28463393310163,12.0174701998579,11.0989503942356
chr11,116167993,116168494,0.2996035205117381,chr11,116138285,116172166,ENSMUSG00000020776.18,-,Fbf1,protein_coding,20.8077734664343,24.3159884002454,25.6244223866917
chr11,116167993,116168494,0.2996035205117381,chr11,116159910,116168035,ENSMUSG00000104857.1,-,Gm26413,scaRNA,20.8077734664343,24.3159884002454,25.6244223866917
chr11,116167993,116168494,0.2996035205117381,chr11,116159910,116168036,ENSMUSG00000105120.1,-,Gm26413,scaRNA,20.8077734664343,24.3159884002454,25.6244223866917
chr11,116167993,116168494,0.2996035205117381,chr11,116167888,116203045,ENSMUSG00000020777.16,-,Acox1,protein_coding,20.8077734664343,24.3159884002454,25.6244223866917
chr9,60521807,60522308,0.3923868084323366,chr9,60519967,60549882,ENSMUSG00000111761.1,-,9230112J17Rik,lncRNA,9.92294356481611,12.9744564295091,13.0319555132317
chr9,60521807,60522308,0.3923868084323366,chr9,59962931,60526046,ENSMUSG00000032289.15,-,Thsd4,protein_coding,9.92294356481611,12.9744564295091,13.0319555132317
chr12,82339279,82339780,0.5548124638658762,chr12,82165320,82455786,ENSMUSG00000042700.16,+,Sipa1l1,protein_coding,3.52174513635594,4.48965286921868,5.17702719731126
chr7,135485655,135486156,0.2646888847406486,chr7,135482029,135495315,ENSMUSG00000109598.1,+,Gm36356,lncRNA,24.1650670677886,28.2328725595241,29.047219504914
chr11,72266536,72267037,0.4151110093504388,chr11,72237989,72271222,ENSMUSG00000020805.14,-,Slc13a5,protein_coding,8.84935429857897,11.199229185658,11.8066015938681
chr11,72266536,72267037,0.4151110093504388,chr11,72262421,72272575,ENSMUSG00000086951.1,+,1700051A21Rik,lncRNA,8.84935429857897,11.199229185658,11.8066015938681
chr14,118925259,118925760,0.3312795980204571,chr14,118871520,118929460,ENSMUSG00000042156.16,-,Dzip1,protein_coding,12.0980478296492,13.4867464557908,15.2293987120905
chr15,66751862,66752363,0.5917550066034172,chr15,66666753,66854721,ENSMUSG00000053469.14,+,Tg,protein_coding,3.10906486927634,4.23350785607784,4.68912031756466
chr6,115037658,115038159,0.3774938215371508,chr6,115000381,115041876,ENSMUSG00000030316.13,-,Tamm41,protein_coding,11.9056705622887,15.3224523833002,15.4752143919628
chr2,154791630,154792131,0.3431427966886869,chr2,154787096,154871261,ENSMUSG00000027593.15,+,Raly,protein_coding,15.5173986140229,19.4421180113154,19.6950502297712
chr2,154791630,154792131,0.3431427966886869,chr2,154787402,155055012,ENSMUSG00000027596.10,+,a,protein_coding,15.5173986140229,19.4421180113154,19.6950502297712
chr10,127170670,127171171,0.3881343256134294,chr10,127161225,127176330,ENSMUSG00000006731.10,+,B4galnt1,protein_coding,7.54305059601875,9.48448062546514,9.87732095487011
chr10,127170670,127171171,0.3881343256134294,chr10,127167393,127184645,ENSMUSG00000040441.11,-,Slc26a10,protein_coding,7.54305059601875,9.48448062546514,9.87732095487011
chr11,113276996,113277497,0.2940734805980285,chr11,113240853,113654079,ENSMUSG00000041654.15,-,Slc39a11,protein_coding,16.2031304863883,19.4421180113154,19.8775497496764
chr8,84976376,84976877,0.2846226521133494,chr8,84970484,84982718,ENSMUSG00000052837.6,-,Junb,protein_coding,17.9934802165005,21.1888846981509,21.9297382286106
chr8,84976376,84976877,0.2846226521133494,chr8,84965587,84978834,ENSMUSG00000005161.15,+,Prdx2,protein_coding,17.9934802165005,21.1888846981509,21.9297382286106
chr12,86155177,86155678,0.2507592002470657,chr12,86078541,86166459,ENSMUSG00000007867.9,+,Ift43,protein_coding,22.6725918161699,25.72478597252,26.9913065459818
chr4,153216261,153216762,0.6173177601276811,chr4,153214176,153222595,ENSMUSG00000087454.1,+,Gm13174,lncRNA,11.186571066013116,15.058919885677254,15.871195111683981
chr4,42916971,42917472,0.512860243787614,chr4,42912660,42948752,ENSMUSG00000036062.13,+,Phf24,protein_coding,4.43708858589338,5.96248669477853,6.33534047670968
chr9,47531291,47531792,0.3268197906365191,chr9,47526173,47861637,ENSMUSG00000032076.19,+,Cadm1,protein_coding,15.9611074726123,19.5773056571398,20.0302534295971
chr1,136200654,136201155,0.5367364254158499,chr1,136177652,136216828,ENSMUSG00000087230.10,-,Mroh3,protein_coding,3.76376815013194,5.27587575677599,5.46381215716232
chr17,75466295,75466796,0.5303692906742573,chr17,75431896,75533054,ENSMUSG00000071042.12,+,Rasgrp3,protein_coding,3.49692226314814,4.73512517347866,5.05411935737509
chr16,18127729,18128230,0.426503674001681,chr16,18123642,18156408,ENSMUSG00000043811.5,+,Rtn4r,protein_coding,6.80767297723782,9.41688680255297,9.15477183524538
chr14,22578114,22578615,0.5992812522370647,chr14,22015712,23060085,ENSMUSG00000063458.13,+,Lrmda,protein_coding,3.20835636210752,4.21572000794306,4.86417087747374
chr7,16781025,16781526,0.3621885523792335,chr7,16777340,16802274,ENSMUSG00000001918.17,+,Slc1a5,protein_coding,9.5971433539638,12.6293721756944,12.3429267135896
chr4,141874710,141875211,0.5658378674833414,chr4,141871707,141881033,ENSMUSG00000100396.1,+,Gm29367,lncRNA,4.46811717740313,6.21151656866547,6.61840095656267
chr4,141874710,141875211,0.5658378674833414,chr4,141854142,141878920,ENSMUSG00000040659.3,-,Efhd2,protein_coding,4.46811717740313,6.21151656866547,6.61840095656267
chr4,134078694,134079195,0.4423244251801451,chr4,134056815,134096504,ENSMUSG00000012123.17,+,Crybg2,protein_coding,5.84578664043576,8.55595495282958,7.94804031587211
chr4,134078694,134079195,0.4423244251801451,chr4,134078448,134099082,ENSMUSG00000000682.7,-,Cd52,protein_coding,5.84578664043576,8.55595495282958,7.94804031587211
chr16,10784931,10785432,0.335682798161276,chr16,10783936,10792660,ENSMUSG00000043050.8,-,Tnp2,protein_coding,11.5302246050208,13.8460609881134,14.5589923124386
chr16,10784931,10785432,0.335682798161276,chr16,10778240,10789536,ENSMUSG00000038037.5,-,Socs1,protein_coding,11.5302246050208,13.8460609881134,14.5589923124386
chr12,26456181,26456682,0.6195463357531784,chr12,26438746,26460452,ENSMUSG00000020641.16,-,Rsad2,protein_coding,2.98184764408639,3.73189053867702,4.58483487761882
chr6,30730064,30730565,0.6222217192673674,chr6,30719547,30752465,ENSMUSG00000051855.15,+,Mest,protein_coding,2.48539017993049,3.18758238575272,3.82876543801149
chr6,30730064,30730565,0.6222217192673674,chr6,30730418,30738647,ENSMUSG00000098260.1,+,Gm27522,misc_RNA,2.48539017993049,3.18758238575272,3.82876543801149
chr1,62717010,62717511,0.4059310402048894,chr1,62710723,62722073,ENSMUSG00000100811.1,-,Gm29083,lncRNA,8.43667403149938,9.90427384144597,11.1846134341912
chr1,62717010,62717511,0.4059310402048894,chr1,62699285,62822695,ENSMUSG00000025969.15,+,Nrp2,protein_coding,8.43667403149938,9.90427384144597,11.1846134341912
chr8,122139702,122140203,0.3975326274707708,chr8,119906841,124349722,ENSMUSG00000092329.1,+,Gm20388,protein_coding,9.62196622717159,12.0530458961275,12.6818543934136
chr1,59482635,59483136,0.4131523816829813,chr1,59478424,59490955,ENSMUSG00000041075.8,+,Fzd7,protein_coding,8.03950806017465,10.5197333869094,10.7116044744368
chr5,25956571,25957072,0.4694484451137486,chr5,25952626,25961721,ENSMUSG00000104651.1,+,Gm21168,processed_pseudogene,6.05678106270202,8.65556690238435,8.39125343564192
chr5,25956571,25957072,0.4694484451137486,chr5,25944253,25958417,ENSMUSG00000095550.2,-,Gm21671,protein_coding,6.05678106270202,8.65556690238435,8.39125343564192
