,DEG,pred
Poc5,1,1
Kirrel,1,1
Rpl35,1,1
4930480K15Rik,1,1
BC005624,1,1
Nrf1,1,1
Epc2,1,1
Lamtor3,1,1
Nell1,1,1
Pag1,1,1
Pias1,1,1
Nfasc,1,1
Ppm1m,1,1
Casp9,1,1
2610306M01Rik,1,1
Slc6a9,1,1
Snhg9,1,1
Mars2,1,1
Klf7,1,1
Adamts9,1,1
Zbtb44,1,1
Brk1,1,1
Ash2l,1,1
Lgmn,1,1
Txndc15,1,1
Tigd2,1,1
Trappc2l,1,1
Fam171a1,1,1
Kdm5c,1,1
Rbm33,1,1
Hebp1,1,1
Pptc7,1,1
Timp4,1,1
Commd8,1,1
Sh3gl1,1,1
Fdps,1,1
Dnah7b,1,1
Pfkp,1,1
Sympk,1,1
Mapk4,1,1
Six3os1,1,1
Pnpla6,1,1
Mrpl53,1,1
Slitrk2,1,1
Pcnx,1,1
Sv2b,1,1
Hs2st1,1,1
E130308A19Rik,1,1
Sall2,1,1
Cfap36,1,1
Itpkb,1,1
Hnrnpl,1,1
Ep300,1,1
Mrgbp,1,1
Las1l,1,1
Miip,1,1
Arid2,1,1
Hectd3,1,1
Zfp354c,1,1
Kcnc1,1,1
Golga4,1,1
Iqgap1,1,1
Isg20l2,1,1
Igsf3,1,1
Cdc14a,1,1
Malt1,1,1
Rprd2,1,1
2300009A05Rik,1,1
Stard8,1,2
Rpl36a,1,1
Safb2,1,1
Pdia6,1,1
Tmem87a,1,1
Adcy1,1,1
Tdrd3,1,1
Klhl9,1,1
Junos,1,1
Dcun1d5,1,1
Eif1,1,1
Hnrnpr,1,1
Ctdsp2,1,1
Tsn,1,1
Abca6,1,1
Pias4,1,1
Wbp1,1,1
Slc17a7,1,2
Rnf139,1,1
Afg3l1,1,1
Tmem135,1,1
Rpl22,1,1
Nr1d1,1,1
Nfix,1,1
Gpr146,1,1
Ctdspl2,1,1
BC031181,1,1
Cyth2,1,1
Adcy6,1,1
Elovl4,1,1
Slc38a3,1,1
Atg3,1,1
Gm10010,1,1
Rabep2,1,1
Armcx3,1,1
Dnajc30,1,1
Atp2b2,1,1
Fam228b,1,1
Asxl2,1,1
Fam129b,1,1
Csnk1d,1,1
Socs7,1,1
Ranbp17,1,1
Vps13a,1,1
Hbegf,1,1
Emc2,1,1
Car8,1,1
Mvb12a,1,1
Shank1,1,1
Med25,1,1
Asna1,1,1
Igf1r,1,2
Tma7,1,1
Suclg2,1,1
Actg1,1,1
Zfp943,1,1
Adra1a,1,1
Hmgn1,1,1
4933431E20Rik,1,1
Plekhg1,1,1
Aamp,1,1
Hells,1,1
Naa15,1,1
Cript,1,1
Isca2,1,0
Snrpa,1,1
Stat3,1,1
Tbc1d9b,1,1
Smarca5,1,1
Ppil4,1,1
Ddx6,1,1
Agbl3,1,1
Hmg20b,1,1
Prdx2,1,1
Naaa,1,1
Enpp2,1,1
Pigo,1,1
Pgbd1,1,1
Ube2v1,1,1
Grina,1,1
Pprc1,1,1
Sdhc,1,1
Cadm3,1,1
Kctd8,1,1
Chrm3,1,1
Pspc1,1,1
Snx14,1,1
Rrbp1,1,1
Btf3l4,1,1
Ric8b,1,1
Ypel2,1,1
Hspa8,1,1
2510009E07Rik,1,1
Lin52,1,1
Nek1,1,1
Samd8,1,1
Jun,1,1
Drap1,1,1
Hpca,1,1
Rffl,1,1
Sdhd,1,1
Mtmr2,1,1
2700062C07Rik,1,1
P4hb,1,1
Idh3g,1,1
Pecr,1,1
Sap30bp,1,1
Irs2,1,1
Gng7,1,1
Tmem41b,1,1
Phf12,1,1
Atpif1,1,1
Arhgef3,1,0
Akap10,1,1
Etv5,1,1
Golga2,1,1
Agrn,1,1
Ptov1,1,1
Cct2,1,1
Cbfa2t2,1,1
Flnb,1,1
Krr1,1,1
Cstf3,1,1
Hist1h2bc,1,1
Ppp1r21,1,1
Saal1,1,1
Aox1,1,1
Gm14410,1,1
Nrp2,1,1
Tmem60,1,1
Serpine2,1,1
Rps5,1,1
Paip2,1,1
Chrac1,1,1
Ttll7,1,1
Snrpd1,1,1
Rspo3,1,1
Ston2,1,1
Ndrg3,1,1
Atp11a,1,1
Tarbp2,1,1
Cul1,1,1
Diablo,1,1
Rab4b,1,1
Znrd1,1,1
Scmh1,1,1
Cdyl,1,1
Slc38a1,1,1
Nsdhl,1,1
Cand1,1,1
Acly,1,1
Rdh11,1,1
Adipor2,1,1
Baz1a,1,1
B3glct,1,1
Lmf1,1,1
Gm17484,1,1
Apc2,1,1
Kifc3,1,1
Cpox,1,1
Mien1,1,1
Nck1,1,1
Mplkip,1,1
Tmem65,1,1
Vcam1,1,1
Hsph1,1,1
Arhgef2,1,1
Tmub2,1,1
Ak1,1,1
Pi4k2b,1,1
Elf2,1,1
Clcn6,1,1
Rps10,1,1
Klhl5,1,1
Flrt1,1,1
Rpl12,1,1
Rnf123,1,1
Timm44,1,1
Mob4,1,1
Lama3,1,1
Ufm1,1,1
Rpn2,1,1
Armc1,1,1
Ddost,1,1
Il33,1,1
Syngr1,1,1
Emg1,1,1
Pigu,1,1
Uqcrc2,1,1
Ccnd2,1,1
Timmdc1,1,1
Nbn,1,1
Pdap1,1,1
Copg2,1,1
Rttn,1,1
Prr14l,1,1
Higd1a,1,1
Tax1bp1,1,1
Idh2,1,1
Hnrnpll,1,1
Fam107b,1,0
Cacna2d2,1,1
Cog3,1,1
Atp6ap2,1,1
Ttyh3,1,1
Msantd2,1,1
Nrg2,1,1
Pcdh10,1,1
BC051226,1,1
Hsd17b7,1,1
Tiam2,1,1
Eif3b,1,1
Naga,1,1
Hist1h1c,1,1
2700046G09Rik,1,1
Ankrd13a,1,1
Zcchc2,1,1
Gm10419,1,1
Gas2,1,1
Tasp1,1,1
Micu2,1,1
Mink1,1,1
Gnpat,1,1
Rps9,1,1
Ngly1,1,1
Col27a1,1,1
Rybp,1,1
Ndufs7,1,1
Zfp707,1,1
Gm17066,1,1
Hmbox1,1,1
Ppp1r16b,1,1
B830012L14Rik,1,1
Nemf,1,1
Dolk,1,1
Pcmtd2,1,1
Yaf2,1,1
Med12l,1,1
Phf3,1,1
Tanc1,1,1
Mef2a,1,1
Memo1,1,1
Ppp6r3,1,1
Emc10,1,1
Arnt,1,1
4932441J04Rik,1,1
Ap1g1,1,1
Rpl18a,1,0
Plp1,1,1
Fgfr1,1,1
Parva,1,1
Mcu,1,1
Abtb1,1,1
Rapgefl1,1,1
S100a16,1,1
Acbd4,1,1
Dcaf5,1,1
Gnptg,1,1
P2ry14,1,1
Cds2,1,1
Uros,1,1
Fndc3a,1,1
Zyg11b,1,1
Orai1,1,1
Atg16l2,1,1
Gm14858,1,1
Smarcc2,1,1
Serinc3,1,1
Coq2,1,1
Tmed10,1,1
Pir,1,1
Tnip2,1,1
Rela,1,1
Mroh7,1,1
Blcap,1,1
Trappc13,1,1
Rab11a,1,1
Eefsec,1,1
Smurf2,1,1
Ric3,1,1
A330076H08Rik,1,1
Timm9,1,1
Fam81a,1,1
Wdr33,1,1
Rnf180,1,0
Eef1b2,1,1
Nbas,1,1
Mir124-2hg,1,1
Cnrip1,1,1
Hace1,1,1
Lhpp,1,1
Gm17167,1,1
Mgmt,1,1
Usp30,1,1
Hist3h2a,1,0
Ndufb5,1,1
Odf2l,1,1
Tnrc6a,1,1
Hdgf,1,1
Alg1,1,1
Btbd7,1,1
Clmn,1,1
Wasl,1,1
Rbm34,1,1
Mthfs,1,1
Nt5dc1,1,1
Uba2,1,1
Ncaph2,1,1
Exoc5,1,1
Ky,1,1
Armc10,1,1
Ndufb10,1,1
Mphosph8,1,1
Pogz,1,1
Canx,1,1
Suco,1,1
Esyt2,1,1
Gm5577,1,1
Prkci,1,1
Hnrnph2,1,1
Gnb2,1,1
Chmp2a,1,0
Nlgn2,1,1
Synj2bp,1,1
Rps2,1,1
Ndufaf1,1,1
Lrch3,1,1
Tbl2,1,1
1700028E10Rik,1,1
Dcaf6,1,1
Cdc73,1,1
Ino80d,1,1
Mrpl55,1,1
Dock11,1,2
Nars,1,1
Parvb,1,1
Sulf2,1,1
U2af2,1,1
Ppp1r14c,1,1
Eif1b,1,1
Bcas2,1,1
Rarg,1,1
Ckap4,1,1
Gprc5b,1,1
Man1b1,1,1
C1qtnf4,1,1
Ndufb7,1,1
Rab21,1,1
Rnf25,1,1
Plod1,1,1
Snx9,1,1
Gemin7,1,1
Ttll5,1,1
Sugt1,1,1
Rplp0,1,1
Aldh7a1,1,1
Cfl1,1,1
1700112D23Rik,1,1
Rpl36,1,1
Tmx2,1,1
Rpe,1,1
Galnt16,1,1
Kif16b,1,1
Hif1an,1,1
Arhgef4,1,1
Plce1,1,1
Uri1,1,1
Btf3,1,1
Dgkz,1,1
Pcgf5,1,1
Eif1ax,1,1
Ankrd12,1,1
Immp1l,1,1
Pdss2,1,1
Pcbd2,1,1
Cd164,1,1
C130036L24Rik,1,1
Ppt2,1,1
Dcps,1,1
Rsrp1,1,1
Cald1,1,1
D130017N08Rik,1,1
Slc35a1,1,1
Tspan33,1,1
Ubl3,1,1
Slc2a8,1,1
Rfng,1,1
Trmt13,1,1
Tmem199,1,1
Elf1,1,1
Rpl19,1,1
Polr2h,1,1
Pank2,1,1
Ankrd50,1,1
Sf3b3,1,1
Cacfd1,1,1
Eef1d,1,1
1110051M20Rik,1,1
Ice1,1,1
Klf15,1,0
Fuca1,1,1
Decr1,1,1
Lipe,1,1
Brat1,1,1
Helz,1,1
Zfp946,1,1
Ncbp1,1,1
Slc38a7,1,1
Lnx1,1,1
Ppp2r5c,1,1
Skp1a,1,1
Tbcb,1,1
Tfrc,1,1
Gzf1,1,1
Bbs4,1,1
Ahsa1,1,0
Hs6st1,1,1
Slc44a1,1,1
Ccdc107,1,1
Agl,1,1
Sept9,1,1
Rer1,1,1
B230217O12Rik,1,1
Wdr36,1,1
Slc16a4,1,1
Wdr45b,1,1
Ncoa7,1,1
Sbf1,1,1
Bcl6,1,1
Rpl6,1,1
Oscp1,1,1
Ap1b1,1,1
Cntln,1,1
P4ha2,1,1
Otud5,1,1
Prdx1,1,1
Ccni,1,1
Gna13,1,1
Tomm5,1,1
Ten1,1,1
Anks3,1,1
Vrk3,1,1
Esf1,1,1
Cdkn2aip,1,1
Mrps28,1,1
Ralgapa2,1,1
Zfp612,1,1
Bola1,1,1
Ugp2,1,1
Prrg2,1,1
F730043M19Rik,1,1
1700084C06Rik,1,1
Ccdc50,1,1
Zfp963,1,1
Aff4,1,1
Fndc4,1,1
Mmd2,1,1
S100b,1,1
Agap1,1,1
Snhg3,1,1
Ino80b,1,1
Gnb1l,1,1
Tmem19,1,1
Idnk,1,1
Tesk2,1,1
Mrpl3,1,1
Lrp6,1,1
Atrx,1,1
Sobp,1,1
Slc30a7,1,1
9430091E24Rik,1,1
Mlf2,1,1
2310015A10Rik,1,1
Eid2,1,1
Eml2,1,1
Lrrc58,1,1
Cox7b,1,1
Nudt13,1,1
Akr1b10,1,1
Slc26a11,1,1
Cdk16,1,1
Pdzrn3,1,1
Ktn1,1,1
Fnip2,1,1
Shc1,1,1
Thada,1,1
Slc25a12,1,1
Mecp2,1,1
Spef2,1,1
Seh1l,1,1
Mrpl57,1,1
Rpain,1,1
Ndufa10,1,1
Radil,1,1
Tank,1,1
Peli1,1,1
Ube2h,1,1
Bms1,1,1
Fbxo9,1,1
Alg2,1,1
C2cd5,1,1
Tac1,1,1
Polr2c,1,1
Klhl13,1,1
Emc4,1,1
Ermp1,1,1
Dexi,1,1
Rpl30,1,1
Jmy,1,1
St13,1,1
Abcc4,1,1
Cttn,1,1
Nfs1,1,1
Eid2b,1,1
Ddx21,1,1
Alg12,1,1
Gm9801,1,1
Ercc3,1,1
Fbxl3,1,1
Gpr162,1,1
Arpc5,1,1
Ap2a1,1,1
Ncapd2,1,1
Mrpl20,1,1
Rnf168,1,1
Gm6277,1,1
Abca8b,1,1
Pcgf6,1,1
Psd,1,1
Hook3,1,1
Ctnna3,1,0
Cachd1,1,1
Ptbp2,1,1
Akr1a1,1,1
Zmiz1,1,1
Opa3,1,1
Ddr1,1,1
Ccdc127,1,1
Ywhag,1,1
Srp14,1,1
Rmdn1,1,1
Rrs1,1,0
Exd2,1,1
M6pr,1,1
Exoc4,1,1
Tmem87b,1,1
Arhgap17,1,1
Taok1,1,1
Gdpd1,1,1
Alg9,1,1
Kifc2,1,1
Ppp1r1a,1,1
Drg1,1,1
Rps3a1,1,1
Nab1,1,1
8030462N17Rik,1,1
Vdac3,1,1
Sec61a1,1,1
Hnrnph3,1,1
Cerk,1,1
Gm15446,1,1
Yipf6,1,1
Hdx,1,1
Dcp1b,1,1
Prkaa2,1,1
Cisd1,1,1
Ttc32,1,1
Zfp260,1,1
Scamp3,1,1
Nxpe3,1,1
Raly,1,1
Fads3,1,1
Zfp821,1,1
Ndufv3,1,1
Emc8,1,1
Gm13684,1,1
Taf2,1,1
Acss3,1,1
Ankzf1,1,1
Iqsec1,1,2
Klhl2,1,1
Maz,1,1
Cry2,1,1
Papola,1,1
Rab24,1,1
Eps8,1,1
2900093K20Rik,1,1
Snx24,1,1
Notch2,1,1
Rasgrp1,1,1
Frmd6,1,1
Idh3b,1,1
Kdm3b,1,1
Gpr156,1,1
Slc39a14,1,1
Ptpn3,1,1
Parp1,1,1
Dstyk,1,1
Rptor,1,1
Ctdp1,1,1
Col4a5,1,1
Tpp1,1,1
Vcl,1,1
Map2k7,1,1
Plekhh2,1,1
Cxxc1,1,1
Flna,1,1
Pacs2,1,1
Trp53bp1,1,1
Ppp3cb,1,1
Rgs4,1,1
Aldh6a1,1,1
Slc16a1,1,1
Commd10,1,1
Ube2j2,1,1
Gpi1,1,1
Ddx47,1,1
Thbs3,1,1
Sfpq,1,1
Ube2d1,1,1
Cltb,1,1
Hyou1,1,1
Pdcd11,1,1
Actr1b,1,1
Phospho2,1,1
Lamtor4,1,1
Ubl5,1,1
Top1,1,1
Nit1,1,1
Spice1,1,1
Arl6ip5,1,1
Mapre2,1,1
Nol8,1,1
Snrpf,1,1
Snx2,1,1
Mrfap1,1,1
Cog1,1,1
Rhbdd3,1,1
Rab10os,1,1
Becn1,1,1
Stmn3,1,1
Cnnm2,1,1
Osbpl8,1,1
Atf7,1,1
Rsl24d1,1,1
Adora1,1,1
Bcas1,1,1
Aacs,1,1
Tmem175,1,1
Dusp3,1,1
Tmem164,1,1
Brd3,1,1
Stk16,1,1
2610021A01Rik,1,1
5031439G07Rik,1,1
Polr3gl,1,1
Fbxl20,1,1
Mgat2,1,1
Fam216a,1,1
Rpl17,1,1
Msl2,1,1
Wdr25,1,1
Slc16a2,1,1
Cox19,1,1
Arl1,1,1
Psma6,1,1
Ppp2r2c,1,1
Vsnl1,1,1
Esrra,1,1
Ppm1b,1,1
Oat,1,1
Ppm1d,1,1
Tmem129,1,0
Fyn,1,1
Fntb,1,1
Pgk1,1,1
Sycp2,1,1
Rpl10,1,1
Pofut1,1,1
Ulk2,1,1
Tgfbr3,1,2
Dph3,1,1
Ahsa2,1,1
Mrps33,1,1
Srgap2,1,1
Rhoa,1,1
Dnajb2,1,1
Arpc2,1,1
Cox7b2,1,1
Kcnn3,1,1
Ampd2,1,1
Mcoln1,1,1
Uqcr10,1,1
Papolg,1,1
Ist1,1,1
Ccdc162,1,1
Osbp2,1,1
Gm11084,1,1
Phtf1,1,1
Rps17,1,1
4930544I03Rik,1,1
Enpp5,1,1
Gdi1,1,1
Pigx,1,1
Otulin,1,1
Nudt21,1,1
Kif21b,1,1
Fgd1,1,1
Acer3,1,1
Cul3,1,1
Dip2b,1,1
Mcm3ap,1,1
Fam193a,1,1
Xpo7,1,1
Ercc6l2,1,1
Map7d2,1,1
Igsf8,1,1
Mif4gd,1,1
Ncoa6,1,1
Hcfc1r1,1,0
Rpl32,1,1
Cers2,1,1
Cd2ap,1,1
Rab31,1,1
Atxn3,1,1
Pip5k1c,1,1
Pmm1,1,1
Nup205,1,1
Sult4a1,1,1
Cltc,1,1
Celsr2,1,1
Rpl24,1,1
Yae1d1,1,1
Snhg12,1,1
Oxa1l,1,1
2900052L18Rik,1,1
Klhl11,1,1
Ercc2,1,1
Heatr3,1,1
Sp4,1,1
Rab6a,1,1
Cyp2d22,1,1
Kin,1,1
Lsm8,1,1
Azin1,1,1
Jade1,1,1
Mgll,1,1
Sbno2,1,1
Ipo11,1,1
2810021J22Rik,1,1
Ube2q1,1,1
Fyco1,1,1
Abcc5,1,1
Hexb,1,1
Pld2,1,1
Tgoln1,1,1
Swt1,1,1
Egln1,1,1
Commd3,1,1
Fig4,1,1
Brinp2,1,1
Mrpl51,1,1
Abcf2,1,1
Pdcd10,1,1
Pus7,1,1
Fam214a,1,1
Lin7c,1,1
Leprot,1,1
Dhx57,1,1
Osbpl6,1,1
Mtm1,1,1
Impad1,1,1
Nek7,1,1
Usp19,1,1
Zfp579,1,1
Nt5c3b,1,1
Zfat,1,1
Pkn2,1,1
Camsap2,1,1
Chchd6,1,1
Wdr37,1,1
Nyap2,1,1
Arl5b,1,1
Uvrag,1,1
Ccnc,1,1
Gm15246,1,1
Rps15a,1,1
Taok2,1,1
Slc22a4,1,1
Syn3,1,1
Prdm11,1,1
Id4,1,1
Vash1,1,1
Pum1,1,1
Gm10076,1,1
Zmym1,1,1
Fads1,1,0
Emc6,1,1
Gga1,1,1
Gcc2,1,1
Tmem39b,1,1
Fam151b,1,1
Chst1,1,1
Snx10,1,2
Rnf44,1,1
Adamts16,1,1
Khdrbs3,1,1
Lonrf3,1,1
Tcp1,1,1
Notch3,1,1
Arl8a,1,1
Pfkfb4,1,1
Matr3,1,1
Mogs,1,1
Mro,1,1
Nsmce1,1,1
Abhd8,1,1
Klhl24,1,1
Klhl18,1,1
Dph7,1,1
Rtn4ip1,1,1
Parp12,1,1
Acsbg1,1,1
Suclg1,1,1
Dynlrb1,1,1
Uba5,1,1
Cpsf3,1,1
Mvk,1,1
6430548M08Rik,1,1
Cnppd1,1,1
Txndc9,1,1
Guf1,1,1
Nedd4,1,1
Wdr73,1,1
Psmc5,1,1
Gm26672,1,1
Tmem218,1,1
Ecsit,1,1
Trmt6,1,1
Fbxw5,1,1
Armc8,1,1
Zfp457,1,1
Usp25,1,1
Dld,1,1
Plekhj1,1,1
Rps26,1,1
Lss,1,1
Antxr2,1,1
Itpr2,1,1
Fcho2,1,1
Bcr,1,1
Ormdl2,1,1
Vdac2,1,1
Twistnb,1,1
Zfp568,1,1
Caprin1,1,1
Ypel3,1,1
Zfp934,1,1
Synj1,1,1
Dnttip1,1,1
Il18,1,1
B4galt3,1,1
Rps3,1,1
Sirt3,1,1
Usp32,1,1
Pon2,1,1
Rnf167,1,1
Sqstm1,1,1
Arel1,1,1
Gm10037,1,1
Stpg2,1,1
Gm14391,1,0
Mcl1,1,1
Smim20,1,1
Trim28,1,1
Erap1,1,1
Cog7,1,1
Rab11b,1,1
Wasf2,1,1
Echdc1,1,1
Serp1,1,1
Atxn10,1,1
Sin3b,1,1
Nufip2,1,1
Dpagt1,1,1
Ndufb9,1,1
Olfm3,1,1
Gapvd1,1,1
Grn,1,1
Ankmy2,1,1
Lrrc9,1,1
Gm15564,1,1
Tet1,1,1
Srsf1,1,1
Mrpl30,1,1
Slc25a51,1,1
Tnks,1,1
Atp2c1,1,1
Zmym5,1,1
Nudt2,1,1
Atp5j2,1,1
Ogfod1,1,1
Bmp2k,1,1
Lsm12,1,1
Isca1,1,1
4930512B01Rik,1,1
Kctd21,1,1
Naa38,1,1
Rab8a,1,1
Cux2,1,1
Iqsec2,1,1
Bckdhb,1,1
Sv2a,1,1
Klhl15,1,1
Szrd1,1,1
2410006H16Rik,1,0
Psmd5,1,1
Snapin,1,1
Fkbp8,1,1
Heca,1,1
Dlg4,1,1
Crtc3,1,1
Bcl2l13,1,1
Ddx1,1,1
Pcdhb17,1,1
Pik3r4,1,1
Zfp664,1,1
Zcwpw2,1,1
2700069I18Rik,1,1
Mis12,1,1
Klf8,1,1
Mgst3,1,1
Fam135a,1,1
Vbp1,1,1
Senp6,1,1
Mettl4,1,1
Ndrg4,1,1
2810001G20Rik,1,1
Alg13,1,1
Prox1,1,1
R3hdm4,1,1
Hibch,1,1
Ap3m1,1,1
Golm1,1,1
H1f0,1,1
Zgpat,1,1
Ccl25,1,1
Foxo3,1,1
Gm17655,1,1
Pard6g,1,1
Calm3,1,1
Tspan12,1,1
Msrb3,1,1
Rpl21,1,1
Lztr1,1,1
Atp6v1d,1,1
Ptgds,1,1
Ccdc174,1,1
Alpk1,1,1
Hk1,1,1
D1Ertd622e,1,1
Fam114a2,1,1
Uimc1,1,1
Rps11,1,1
Rps4x,1,1
Tprgl,1,1
Camkv,1,1
Bcs1l,1,1
Sept2,1,1
Ndufa2,1,0
Uhrf2,1,1
Clic4,1,1
Calu,1,1
Cpped1,1,1
Cdk17,1,1
Stk35,1,1
Med24,1,1
Gm17750,1,1
Prdm2,1,1
Cic,1,1
Edem1,1,1
Atp13a2,1,1
Rsl1d1,1,1
Eef1a1,1,1
Nde1,1,1
Nphp1,1,1
Hint1,1,1
Arhgef37,1,1
BC052040,1,1
Slc2a1,1,1
Zbtb10,1,1
Ccdc167,1,1
Stk19,1,1
Pdcd5,1,1
Tatdn3,1,1
Rps6kc1,1,1
U2af1,1,1
Pus3,1,1
Mterf4,1,1
Ehmt1,1,1
Lpcat1,1,1
Clec16a,1,1
Ogfrl1,1,1
Zfp276,1,1
Grk6,1,1
Rpl5,1,1
Prmt2,1,1
Zbtb4,1,1
Rb1,1,1
Entpd5,1,1
Ibtk,1,1
Limd1,1,1
Elavl3,1,1
Itfg2,1,1
Gm29237,1,1
Mia3,1,1
Tob1,1,1
Cdh11,1,1
Slx4ip,1,1
Tmem259,1,1
Edc4,1,1
Pdzrn4,1,1
Cnpy2,1,1
Rundc3a,1,1
Snrnp40,1,1
Rhoj,1,1
Lman2,1,1
Kctd6,1,1
Mnat1,1,1
Ssh1,1,1
Mrps18a,1,1
Gm14325,1,1
Fer,1,1
Wdr1,1,1
Ginm1,1,1
Bri3bp,1,1
Dph6,1,1
Gpx4,1,1
Dbn1,1,1
Sar1b,1,1
Hddc2,1,1
Morf4l1,1,1
Marcks,1,1
Hey1,1,1
Zfp131,1,1
Trp53inp2,1,1
Rps6ka3,1,1
Eif2s3x,1,1
H3f3b,1,1
Sin3a,1,1
Rpl29,1,1
Pla2g15,1,1
Crls1,1,1
Gm11508,1,1
Tnfrsf19,1,1
Dnajc13,1,1
Nop9,1,1
Mthfsd,1,1
Tmem9,1,1
Snx25,1,1
Fbxo7,1,1
Ddrgk1,1,1
Man2c1os,1,1
Nrbp1,1,1
Slc39a1,1,1
Hps5,1,1
Crip2,1,1
Fgd4,1,1
Rars2,1,1
Lamc1,1,1
Ankrd44,1,1
Itga7,1,1
Bet1,1,1
Ppp2r3a,1,1
Kif13b,1,1
Mpped2,1,1
Trim17,1,1
D11Wsu47e,1,1
Fstl4,1,1
Rtkn,1,1
Ccdc57,1,1
Pak1ip1,1,1
Zfp869,1,1
Mfsd11,1,1
Nif3l1,1,1
Mff,1,1
Ssr4,1,1
Prmt7,1,1
Gtf2b,1,1
Gm26782,1,1
AI413582,1,1
Lrp8os2,1,1
Zbtb46,1,1
Tdp1,1,1
Trappc10,1,1
Fbxo31,1,1
Cyp4f17,1,1
Sipa1l2,1,1
Agpat5,1,1
Ambra1,1,1
Slc37a3,1,1
Stx1a,1,1
Fads6,1,1
Fmr1,1,1
Gabra4,1,1
Tbc1d24,1,1
Rpsa,1,1
P4ha1,1,1
Lrch1,1,1
Tdrd7,1,1
Capn2,1,1
Foxn2,1,1
Pias3,1,1
Ncbp2,1,1
Rsph10b,1,1
Ift27,1,1
Ppp2r2a,1,1
Rps20,1,1
Zfp715,1,1
Plscr4,1,1
Upf2,1,1
Mical2,1,1
Wwc2,1,1
Gemin2,1,1
Adprm,1,1
Map1lc3a,1,1
Ccdc92,1,1
Gm8098,1,1
1700025G04Rik,1,1
Zfp952,1,1
Pisd,1,1
Ssrp1,1,1
Gm14966,1,1
Tipin,1,1
Bsdc1,1,1
Mmadhc,1,1
Spire1,1,1
Nup155,1,1
AW047730,1,0
Sec61g,1,1
Airn,1,1
Lcor,1,1
Ube2i,1,1
Rexo4,1,1
Pfn1,1,1
Pdcd4,1,1
Gsr,1,1
Gripap1,1,1
Rbbp4,1,1
Eif2s1,1,1
Sltm,1,1
Snx21,1,1
Ywhab,1,1
Lsm14a,1,1
Vps8,1,1
Chkb,1,1
Fbf1,1,1
Ust,1,1
Ubxn6,1,1
Tm9sf4,1,1
Nhlrc2,1,1
Tmed7,1,1
Necap2,1,1
Tra2b,1,1
Map3k5,1,2
Josd2,1,1
Pced1b,1,1
Ttc21b,1,1
Ccdc148,1,1
Ttc7,1,1
Maoa,1,1
Trappc3,1,1
Fance,1,1
Slc26a8,1,1
AI987944,1,1
Btrc,1,1
Aptx,1,1
C230037L18Rik,1,1
Epm2a,1,1
Thy1,1,1
Sox4,1,0
Fam207a,1,1
Ikbkb,1,1
Rgs12,1,1
Dgcr6,1,1
Rapgef3,1,1
Eif2ak3,1,1
Fam49a,1,1
Plxnb2,1,1
Tmco3,1,1
Zfp354a,1,1
Hspbap1,1,1
Polr1d,1,1
Camkk2,1,1
Sox9,1,1
Cep19,1,1
Dvl3,1,1
Fxr1,1,1
Rpl4,1,1
Lyn,1,1
Dnajc15,1,1
Dmwd,1,1
Aig1,1,1
Dapk1,1,1
Ssr2,1,1
Cnih2,1,1
A730017L22Rik,1,1
Nkiras1,1,1
Mrpl43,1,1
C030037D09Rik,1,1
Bicc1,1,1
Mrpl27,1,1
Mms22l,1,1
Polg,1,1
Sass6,1,1
Ankle2,1,1
Rnf187,1,1
Igfbp5,1,1
Dnajb9,1,1
Keap1,1,1
2700097O09Rik,1,1
Dhx9,1,1
Bbs12,1,1
Acaa2,1,1
Lin9,1,1
Gtf2ird1,1,1
Ranbp1,1,1
Polr3c,1,1
Spsb1,1,1
Pnmal1,1,1
N4bp1,1,1
Tmbim4,1,1
Mpzl1,1,1
Prkacb,1,1
Fam222b,1,1
Pex6,1,1
Ndufs8,1,1
Cfdp1,1,1
Fhdc1,1,1
Trim39,1,1
Slc25a40,1,1
Med20,1,1
Map3k1,1,1
Exosc3,1,1
Rab36,1,1
1110059E24Rik,1,1
Cdh4,1,1
Nsun6,1,1
Penk,1,1
Acp2,1,1
Ostm1,1,1
Cln3,1,1
Atg7,1,1
Msl1,1,1
Mrps26,1,1
Smarcd3,1,1
Ptpmt1,1,1
Spg20,1,1
Plk2,1,1
Rufy2,1,1
Zbtb24,1,1
Txn1,1,1
Rev1,1,1
Pinx1,1,1
Nicn1,1,1
Endod1,1,1
Cyp20a1,1,1
Efcab14,1,1
Minpp1,1,1
Dhx38,1,1
Zbtb11,1,1
Prr13,1,1
Clip3,1,1
Smn1,1,1
Lpin2,1,1
Rell1,1,1
Ammecr1l,1,1
Ltbp3,1,1
Pcp4,1,1
Cnot2,1,1
St3gal5,1,1
Luc7l,1,1
Jagn1,1,1
Atg4a,1,1
Coq10b,1,1
Arhgef1,1,1
Tcf3,1,1
Traf6,1,1
Nadk,1,1
Ttll11,1,1
Il17rd,1,1
Zzef1,1,1
Ciapin1,1,1
Pomt2,1,1
Mettl21a,1,1
Acvr1,1,1
Grpel2,1,1
Ndufs5,1,1
Baz2a,1,1
Gm4221,1,1
Tsen34,1,1
Syf2,1,1
Ppp2r2d,1,1
Pdk3,1,1
Pitrm1,1,1
Ppdpf,1,1
Arhgap44,1,1
Usp33,1,1
Echs1,1,1
Vkorc1,1,1
Mapk1,1,1
Gm15813,1,1
Mlh1,1,1
Plek,1,1
Med13,1,1
Tmem246,1,1
Gm15336,1,1
Psmc6,1,1
Arl6ip4,1,1
Psmd2,1,1
