,DEG
Mapk11,1
Sav1,1
Pdzd2,0
Ppia,0
Cul3,1
Atp1b1,0
Supt3,0
0610012G03Rik,0
Narf,1
Ptar1,0
Shc2,0
Erp44,1
Gm28379,0
Gm15608,1
Meg3,2
Lrsam1,1
Rplp1,0
Shisa7,0
Scaf4,1
Junos,0
Cdk16,0
Edem2,1
Tnr,0
Sept3,0
Celf4,2
Rab2b,1
Nomo1,0
Arhgap20os,0
Nagk,1
Tox,2
Kmt2d,0
Dpm1,0
Prkra,1
Ar,1
Snhg3,0
Rpl30,0
D930016D06Rik,1
Mrfap1,0
Adam11,0
Grina,0
Rnf114,0
Tsr2,1
Sh3bgrl3,0
Ap2m1,0
Rnf115,0
Pnmal1,0
Ints9,1
Pcyt2,2
Zfp952,0
Cblb,0
Cwc22,1
Cdyl2,1
Sipa1l2,0
Hnrnpa3,0
AW209491,1
Atp1a1,0
Tmem14a,1
Slc35f6,0
Rab22a,1
Tmem33,0
A230077H06Rik,0
Hnrnpa0,0
Ccdc112,1
Yipf3,1
Gnaq,1
Myh9,0
Crkl,1
Tpk1,1
Rexo4,1
Kctd20,0
Ninl,1
Tmem170b,0
Zfp618,1
Dkc1,1
Zfyve16,0
Col19a1,0
Usp50,0
Ube2a,1
Zfp882,1
Gad1os,1
Tlk1,1
Arhgef28,0
Ildr2,0
Ap3m2,1
Adnp,1
Cenpv,1
Zfp174,1
Fat4,0
Incenp,1
Zfp846,0
Eno1,1
Rps3,0
Zmpste24,1
Nap1l5,0
Moxd1,0
Fbxo28,0
Pter,0
Map3k7,1
Edil3,1
Cdip1,1
Marcks,0
Mrpl42,0
St7,1
Agbl4,2
Il16,0
Psma5,1
Gm12064,1
Mthfd1l,1
Sorcs3,2
Tmem167b,0
Gnl3,0
Fn3krp,0
Vav3,1
Agap2,2
Ppif,0
Azin2,1
Puf60,0
Ankrd33b,1
Glb1,1
Lysmd4,0
Cct5,0
Mapkbp1,1
Rbm27,1
Rnf149,0
Tsc22d2,0
4930512B01Rik,0
Pcyox1,1
Zik1,1
Gars,1
Fastk,1
Btbd3,0
Yme1l1,1
Rpl32,0
Mid1,0
Ptprg,0
P2ry14,0
Pard3b,0
Cdh7,1
Ank,1
Hexim1,1
Grb10,2
Sirpa,1
Vps4a,1
2610001J05Rik,0
3830406C13Rik,0
2610020C07Rik,0
Mad1l1,0
Jph1,0
Gria4,2
Pcgf2,1
6720489N17Rik,1
Plekhg3,1
Dtymk,0
Spen,0
Mpp3,0
Camk2a,1
Cdc16,1
Sap30l,1
Slc25a25,0
Dusp19,0
Anp32b,0
Gls,1
Wdr17,1
Csde1,1
Cox6c,0
E130304I02Rik,1
Eda,0
Pip4k2a,0
Lzic,1
Slc7a8,0
Zfp365,0
Ddost,0
Ift20,1
Sfpq,1
Atp5k,0
Sema5a,0
Ndufa12,0
Lztr1,2
Srsf2,0
Sptssa,1
Ankrd46,0
Ip6k2,0
Rev3l,1
Wdr91,1
Lhx2,1
Tmem50b,0
Drap1,1
Nt5c3,0
Pcdhga7,1
Tra2b,1
Nudt11,0
Rpl24,0
Dhfr,1
Dnah5,1
Brca2,1
Txndc5,1
Mipol1,1
B230208B08Rik,0
Prrt3,1
Gpr12,0
Nme1,0
Zfp119a,1
Gm21798,0
Creld2,1
Mfsd11,1
Morn2,1
Camk2n1,1
Oard1,1
Ndufv3,1
Rpl37a,0
Rabggta,1
Zfand2a,1
Zfyve28,0
Ube2n,1
Aasdhppt,0
Btbd7,1
Glt1d1,1
Eml6,0
Gnb4,0
Grpel2,0
Gnb5,1
Git2,1
1700084C06Rik,0
Cpeb3,1
Zfp1,1
Ccser2,1
4930447C04Rik,2
Cyth1,1
Cpped1,0
Mob3b,1
Kat6b,1
Fam160b1,0
Cep131,1
Zfr,1
C030034I22Rik,0
Dlg1,1
Rab11a,0
Chadl,1
Ndufb9,0
Lrrtm3,1
Actl6a,0
1700086O06Rik,0
Fbxl19,1
Picalm,1
Slc22a23,1
Clstn2,1
Zcchc17,0
Siva1,0
Ern1,1
Ap3b1,1
Ppox,1
Txn2,1
Mrps33,0
Zfp827,1
Hinfp,1
Cant1,0
Gnl2,0
Mtmr10,0
B3gntl1,0
Tmem151b,1
Kat6a,1
Faf2,0
Ddx18,1
Slc45a4,0
Robo3,0
Pla2g4e,0
Timm10b,0
Gm15577,0
Gm9925,0
Hecw2,2
Klhl23,0
Ldlrad3,0
Gm4673,0
Tsnax,0
Zkscan1,0
Pex19,1
Adamts18,0
C530008M17Rik,0
Acsl6,0
Hs6st2,1
Hsp90aa1,0
Kin,1
Thsd4,1
Slc2a6,1
Ap3m1,0
Zfp248,0
Zfp26,0
Rab9b,1
Angptl1,1
Nsun6,0
Psmd6,0
Setbp1,1
Galnt1,0
D10Wsu102e,0
Zxdb,0
Saraf,0
Stk24,1
Cdkl1,0
Trmt10b,1
Ccdc15,1
Syvn1,1
Lmo1,0
Zfp689,1
6820408C15Rik,1
Gm14325,0
Ppp6r2,1
Myo19,1
Kcna4,0
Shank2,1
Arl6ip6,0
Fam53c,1
Zfp777,0
Rad50,1
Os9,0
Ccdc171,1
Gps2,1
Vps29,0
Cnih2,0
Rgmb,1
Gnb1l,1
Tsr3,1
Uimc1,1
Coro7,0
Vwa3b,0
Itga11,0
Lonrf2,0
Epha5,1
Pomgnt2,0
Fcho2,2
Ggact,0
1110065P20Rik,0
Mrps34,0
1810026B05Rik,1
Ncor2,0
Grk4,1
1700093J21Rik,1
Elof1,0
Hdac4,1
Pex13,0
Gatb,0
Hgsnat,0
Zdhhc2,0
Rel,1
Cpne9,1
Cbx4,1
Tmem246,1
Snrnp27,1
Ndufb4,0
Ppp1r15b,0
Gtf2a2,1
Mrto4,1
Snrpa,1
Trappc5,1
Sept8,0
Lrrfip1,1
U2af1l4,1
Pcdh20,0
Tomm22,0
Cdh11,0
Gm26839,1
Fgd4,1
Rps14,0
Pcbd2,0
Bmp1,1
Slc38a1,1
Pop1,0
Flna,1
Sec14l2,0
Enpp2,1
Tmem132d,2
Mbd4,1
Lifr,0
Wbp1,1
Ercc1,1
Gm11973,1
Gnpda1,1
Sema4b,1
Tspan12,0
Ints1,1
Arsj,0
Ndc1,0
Nipbl,1
C1qbp,1
2810001G20Rik,1
Asna1,1
Kdm4a,1
Gpc1,0
Gabarapl2,0
Gm20457,1
Wars,1
Scn1b,0
Gm20629,2
Pycr2,1
Ccdc91,0
Nceh1,0
Eef1g,0
Gas2,1
Sycp2,1
Gm16126,1
Tmbim4,1
Xrcc6,0
Dbr1,1
Tunar,0
Cpeb4,1
Begain,1
Galk2,1
Zdhhc9,0
Bcas3os1,0
Ric1,0
Atp5g2,0
Hpcal4,1
2310011J03Rik,0
Ocel1,1
Tab3,1
Acta1,1
Hmox2,0
Nbr1,1
Map4k4,0
Fig4,1
Rps5,0
Ilkap,0
Atp2b2,0
Cbfb,1
Sys1,0
Zfp39,1
Ppm1l,0
Atp6v0a2,1
Tmem132a,0
Adipor1,1
Aggf1,1
Cyth3,0
Aprt,1
Lin9,1
Arl6ip4,1
Gt(ROSA)26Sor,0
Sema3e,0
Scpep1,1
Ube2w,1
Lgi1,1
Cdk19,1
Lrrc51,1
Tgfbr2,1
Srp19,0
Tada3,1
Vgll4,1
Pcdhb17,1
Foxn3,0
Adrb1,1
Rundc1,0
Cnp,0
Grin2b,1
Wdr77,0
Fads1,1
Zfp317,0
Grk5,1
Ascc1,1
Nell1,1
Btf3l4,0
Crebzf,0
Trappc11,1
Wdr83os,0
Phf23,1
Zfp2,0
Trmt10a,1
Tmem126a,0
Sphkap,0
Matn2,0
Ecm2,0
Rbm12b2,0
Gpr68,0
Fam3a,1
Ppp2r1b,1
Cab39l,2
Nkain1,0
Nemf,2
Atp5h,0
Ddit4,0
Pdyn,1
Tmem208,0
Setd4,0
Zfp652,1
Ngrn,0
Myadml2os,1
Fgf9,0
Htr4,0
Gpc3,1
Abhd14b,1
Slc38a9,1
Dctn3,0
Gm13844,1
Fbxo44,1
St8sia3os,0
Pclo,1
Gm16189,0
Rps23,0
Zfp131,0
4632427E13Rik,1
Zdhhc23,0
Smc3,1
Rap1a,1
Smg5,1
Zfp955a,0
Atad3a,1
Zfp780b,1
Stx7,0
Mroh7,1
Tsga10,0
Prkcb,1
Atp6v0e,1
Pigb,1
Ypel5,0
Slc4a7,0
Cbwd1,1
Net1,0
Prox1,0
Cdk7,1
Frmd5,1
Kif18a,1
Gda,0
Ddx47,1
Chst11,0
Usp12,0
Timm17a,0
Zfp68,0
Enc1,0
Phip,1
Gpd1l,1
Wdtc1,1
Rab5a,1
Sertad4,0
Hspbp1,0
Rbm45,1
Timp3,0
Zfp580,1
Prpf19,0
Abcc4,1
Mical3,1
Rbm25,2
Bcl6,0
Fbxo30,1
Morn4,1
Pptc7,1
Astn1,1
Rtca,1
Gm12592,1
Tmem231,1
Mpp2,1
Pcnx,1
Tbc1d17,1
6720427I07Rik,1
Fbxo45,1
Psma4,0
Gm26749,0
Snw1,1
Mgst3,1
Manea,1
Shisa9,0
Vti1a,1
Thap2,1
Aqp11,0
Prpf38a,1
Ica1l,0
Tmem132e,1
Gm26827,0
Sharpin,0
Abcc1,0
Rnaseh2b,1
Malsu1,0
A330008L17Rik,1
Eif4g1,1
Tmx4,0
Ppip5k2,1
Rps19,0
Ephb2,0
Acsl3,0
Lsm8,0
Ptpn11,0
Dnajc9,1
Atp6v0a1,1
Sgcd,2
Trak1,0
Snrpa1,1
Cobll1,1
9530068E07Rik,0
Cbfa2t3,0
Zbtb1,0
Mrpl12,0
Cript,1
Mgat4c,2
Sorl1,0
Elk3,1
Sel1l3,2
2310039H08Rik,0
Gm17202,0
Med12,1
4632404H12Rik,1
Rian,2
Acot7,0
Tbcd,1
Zscan18,0
Lbr,0
Pla2g7,1
Cep290,1
Rab3gap2,1
Rasa3,1
Epm2a,0
Mrpl1,1
Creb3l2,1
Palmd,0
2810029C07Rik,0
Mrps16,0
Colgalt2,1
Uchl3,0
Sirt2,1
Spcs2,0
Gm27010,1
Snhg4,0
Shroom2,0
Snhg9,2
Pigo,1
Zmym4,1
Mpi,1
Jade2,1
Stmn2,0
Ankzf1,1
Mkx,0
Tasp1,1
Hint1,0
Slx1b,1
3010001F23Rik,0
Ncald,0
Smc4,1
Smarcal1,1
Ccdc47,0
Fbrsl1,1
Atg9a,0
Zfp763,1
AY036118,0
Cspg5,1
Cpsf6,1
1110019D14Rik,1
Rpa1,1
Traf3ip2,0
Nek4,1
Dlgap3,1
Zfp955b,1
Nme4,1
Dmd,2
Acbd5,1
Slc12a2,1
Ptpmt1,0
Zfp930,1
Mdga1,1
Oaz2,0
Sf3a1,0
Far1os,0
Prdm11,0
March3,2
Spon1,0
Prpsap2,1
Tm2d3,0
Dynll1,0
Klhl9,0
Ppp2r1a,0
Akap8l,2
Fndc3a,1
Ccdc167,0
Crlf3,1
Znrf2,0
0610040F04Rik,1
Lin37,1
Ift57,0
Gm16794,1
Vdac1,0
Pip4k2c,1
Decr2,1
Bach2,0
Zfp568,1
Mrpl23,0
Tnpo3,1
Ndufa4,0
Angel2,1
Map3k4,0
Sorcs1,1
Sirt3,0
Ankrd13c,1
Ccdc134,0
Sec11c,0
Irak1,1
Apip,0
2610316D01Rik,1
Lcorl,0
Matn4,0
Ssna1,0
1700019D03Rik,1
Gas8,1
Rpusd1,1
Pi4ka,1
Pcgf6,1
Alg2,0
C130060C02Rik,0
Prox1os,0
Stk19,1
Zfp958,0
Fam149b,0
Rab31,1
Cnot2,1
Atg3,1
Btbd9,1
Ssr2,0
AI480526,0
Sergef,1
Med10,1
Tcea2,1
Tmem186,1
AU040320,1
Ccdc77,1
Slc3a2,1
Rp9,1
Pde7a,0
Txndc17,1
Pola2,1
Kcnq2,1
Elovl2,1
Zfp449,1
Srebf1,1
Zkscan6,1
Fut9,1
Ppp1cb,1
Trim3,0
Zfp944,0
Bnip1,1
Crcp,0
Chsy1,0
Tmem167,1
Srp68,1
Pinx1,0
Cyc1,0
Cpa6,2
Cox8a,0
Arl6ip1,0
Wrb,1
Scn9a,0
Bckdha,1
Npy1r,0
Nipal2,2
Pex16,1
Slc29a4,0
Fgfbp3,1
Rfxap,1
Rint1,0
Dpf3,0
Rnft1,0
E230001N04Rik,0
Tob1,0
Gm11520,1
Foxo6,0
Preb,0
Twf2,1
Gm16083,1
Tmem8b,1
Gm28375,0
Shb,0
Lrrc61,1
Lrrn3,0
Nsmaf,1
Ets2,0
Crhr1,1
St8sia1,1
Dcdc2b,1
Pgrmc2,1
Rac1,0
Tars2,0
Zyx,1
E4f1,1
Ankra2,0
Clvs2,0
Plod2,0
Myl6,0
Tdrd7,1
Kcnmb4,0
Ankrd6,1
Vrk2,0
Aplf,1
Agrp,0
Taf9b,0
Cnn3,0
Asphd2,0
Ccl28,1
1700025G04Rik,0
Jrkl,1
Ptpdc1,0
Nup205,1
6430548M08Rik,0
Emc6,0
Szrd1,0
Josd1,1
Tbr1,0
Kcns2,0
Pmpcb,0
Adcy8,2
Atn1,0
Gm16183,0
Rplp0,0
Fkbp1a,1
Gm17750,0
Hsd17b4,1
Scg2,0
Gkap1,1
Bcl7c,1
Lmo2,1
Rtn4rl1,1
Ubxn11,0
Oscar,1
Lhfpl4,1
Gm10649,0
Ppfibp1,1
Arid2,1
Grm1,1
Gm14286,1
Tyw3,1
Pmvk,1
Sult4a1,0
Maml1,0
Dbndd2,1
Vps72,1
Ppib,0
Ubac2,0
Atp1b2,0
Pias1,1
Ranbp17,1
Cstf2t,0
Gng7,0
Adsl,1
Mipep,0
AI504432,0
Fasn,1
Dnajc19,0
Ubl5,0
Lyrm2,1
Pknox1,1
A430005L14Rik,1
Csnk1d,1
Thsd7b,0
Med12l,1
Gabpa,0
Myt1,0
Abca8b,1
Tmed7,0
Gm17484,1
Ing2,1
Pde6h,1
Ecd,1
Ccdc34,1
Pou6f2,0
Phb2,1
Dnah9,0
Lmbrd2,1
Rpe,0
Ebpl,1
Naa35,1
Rph3al,0
Hectd3,1
Ccpg1,1
Npdc1,0
Adcy2,1
Gm10130,1
Ybey,1
Uqcc1,1
Pigq,1
Homer1,1
Exo5,1
Rpap2,1
Faah,1
Clta,0
Mlh3,1
Clcc1,0
Slc30a6,1
Lmf1,1
Mat2b,0
Dnajc27,0
Sec24c,1
Mitd1,0
Slc39a1,1
Cnnm1,1
Epm2aip1,0
Mthfd2l,0
Ctbs,1
Gmps,0
Cfap20,1
Rgs8,1
Klhl18,1
Pla2g15,1
Cttn,0
Igf2bp3,0
Slit3,1
Slc48a1,0
Rpl13a,0
Obsl1,1
Pop7,0
6430550D23Rik,1
Ippk,0
Ddx50,1
Gm16278,0
Xrn2,1
Zkscan8,0
Parvb,0
Slc1a3,0
0610010F05Rik,1
Pex2,0
Spata2l,0
Naa25,0
Cpt1c,1
Pms2,1
Tspan14,1
Plekhh2,1
Odf2,1
Rnf103,1
Ppp2r3a,1
Ttc5,1
Lrrn2,0
Naa16,1
Gpaa1,1
Trim46,1
Ypel1,1
Vps37c,0
Naf1,0
Ccdc151,1
Crtc3,1
Mrps25,1
Pxmp4,1
Srsf5,2
Dgcr6,1
Zfp87,1
Efhc2,1
Dctn2,0
Dgat2,0
Nsmce4a,1
Stat5b,2
Npr2,0
Zfp78,1
Mcmbp,1
Eny2,0
Ddx27,1
Ndufaf7,1
Prcp,1
Rpp38,1
Lrrc40,0
Cd276,0
A230004M16Rik,0
Ppp2r5a,0
Mta3,1
Chn2,0
Ldha,1
Clstn3,0
Bcas2,1
Apobec4,0
Trib2,0
Cacna1c,0
1700112D23Rik,1
Ctsd,0
Klf9,0
Bzw1,1
Aste1,1
Snn,0
Rsph3b,1
Rpl28,0
Ntan1,1
Bcl9,1
Tdrd3,1
Lsm7,0
Pak6,1
Ap3s2,1
9530077C05Rik,0
Rnft2,0
Mettl2,1
Hey1,0
Zfp641,1
Psmd4,1
Ubxn8,1
Tamm41,1
Sumf1,0
Kctd4,0
Pak1ip1,1
Arf5,0
Nlgn1,1
Tiprl,1
Srsf9,1
Rph3a,0
Car12,0
Maml2,0
Gm17106,0
Rsf1os2,0
Nfatc2ip,1
Kcnn2,1
Asxl3,0
Atg12,0
Mapk1ip1l,1
Parp8,0
Zfp82,1
Stard13,1
Wrnip1,1
Pianp,1
Scrn3,1
Phactr2,1
Zfp280b,0
Yipf4,0
Rspry1,1
Fgf13,0
Hps4,0
Rcor3,0
Plagl1,1
Itpk1,0
Gtpbp10,1
Mrpl27,1
Ccdc32,1
Nptxr,0
Dus4l,0
Ptprq,1
Upf3a,0
Mn1,0
Dnajb14,0
Rnf168,1
Gm16552,0
Dzank1,2
Hcfc2,0
Gm13986,1
Nfat5,1
B9d1,0
Slc5a3,0
Fam53a,0
E2f5,1
Kcnq1ot1,2
Nt5e,1
Wrap53,0
Aig1,1
Ube2m,0
Hcfc1,0
Tacc2,0
Rock1,1
Vma21,0
Commd3,0
Creg2,0
Fstl5,0
Rmdn1,1
Htatsf1,0
Sh3pxd2a,1
Fech,0
Cotl1,0
Kifc3,1
Ttc7,1
Polr2g,0
Rps26,0
Poglut1,0
Sap30bp,0
Pfn2,0
Sh3kbp1,0
A530017D24Rik,1
Zfyve19,1
Dok6,0
Dse,1
Cnih3,0
Txndc9,0
Gm29170,1
Tbc1d8b,0
Cald1,0
Psmb7,0
Nsun7,1
Gm12296,0
Plxna4,0
Rraga,0
Fgf10,1
Lrrc29,0
Pdzd11,1
Mcm3ap,0
Cycs,1
Cpd,1
Slc35a2,1
Rpl19,0
Tulp3,1
Aimp1,1
Rpl6,0
Tmem135,1
Mob1a,0
Kcnc2,2
Tm9sf3,0
Cln5,1
Pspc1,1
Ikzf2,0
Noc2l,1
Idh3a,0
Dnajc4,1
Ripk2,0
Ralgapa2,1
Gatm,2
Zfp275,0
Lrch1,1
Zfp81,0
Ndufb8,0
Inpp5j,0
Nudt6,1
Fastkd1,0
Trnau1ap,1
Lrrc28,0
Stard3nl,0
Tmem234,0
Sf1,0
Lrrc4,0
Rps9,0
Asb11,0
Cryzl1,1
D430041D05Rik,0
Kcnk12,0
Acap2,1
Sparcl1,0
St8sia3,1
Rnf25,0
Notch2,1
Nudt4,0
Wdr41,0
Cpsf2,1
Mrpl55,0
Rad18,0
Spcs1,0
Cluh,1
Golga7b,1
Xrcc4,1
Cmtr1,1
Cox4i1,0
Cnbd2,1
Ano4,1
Gm15723,1
Lats1,1
Golm1,0
Pfdn5,0
Tdg,0
2900093K20Rik,1
Fbxw4,0
Map3k12,1
Zc3h3,0
Atp5j,0
Trafd1,0
Pls1,1
Acat2,1
Rilpl2,1
Ahr,1
Smad1,1
Zfp385b,1
Egf,1
Cacng2,1
Scn3b,0
Ss18l1,0
Tspan7,1
Gpr22,0
Atat1,1
Oscp1,0
Lars,1
Cebpzos,1
Kctd12,0
Rps10,0
Rpl41,0
Fam184b,0
Tnpo2,1
Olfm2,0
Tomm7,1
Yipf2,1
Rps12,0
Mars2,0
Mlf2,1
Trappc13,0
Epdr1,0
Parl,1
Atic,1
Cog1,1
Casc4,1
Nbeal1,1
Gm15738,0
Trim44,1
Fez1,0
Akirin1,1
Smco4,1
Trnt1,1
Grm8,2
Capn15,1
Dusp3,0
Commd6,1
Abl1,1
2900089D17Rik,1
Celf5,2
Stard9,1
Ptprn,1
Ganab,0
Il18,1
Spsb1,0
Bri3,0
Eef1b2,0
Btf3,0
Cstf2,1
Pafah1b1,1
Gm19967,1
Gm26981,0
Pigg,0
Mvb12b,0
Cap1,1
Tmem9b,0
Eif3a,1
Rims4,1
2610021A01Rik,0
Yaf2,0
Rsf1os1,0
Ddx41,1
Acvr2a,0
Msi2,2
Stx6,1
Arpc5l,0
Morc4,0
Cyb561a3,0
Glod4,1
Rnf112,2
Rabac1,0
Cd163l1,1
Taf11,1
Extl3,1
Sec23b,1
Miat,1
Zfp934,2
Nrgn,0
Phldb1,1
Vamp3,1
Trip11,1
Ubqln4,0
Tab1,0
Mmp17,0
Harbi1,1
Sfxn2,1
Slc22a14,1
Med27,1
Zc3h4,1
Ranbp6,0
Neurod2,1
Filip1l,0
Gm6710,1
Grik1,1
Mybl2,1
Mmaa,0
Ctcf,1
Ndufa11,0
E130309D02Rik,1
Hexa,1
Gm13791,1
Rasa2,1
Ablim2,2
Rin1,0
Pkd2l2,0
Gm28791,1
Fam168b,0
Ankrd10,1
Ina,0
Ptpn5,2
Gm16068,1
Luzp2,1
Ncl,0
AI593442,0
Rps28,0
Rdh13,1
Gm10855,0
Trim33,1
Mms19,1
Kansl1,1
Klhdc4,1
Gm14391,0
Phactr3,0
Pkd1,1
Sco2,0
Ldhb,1
Wdfy2,1
Dcun1d4,0
Slc31a1,1
2700062C07Rik,1
Zfp597,0
Mcu,0
Gm15680,0
Xpnpep1,0
Prr7,0
Lama2,2
Psap,0
Pdxk,1
Gsk3b,1
Gm17227,0
Sde2,1
Thap3,1
Lrfn2,0
Mast2,1
Use1,1
2810021J22Rik,1
Maea,1
Vps26b,0
Tmub2,0
Panx1,1
Orc5,1
Mttp,1
Hnrnpll,1
Gm12689,1
Ccp110,1
Hibadh,1
Hmgb1,0
Trabd2b,0
Fundc1,0
Lgalsl,0
Rbm5,2
Mrps15,1
Vamp2,0
Tmem67,0
Fkbp5,1
Bcl7a,1
Mpdz,1
Ppp1r10,0
Rps3a1,0
Szt2,1
Psmb1,0
Rsph9,1
Esco1,1
Dtd1,0
Alad,1
Def8,1
Chmp4b,0
Bcas3,1
Wdr92,1
Lin28b,2
Ctxn1,0
Adss,1
Esd,0
Tuba1a,0
Arfgap2,0
Nme6,1
Txnl1,1
Irs1,0
Arhgap15,1
Lrrtm4,1
Plekhb2,0
Prkd1,0
Slc25a4,0
Orc6,0
Map1a,0
Cmtm4,0
Scd2,0
Chd8,2
Zfp189,0
Nfkb2,1
Ehd1,0
Plat,1
Mss51,1
Tmem160,0
Phf7,0
Kcnt2,0
Svil,0
Gm28376,0
Ssr1,0
BC051226,1
Mphosph10,1
Mkln1os,0
Gm960,1
Ivns1abp,0
Rsph10b,1
F730043M19Rik,0
Chchd2,0
Bola1,0
Dcun1d5,0
Timp4,0
Tmbim6,0
Gm15246,1
Pepd,1
Ubc,0
Drc1,1
Zfyve1,1
Dlg5,0
Arid1b,0
Xist,2
Grhl1,0
Rbm41,1
Dpysl4,0
Arf4,1
Cenpt,1
Nipa2,1
Maneal,0
Tyw1,0
Stx1b,0
Ddn,0
Cmc1,1
Sipa1l1,1
Sestd1,1
Slc25a23,2
Catsperd,1
Zfp672,1
Kcnv1,0
Ndufc2,0
Uchl1,0
Ebf4,0
Rpl35a,0
Rasgrf2,0
Nup50,1
Icam5,0
Commd1,0
Vps13d,1
Hspd1,1
Kif21b,1
Rpl38,0
Ick,1
N4bp1,1
Tceal3,0
Sh3bp5l,1
Ing4,1
Poc5,1
Zbtb34,1
Vps33a,0
Cacul1,1
Prrc2b,1
Psenen,0
Mllt11,0
Panx2,0
Capns1,1
Irs2,0
Sike1,1
4930422M22Rik,0
Rnf123,1
Ndufa6,0
Pmm1,0
Reck,1
Smim15,1
Ncapd2,1
Fn3k,0
Nsun2,1
Prps1,0
Plekhm1,1
Pip4k2b,1
Stmn4,0
Gm13402,0
Tbl1xr1,1
4932443L11Rik,0
Lsm14a,1
BC051142,1
Ppard,1
Ginm1,0
Ndufc1,0
Hp1bp3,0
Dennd2a,1
Ift172,1
Cnot11,1
Sass6,1
Mlh1,0
Lrfn1,1
Terf2,1
Ssr3,0
Elovl5,1
Mark1,0
Uros,1
Topbp1,1
A730017L22Rik,0
Acer3,1
Hdac5,0
Srp14,0
Gpn1,1
Emc7,1
Nubp1,1
Ptgis,1
Atp5d,0
Galnt16,1
Nfasc,1
Scaf1,1
Lysmd3,0
Fam174b,0
Cpne3,0
Tmem60,0
Akap7,0
Etv6,0
Lin7a,1
Pdk3,0
Gm20642,0
Gse1,0
Klf13,0
Dr1,1
Mrps21,0
Kif27,1
Zbtb6,0
Tarsl2,1
Zfp560,0
Kcnab2,0
Gm16124,1
Rnf40,1
Iqgap1,2
Tshz3,1
Zfp354c,1
Bcap31,0
Cltb,1
Ddr1,1
4833439L19Rik,1
Dusp8,1
Xbp1,0
Rps2,0
Gm14410,0
Psmf1,0
Zyg11b,1
Rpl7,0
Tmem42,1
Gm15411,1
Fgfr1,0
Bms1,0
Grasp,1
Jkamp,0
Gm16638,1
Fxyd6,1
Pip5k1b,0
Arl3,1
Nefl,0
D430019H16Rik,0
Wdr19,0
Wnk2,1
Bcl2,1
Kcnd2,1
Aldh5a1,0
Zdhhc20,1
March8,1
Trappc2,1
Brpf3,0
Dusp15,1
Unc13c,2
Tmem143,1
Tgoln1,0
Bhlhe22,0
Psmg3,1
Sdc2,1
Sacs,0
Bpnt1,1
Arl6,0
B130055M24Rik,1
Tmem68,1
A230083G16Rik,1
Slc31a2,0
Scyl3,0
Ttc8,1
Prex2,0
Shisa6,0
Snca,0
Klhl11,0
Dlg4,1
Gm12743,0
Fbxl18,0
Eif1b,0
Ctsl,0
Stxbp5l,1
Oxld1,0
Sec23ip,1
Slc39a11,0
Stx8,1
Mrpl57,0
Rpap1,1
Zfp511,0
Zfp385a,1
Nelfa,0
Poc1a,0
Ten1,1
Pgm1,1
Rffl,1
Ykt6,0
Gm28307,1
Pcyt1b,0
Gmppa,1
Ltv1,1
N4bp2,0
Gtpbp1,0
Adam1a,0
Syt11,1
Nat14,1
Arap2,2
Cyhr1,0
Rab28,1
Nap1l3,1
A530072M11Rik,1
Lacc1,1
Sbno2,1
H2afz,0
Prrc1,1
Matk,2
Eepd1,0
Mypop,1
Ccdc9,1
Slain1,0
Aup1,1
Polr3e,0
Zfp454,1
Pacsin2,1
Mtg2,1
Erbb4,2
Zbtb41,0
Slc25a42,0
Flad1,1
Elovl4,0
Cnih4,1
Pde2a,1
Mtss1,1
Slc7a1,1
Magi2,1
Igsf9b,1
Scai,1
Nfkbil1,1
Ly6h,0
Tmem145,1
Mal2,0
Adprh,0
Robo1,0
Unc5a,1
Exosc8,1
Mrpl2,1
Lrrc20,0
Gm14858,0
Mrpl54,0
Magee1,1
Caprin2,1
Sod1,1
Gnpat,0
Tmem38a,0
Zbtb26,1
Scamp3,1
Tm7sf2,1
Ubr7,1
Gm15965,0
Kif13a,1
Akap17b,1
Htr1f,2
Tram1l1,0
Hnrnpdl,1
Nwd1,1
Kif1b,1
Sigmar1,0
Spg20,1
Trim11,0
Etfb,1
Ift46,1
Gtf2h4,1
Ramp2,0
Tmcc2,0
Vps53,0
Aamp,1
Bivm,0
Kcnc3,0
Gabbr2,0
Htr2b,0
Zfp169,1
Lage3,0
Fam104a,0
Eif1,0
Reep5,0
Xpo6,1
Gabra4,1
Slc39a7,1
Rtn1,0
Robo2,0
Dusp4,1
Neurl1b,0
Zc3h18,0
E130102H24Rik,0
Herpud1,1
Epc1,1
Nudt3,0
Hspa9,1
Rcor2,1
Mcrs1,1
Smndc1,1
Gsta3,1
Numb,1
Prkci,0
Zfp65,1
Banf2,2
Pcsk2os1,0
Tmem59l,0
Commd4,0
Strn,0
Ankrd12,2
1110038B12Rik,1
Scn2b,0
Il1rapl2,0
Gaa,1
Vsnl1,2
Haghl,1
Elavl1,1
Kat7,1
9430015G10Rik,1
Rorb,0
Col6a4,1
A830018L16Rik,0
Ogfr,1
Ptgds,0
Rpl36,0
Ptpn1,0
Ankle2,1
Imp3,0
Itgb1bp1,1
6430590A07Rik,0
Mob2,0
Mrpl19,1
Nif3l1,1
R3hdm4,2
Zfp772,1
Pkig,0
Hadhb,1
Rab27a,1
Etfdh,1
Hccs,1
Arl2bp,0
Tmem165,0
Tefm,1
Gm26691,2
Nfe2l1,0
Tspan5,0
Psmb6,0
Cd2bp2,1
Dhodh,1
Dysf,1
