,DEG
H2afv,1
Ric8b,1
Atp5h,0
Hnrnpm,2
Nvl,2
Elp4,2
Cse1l,1
Mbnl2,1
Ypel4,2
Cdh7,2
Fam120b,2
Cdh9,1
Pcmtd1,0
Osbpl7,2
Eif1,0
Tubg1,1
Triap1,1
Ist1,1
Pde7a,1
Rabac1,1
Rbbp5,1
Ezh1,1
Vipas39,1
Hibadh,1
Dzank1,2
Maml2,2
Bnip2,1
Tead1,1
Noc2l,1
A730081D07Rik,1
Tpi1,1
Ssbp3,2
Fbxl5,0
Edc4,2
Cdk9,2
Sgsm2,2
Sept4,2
Fkbp1a,0
Dock9,1
Smurf1,1
Rpl18a,0
Rpf1,1
Gm14004,1
Unc45a,2
Usp6nl,1
Supv3l1,1
Snx29,1
Cdadc1,1
Polq,1
Baz2a,2
Tgfb2,1
Mrc2,1
Nmd3,1
Gm12296,0
Mal2,1
Plekhb2,1
Immt,1
B130024G19Rik,2
Manbal,1
Rnf112,2
4930447C04Rik,1
Acin1,2
Abat,1
Eqtn,1
Mark4,2
Strip1,1
Pgpep1l,1
Senp1,2
Gm10135,0
Pik3cd,1
Macrod2os1,0
Kif1b,1
Cntrl,1
Wdr95,0
Ssna1,1
Ndufb8,0
Pou6f1,1
Thada,2
Tnk2,2
Cbx1,1
Rtn1,0
Yy1,1
Anapc4,1
Sbno1,2
Gpr137c,0
Matk,2
Cbx5,2
Cfl1,0
Ywhag,0
Kctd4,1
Grb14,1
Uqcrfs1,0
Rapgef1,1
Supt5,2
Pip5k1c,1
Smg9,1
Ppfibp1,2
Cryzl1,1
Pot1b,1
Gm26854,0
Dync1li2,1
Hectd3,1
Prkcsh,1
Bche,0
Nop10,0
Erc2,1
Atp2a2,1
Aven,1
Actb,0
Egf,1
Gm26954,0
Rabep2,1
Gm26981,0
Tsc1,2
Rps3,0
Mettl22,1
Cap1,1
Evi5l,2
Eid1,0
Ube3a,0
Rpl34,0
Zfp85,1
P2ry12,1
Epha6,0
Inf2,1
Xrn1,2
AI413582,1
Dhx32,1
Ociad1,0
Gprin1,1
Sgsm3,1
Nbas,2
Man1b1,2
Ly6h,0
Dmwd,1
Isg20l2,1
Brsk1,2
Slc9b2,1
Nufip2,1
Rps15,0
Fhad1,1
Gm4258,0
Rpl27a,0
Mageb16,1
Cttnbp2nl,1
Slc9a8,1
Ide,1
Romo1,1
Kmt2d,1
Trim26,1
Npm1,1
Gm13402,1
Hpgds,0
Atp9b,1
Dhx33,0
Dennd4c,2
Kcnq1ot1,2
Tor2a,1
Rpl10a,0
Vamp3,1
Dennd5a,1
Rplp2,1
Ttc14,1
Ppp3r1,0
Lonp1,1
Sar1b,1
Camsap3,1
Tigd2,1
Tmem186,1
Rasal2,1
Chst9,2
Ttc8,1
Itga6,1
Itch,2
D2hgdh,1
Esrra,2
Cck,0
Gnai2,1
Aldh5a1,1
Rreb1,2
Casc3,2
Setd5,1
Tmc4,1
Hpca,0
Atp6v0e2,1
Nucb2,1
Dpy19l1,2
Gm20404,0
Arel1,1
Ppm1e,0
Gabra3,2
Cnih2,0
Usp7,2
Adarb2,2
Zgrf1,1
Timp3,1
Ror1,0
Pak7,1
Cmss1,0
Cnih3,2
Capza2,0
Zfp282,1
Serinc1,0
Smarca5,1
Ccdc174,1
Cnksr2,1
Bod1l,2
Rfc2,1
Porcn,2
Gopc,2
Tomm40l,1
Ptpre,2
Gm15577,0
Plekhg1,0
Hhipl1,1
Tln2,1
Rrp1b,1
Spock2,2
Arhgef12,2
Stard9,1
Galnt18,0
Mbd6,2
Tom1l2,2
Pde9a,1
Gas5,1
Rps26,0
Eif4enif1,2
Rgl2,1
Eif2s2,1
Knop1,1
Rpf2,1
Atp2b3,1
Hsd17b11,1
Rbm43,1
